"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","concept:name_10","lifecycle:transition_10","org:resource_10","Activity_10","Resource_10","Work_Order_Qty_10","Part_Desc__10","Worker_ID_10","Report_Type_10","Qty_Completed_10","Qty_Rejected_10","Qty_for_MRB_10","concept:name_11","lifecycle:transition_11","org:resource_11","Activity_11","Resource_11","Work_Order_Qty_11","Part_Desc__11","Worker_ID_11","Report_Type_11","Qty_Completed_11","Qty_Rejected_11","Qty_for_MRB_11","concept:name_12","lifecycle:transition_12","org:resource_12","Activity_12","Resource_12","Work_Order_Qty_12","Part_Desc__12","Worker_ID_12","Report_Type_12","Qty_Completed_12","Qty_Rejected_12","Qty_for_MRB_12","concept:name_13","lifecycle:transition_13","org:resource_13","Activity_13","Resource_13","Work_Order_Qty_13","Part_Desc__13","Worker_ID_13","Report_Type_13","Qty_Completed_13","Qty_Rejected_13","Qty_for_MRB_13","concept:name_14","lifecycle:transition_14","org:resource_14","Activity_14","Resource_14","Work_Order_Qty_14","Part_Desc__14","Worker_ID_14","Report_Type_14","Qty_Completed_14","Qty_Rejected_14","Qty_for_MRB_14","concept:name_15","lifecycle:transition_15","org:resource_15","Activity_15","Resource_15","Work_Order_Qty_15","Part_Desc__15","Worker_ID_15","Report_Type_15","Qty_Completed_15","Qty_Rejected_15","Qty_for_MRB_15","concept:name_16","lifecycle:transition_16","org:resource_16","Activity_16","Resource_16","Work_Order_Qty_16","Part_Desc__16","Worker_ID_16","Report_Type_16","Qty_Completed_16","Qty_Rejected_16","Qty_for_MRB_16","remainingTime"
"212","76","10","33","76","77","184","37","33","12","7","7","7","76","1","33","76","77","184","37","33","12","7","7","7","76","10","33","76","77","184","37","33","12","67","7","7","76","1","33","76","77","184","37","33","12","67","7","7","76","10","33","76","77","184","37","33","6","15","7","7","17","10","30","17","18","184","37","30","6","7","7","7","76","1","33","76","77","184","37","33","6","15","7","7","17","1","30","17","18","184","37","30","6","7","7","7","76","10","42","76","77","184","37","42","6","117","7","7","76","1","42","76","77","184","37","42","6","117","7","7","76","10","33","76","77","184","37","33","6","51","7","7","76","1","33","76","77","184","37","33","6","51","7","7","17","10","30","17","18","184","37","30","6","7","13","7","17","1","30","17","18","184","37","30","6","7","13","7","17","10","30","17","18","184","37","30","6","185","7","7","17","1","30","17","18","184","37","30","6","185","7","7","697200.0"
"214","76","10","33","76","77","138","37","33","12","67","7","7","76","1","33","76","77","138","37","33","12","67","7","7","76","10","33","76","77","138","37","33","6","19","7","7","76","1","33","76","77","138","37","33","6","19","7","7","76","10","14","76","77","138","37","14","6","67","7","7","76","10","42","76","77","138","37","42","6","123","7","7","76","1","14","76","77","138","37","14","6","67","7","7","76","1","42","76","77","138","37","42","6","123","7","7","17","10","30","17","18","138","37","30","6","7","67","7","17","1","30","17","18","138","37","30","6","7","67","7","76","10","33","76","77","138","37","33","12","13","7","7","76","1","33","76","77","138","37","33","12","13","7","7","76","10","33","76","77","138","37","33","6","117","7","7","76","1","33","76","77","138","37","33","6","117","7","7","76","10","14","76","77","138","37","14","6","15","7","7","76","10","42","76","77","138","37","42","6","68","7","7","1400280.0"
"215","39","10","46","39","40","186","37","46","12","7","7","7","39","1","46","39","40","186","37","46","12","7","7","7","39","10","46","39","40","186","37","46","6","187","7","7","39","1","46","39","40","186","37","46","6","187","7","7","39","10","147","39","40","186","37","147","6","80","7","7","39","1","147","39","40","186","37","147","6","80","7","7","17","10","30","17","18","186","37","30","6","7","7","7","17","1","30","17","18","186","37","30","6","7","7","7","17","10","30","17","18","186","37","30","6","186","7","7","17","1","30","17","18","186","37","30","6","186","7","7","21","10","20","21","22","186","37","20","6","74","7","7","21","1","20","21","22","186","37","20","6","74","7","7","0","10","20","0","3","186","37","20","6","74","7","7","0","1","20","0","3","186","37","20","6","74","7","7","0","10","20","0","3","186","37","20","6","15","7","7","21","10","20","21","22","186","37","20","6","15","7","7","751260.0"
"218","191","10","190","191","192","188","174","190","6","193","7","7","191","1","190","191","192","188","174","190","6","193","7","7","191","10","194","191","192","188","174","194","6","121","7","7","191","1","194","191","192","188","174","194","6","121","7","7","191","10","194","191","192","188","174","194","6","193","7","7","191","1","194","191","192","188","174","194","6","193","7","7","191","10","190","191","192","188","174","190","6","184","7","7","191","1","190","191","192","188","174","190","6","184","7","7","56","10","52","56","18","188","174","52","6","7","7","7","56","1","52","56","18","188","174","52","6","7","7","7","59","10","58","59","59","188","174","58","6","189","7","7","59","1","58","59","59","188","174","58","6","189","7","7","21","10","20","21","22","188","174","20","6","189","7","7","56","10","52","56","18","188","174","52","6","189","7","7","21","1","20","21","22","188","174","20","6","189","7","7","56","1","52","56","18","188","174","52","6","189","7","7","0.0"
"219","0","10","20","0","3","80","5","20","6","61","7","7","0","1","20","0","3","80","5","20","6","61","7","7","0","10","20","0","3","80","5","20","6","61","7","7","0","1","20","0","3","80","5","20","6","61","7","7","124","10","125","124","126","80","5","125","12","7","7","7","124","1","125","124","126","80","5","125","12","7","7","7","124","10","144","124","126","80","5","144","12","7","7","7","124","1","144","124","126","80","5","144","12","7","7","7","124","10","125","124","126","80","5","125","12","13","7","7","124","1","125","124","126","80","5","125","12","13","7","7","124","10","125","124","126","80","5","125","6","61","7","7","124","1","125","124","126","80","5","125","6","61","7","7","124","10","147","124","126","80","5","147","6","55","7","7","124","1","147","124","126","80","5","147","6","55","7","7","56","10","88","56","18","80","5","88","6","7","13","7","56","1","88","56","18","80","5","88","6","7","13","7","562260.0"
"22","23","10","72","23","25","109","37","72","6","35","7","7","23","1","72","23","25","109","37","72","6","35","7","7","23","10","29","23","25","109","37","29","12","67","7","7","23","1","29","23","25","109","37","29","12","67","7","7","23","10","29","23","25","109","37","29","6","28","7","7","23","1","29","23","25","109","37","29","6","28","7","7","23","10","29","23","25","109","37","29","12","7","7","7","23","1","29","23","25","109","37","29","12","7","7","7","23","10","72","23","25","109","37","72","12","13","7","7","23","1","72","23","25","109","37","72","12","13","7","7","17","10","88","17","18","109","37","88","6","35","13","7","17","1","88","17","18","109","37","88","6","35","13","7","21","10","20","21","22","109","37","20","6","35","7","7","21","1","20","21","22","109","37","20","6","35","7","7","0","10","20","0","3","109","37","20","6","35","7","7","0","1","20","0","3","109","37","20","6","35","7","7","339420.0"
"223","39","10","46","39","40","80","37","46","12","13","7","7","17","10","52","17","18","80","37","52","12","7","7","7","39","1","46","39","40","80","37","46","12","13","7","7","39","10","46","39","40","80","37","46","12","7","7","7","39","1","46","39","40","80","37","46","12","7","7","7","39","10","46","39","40","80","37","46","6","15","7","7","17","1","52","17","18","80","37","52","12","7","7","7","39","1","46","39","40","80","37","46","6","15","7","7","39","10","42","39","40","80","37","42","6","104","7","7","39","1","42","39","40","80","37","42","6","104","7","7","39","10","46","39","40","80","37","46","6","61","7","7","39","1","46","39","40","80","37","46","6","61","7","7","17","10","52","17","18","80","37","52","6","80","7","7","17","1","52","17","18","80","37","52","6","80","7","7","21","10","20","21","22","80","37","20","6","80","7","7","21","1","20","21","22","80","37","20","6","80","7","7","1497720.0"
"225","150","10","100","150","96","195","5","100","6","7","7","7","150","1","100","150","96","195","5","100","6","7","7","7","21","10","100","21","22","195","5","100","6","183","7","7","21","1","100","21","22","195","5","100","6","183","7","7","145","10","100","145","126","195","5","100","6","7","7","7","145","1","100","145","126","195","5","100","6","7","7","7","150","10","100","150","96","195","5","100","6","7","7","7","150","1","100","150","96","195","5","100","6","7","7","7","21","10","100","21","22","195","5","100","6","197","7","7","21","1","100","21","22","195","5","100","6","197","7","7","0","10","2","0","3","195","5","2","6","7","7","7","0","1","2","0","3","195","5","2","6","7","7","7","0","10","2","0","3","195","5","2","6","7","7","7","0","1","2","0","3","195","5","2","6","7","7","7","0","10","2","0","3","195","5","2","6","196","7","7","0","1","2","0","3","195","5","2","6","196","7","7","6006900.0"
"228","39","10","46","39","40","4","37","46","6","4","7","7","39","1","46","39","40","4","37","46","6","4","7","7","39","10","46","39","40","4","37","46","12","7","7","7","39","1","46","39","40","4","37","46","12","7","7","7","39","10","46","39","40","4","37","46","6","19","7","7","39","1","46","39","40","4","37","46","6","19","7","7","17","10","30","17","18","4","37","30","6","19","13","7","17","1","30","17","18","4","37","30","6","19","13","7","17","10","30","17","18","4","37","30","6","7","7","7","17","1","30","17","18","4","37","30","6","7","7","7","17","10","30","17","18","4","37","30","6","19","7","7","17","1","30","17","18","4","37","30","6","19","7","7","21","10","2","21","22","4","37","2","6","19","7","7","44","10","20","44","45","4","37","20","6","19","7","7","21","1","2","21","22","4","37","2","6","19","7","7","44","1","20","44","45","4","37","20","6","19","7","7","285360.0"
"229","39","10","46","39","40","51","37","46","12","7","7","7","31","10","52","31","18","51","37","52","12","7","7","7","31","1","52","31","18","51","37","52","12","7","7","7","39","1","46","39","40","51","37","46","12","7","7","7","39","10","42","39","40","51","37","42","6","141","7","7","39","1","42","39","40","51","37","42","6","141","7","7","39","10","46","39","40","51","37","46","6","35","7","7","39","1","46","39","40","51","37","46","6","35","7","7","31","10","52","31","18","51","37","52","6","51","7","7","31","1","52","31","18","51","37","52","6","51","7","7","21","10","20","21","22","51","37","20","6","51","7","7","21","1","20","21","22","51","37","20","6","51","7","7","44","10","20","44","45","51","37","20","6","51","7","7","21","10","2","21","22","51","37","2","6","7","7","7","44","1","20","44","45","51","37","20","6","51","7","7","21","1","2","21","22","51","37","2","6","7","7","7","380280.0"
"23","198","10","86","198","111","63","112","86","12","7","7","7","198","1","86","198","111","63","112","86","12","7","7","7","198","10","14","198","111","63","112","14","6","63","7","7","198","1","14","198","111","63","112","14","6","63","7","7","110","10","42","110","111","63","112","42","12","7","7","7","110","1","42","110","111","63","112","42","12","7","7","7","31","10","88","31","18","63","112","88","6","63","7","7","17","10","88","17","18","63","112","88","6","93","13","7","110","10","86","110","111","63","112","86","6","63","7","7","17","1","88","17","18","63","112","88","6","93","13","7","31","1","88","31","18","63","112","88","6","63","7","7","110","1","86","110","111","63","112","86","6","63","7","7","110","10","86","110","111","63","112","86","12","7","7","7","110","1","86","110","111","63","112","86","12","7","7","7","21","10","20","21","22","63","112","20","6","93","7","7","21","1","20","21","22","63","112","20","6","93","7","7","3018180.0"
"230","76","10","33","76","77","199","27","33","50","7","7","7","76","10","33","76","77","199","27","33","12","7","7","7","76","1","33","76","77","199","27","33","50","7","7","7","76","1","33","76","77","199","27","33","12","7","7","7","76","10","33","76","77","199","27","33","12","13","7","7","76","1","33","76","77","199","27","33","12","13","7","7","76","10","33","76","77","199","27","33","6","55","7","7","17","10","30","17","18","199","27","30","6","109","7","7","17","1","30","17","18","199","27","30","6","109","7","7","76","1","33","76","77","199","27","33","6","55","7","7","76","10","42","76","77","199","27","42","6","121","7","7","76","1","42","76","77","199","27","42","6","121","7","7","76","10","33","76","77","199","27","33","6","121","7","7","17","10","30","17","18","199","27","30","6","7","7","7","17","1","30","17","18","199","27","30","6","7","7","7","76","1","33","76","77","199","27","33","6","121","7","7","4403580.0"
"231","0","10","20","0","3","141","5","20","6","75","7","7","0","1","20","0","3","141","5","20","6","75","7","7","124","10","125","124","126","141","5","125","12","13","7","7","124","1","125","124","126","141","5","125","12","13","7","7","124","10","125","124","126","141","5","125","6","67","7","7","124","1","125","124","126","141","5","125","6","67","7","7","124","10","144","124","126","141","5","144","6","4","7","7","124","10","64","124","126","141","5","64","6","104","7","7","124","1","144","124","126","141","5","144","6","4","7","7","124","1","64","124","126","141","5","64","6","104","7","7","170","10","16","170","18","141","5","16","6","7","7","7","170","1","16","170","18","141","5","16","6","7","7","7","170","10","16","170","18","141","5","16","6","7","7","7","170","1","16","170","18","141","5","16","6","7","7","7","170","10","16","170","18","141","5","16","6","67","7","7","170","1","16","170","18","141","5","16","6","67","7","7","340800.0"
"232","17","10","88","17","18","109","5","88","6","35","13","7","110","10","86","110","111","109","5","86","6","28","7","7","17","1","88","17","18","109","5","88","6","35","13","7","21","10","100","21","22","109","5","100","6","35","7","7","110","1","86","110","111","109","5","86","6","28","7","7","21","1","100","21","22","109","5","100","6","35","7","7","0","10","64","0","3","109","5","64","6","35","7","7","0","1","64","0","3","109","5","64","6","35","7","7","107","10","64","107","108","109","5","64","12","7","7","7","107","1","64","107","108","109","5","64","12","7","7","7","107","10","64","107","108","109","5","64","6","7","7","7","107","1","64","107","108","109","5","64","6","7","7","7","107","10","64","107","108","109","5","64","6","7","7","7","107","1","64","107","108","109","5","64","6","7","7","7","0","10","64","0","3","109","5","64","6","7","7","7","0","1","64","0","3","109","5","64","6","7","7","7","515760.0"
"233","200","10","72","200","25","51","37","72","6","7","7","7","200","10","29","200","25","51","37","29","12","67","7","7","200","1","72","200","25","51","37","72","6","7","7","7","200","1","29","200","25","51","37","29","12","67","7","7","200","10","29","200","25","51","37","29","6","41","7","7","200","1","29","200","25","51","37","29","6","41","7","7","200","10","8","200","25","51","37","8","6","19","7","7","200","1","8","200","25","51","37","8","6","19","7","7","17","10","52","17","18","51","37","52","6","61","67","7","17","1","52","17","18","51","37","52","6","61","67","7","21","10","20","21","22","51","37","20","6","61","7","7","21","1","20","21","22","51","37","20","6","61","7","7","44","10","20","44","45","51","37","20","6","61","7","7","44","1","20","44","45","51","37","20","6","61","7","7","200","10","72","200","25","51","37","72","12","13","7","7","200","1","72","200","25","51","37","72","12","13","7","7","609300.0"
"234","31","10","52","31","18","129","201","52","6","7","7","7","31","1","52","31","18","129","201","52","6","7","7","7","31","10","52","31","18","129","201","52","6","131","13","7","31","1","52","31","18","129","201","52","6","131","13","7","202","10","159","202","203","129","201","159","6","7","7","7","202","1","159","202","203","129","201","159","6","7","7","7","202","10","204","202","203","129","201","204","6","7","7","7","202","1","204","202","203","129","201","204","6","7","7","7","202","10","159","202","203","129","201","159","6","7","7","7","202","1","159","202","203","129","201","159","6","7","7","7","31","10","52","31","18","129","201","52","6","7","7","7","31","10","52","31","18","129","201","52","6","7","7","7","31","1","52","31","18","129","201","52","6","7","7","7","31","1","52","31","18","129","201","52","6","7","7","7","110","10","86","110","111","129","201","86","12","7","7","7","110","1","86","110","111","129","201","86","12","7","7","7","3752580.0"
"235","17","10","16","17","18","63","205","16","12","7","7","7","17","1","16","17","18","63","205","16","12","7","7","7","17","10","16","17","18","63","205","16","12","7","7","7","71","10","24","71","73","63","205","24","12","7","7","7","17","1","16","17","18","63","205","16","12","7","7","7","71","1","24","71","73","63","205","24","12","7","7","7","71","10","24","71","73","63","205","24","12","7","7","7","71","1","24","71","73","63","205","24","12","7","7","7","71","10","24","71","73","63","205","24","12","7","7","7","71","1","24","71","73","63","205","24","12","7","7","7","71","10","24","71","73","63","205","24","12","13","7","7","71","1","24","71","73","63","205","24","12","13","7","7","17","10","16","17","18","63","205","16","12","7","7","7","17","1","16","17","18","63","205","16","12","7","7","7","71","10","24","71","73","63","205","24","12","13","7","7","71","1","24","71","73","63","205","24","12","13","7","7","2408760.0"
"236","95","10","64","95","96","141","27","64","12","7","7","7","95","1","64","95","96","141","27","64","12","7","7","7","95","10","64","95","96","141","27","64","6","7","7","7","95","1","64","95","96","141","27","64","6","7","7","7","17","10","30","17","18","141","27","30","6","7","7","7","95","10","100","95","96","141","27","100","6","7","7","7","17","1","30","17","18","141","27","30","6","7","7","7","95","1","100","95","96","141","27","100","6","7","7","7","95","10","64","95","96","141","27","64","6","70","7","7","95","1","64","95","96","141","27","64","6","70","7","7","95","10","64","95","96","141","27","64","6","35","7","7","95","1","64","95","96","141","27","64","6","35","7","7","56","10","30","56","18","141","27","30","6","141","7","7","56","1","30","56","18","141","27","30","6","141","7","7","59","10","139","59","59","141","27","139","6","141","7","7","59","1","139","59","59","141","27","139","6","141","7","7","0.0"
"237","17","10","30","17","18","206","207","30","6","209","7","7","17","1","30","17","18","206","207","30","6","209","7","7","9","10","14","9","11","206","207","14","6","69","7","7","9","1","14","9","11","206","207","14","6","69","7","7","17","10","30","17","18","206","207","30","6","210","7","7","17","1","30","17","18","206","207","30","6","210","7","7","17","10","30","17","18","206","207","30","6","7","28","7","17","1","30","17","18","206","207","30","6","7","28","7","21","10","20","21","22","206","207","20","6","4","7","7","21","10","2","21","22","206","207","2","6","82","7","7","21","1","20","21","22","206","207","20","6","4","7","7","21","1","2","21","22","206","207","2","6","82","7","7","148","10","147","148","149","206","207","147","12","7","7","7","148","1","147","148","149","206","207","147","12","7","7","7","148","10","147","148","149","206","207","147","6","208","7","7","148","1","147","148","149","206","207","147","6","208","7","7","4312080.0"
"238","9","10","33","9","11","211","66","33","12","7","7","7","9","1","33","9","11","211","66","33","12","7","7","7","9","10","42","9","11","211","66","42","12","7","7","7","9","1","42","9","11","211","66","42","12","7","7","7","9","10","42","9","11","211","66","42","6","4","7","7","9","1","42","9","11","211","66","42","6","4","7","7","9","10","33","9","11","211","66","33","6","53","7","7","9","1","33","9","11","211","66","33","6","53","7","7","9","10","14","9","11","211","66","14","12","13","7","7","9","10","14","9","11","211","66","14","6","7","7","7","9","1","14","9","11","211","66","14","6","7","7","7","17","10","30","17","18","211","66","30","6","197","7","7","9","1","14","9","11","211","66","14","12","13","7","7","17","1","30","17","18","211","66","30","6","197","7","7","9","10","14","9","11","211","66","14","6","69","7","7","9","1","14","9","11","211","66","14","6","69","7","7","3833580.0"
"239","76","10","33","76","77","70","37","33","12","13","7","7","76","1","33","76","77","70","37","33","12","13","7","7","76","10","86","76","77","70","37","86","12","13","7","7","76","10","42","76","77","70","37","42","12","67","7","7","76","1","86","76","77","70","37","86","12","13","7","7","17","10","30","17","18","70","37","30","6","7","7","7","17","1","30","17","18","70","37","30","6","7","7","7","76","1","42","76","77","70","37","42","12","67","7","7","76","10","33","76","77","70","37","33","6","93","7","7","76","1","33","76","77","70","37","33","6","93","7","7","17","10","30","17","18","70","37","30","6","70","7","7","17","1","30","17","18","70","37","30","6","70","7","7","212","10","30","212","18","70","37","30","6","70","7","7","212","1","30","212","18","70","37","30","6","70","7","7","21","10","20","21","22","70","37","20","6","70","7","7","21","1","20","21","22","70","37","20","6","70","7","7","459960.0"
"24","110","10","8","110","111","63","112","8","12","13","7","7","110","1","8","110","111","63","112","8","12","13","7","7","110","10","8","110","111","63","112","8","6","93","7","7","110","1","8","110","111","63","112","8","6","93","7","7","17","10","88","17","18","63","112","88","6","93","13","7","17","1","88","17","18","63","112","88","6","93","13","7","21","10","2","21","22","63","112","2","6","93","7","7","21","1","2","21","22","63","112","2","6","93","7","7","214","10","213","214","215","63","112","213","6","93","7","7","0","10","100","0","3","63","112","100","6","93","7","7","0","1","100","0","3","63","112","100","6","93","7","7","214","1","213","214","215","63","112","213","6","93","7","7","170","10","88","170","18","63","112","88","6","19","28","7","170","1","88","170","18","63","112","88","6","19","28","7","148","10","125","148","149","63","112","125","12","13","7","7","0","10","2","0","3","63","112","2","6","7","7","7","473640.0"
"240","76","10","33","76","77","216","217","33","12","7","7","7","76","1","33","76","77","216","217","33","12","7","7","7","76","10","42","76","77","216","217","42","12","13","7","7","76","1","42","76","77","216","217","42","12","13","7","7","76","10","86","76","77","216","217","86","6","70","7","7","76","1","86","76","77","216","217","86","6","70","7","7","76","10","33","76","77","216","217","33","6","53","7","7","76","1","33","76","77","216","217","33","6","53","7","7","76","10","42","76","77","216","217","42","6","102","7","7","76","1","42","76","77","216","217","42","6","102","7","7","76","10","86","76","77","216","217","86","6","70","7","7","76","1","86","76","77","216","217","86","6","70","7","7","44","10","2","44","45","216","217","2","6","7","7","7","44","1","2","44","45","216","217","2","6","7","7","7","17","10","30","17","18","216","217","30","6","65","7","7","17","1","30","17","18","216","217","30","6","65","7","7","725880.0"
"241","76","10","86","76","77","70","37","86","12","7","7","7","76","1","86","76","77","70","37","86","12","7","7","7","76","10","86","76","77","70","37","86","12","7","7","7","76","1","86","76","77","70","37","86","12","7","7","7","76","10","14","76","77","70","37","14","12","13","7","7","76","1","14","76","77","70","37","14","12","13","7","7","17","10","52","17","18","70","37","52","6","7","13","7","76","10","33","76","77","70","37","33","12","13","7","7","17","1","52","17","18","70","37","52","6","7","13","7","76","1","33","76","77","70","37","33","12","13","7","7","76","10","33","76","77","70","37","33","6","55","7","7","76","1","33","76","77","70","37","33","6","55","7","7","17","10","52","17","18","70","37","52","6","61","7","7","17","1","52","17","18","70","37","52","6","61","7","7","21","10","20","21","22","70","37","20","6","61","7","7","21","1","20","21","22","70","37","20","6","61","7","7","213780.0"
"242","76","10","33","76","77","102","27","33","12","67","7","7","76","1","33","76","77","102","27","33","12","67","7","7","76","10","33","76","77","102","27","33","6","28","7","7","76","1","33","76","77","102","27","33","6","28","7","7","76","10","14","76","77","102","27","14","6","35","7","7","76","1","14","76","77","102","27","14","6","35","7","7","76","10","42","76","77","102","27","42","6","32","7","7","76","1","42","76","77","102","27","42","6","32","7","7","76","10","33","76","77","102","27","33","6","13","7","7","76","1","33","76","77","102","27","33","6","13","7","7","17","10","52","17","18","102","27","52","6","99","13","7","17","1","52","17","18","102","27","52","6","99","13","7","17","10","52","17","18","102","27","52","6","7","13","7","17","1","52","17","18","102","27","52","6","7","13","7","0","10","2","0","3","102","27","2","6","7","7","7","0","1","2","0","3","102","27","2","6","7","7","7","461700.0"
"243","76","10","33","76","77","4","27","33","12","7","7","7","76","1","33","76","77","4","27","33","12","7","7","7","76","10","42","76","77","4","27","42","12","13","7","7","17","10","52","17","18","4","27","52","6","7","7","7","76","1","42","76","77","4","27","42","12","13","7","7","76","10","42","76","77","4","27","42","6","19","7","7","17","1","52","17","18","4","27","52","6","7","7","7","76","1","42","76","77","4","27","42","6","19","7","7","17","10","30","17","18","4","27","30","6","19","13","7","17","1","30","17","18","4","27","30","6","19","13","7","21","10","20","21","22","4","27","20","6","19","7","7","21","1","20","21","22","4","27","20","6","19","7","7","0","10","20","0","3","4","27","20","6","19","7","7","0","1","20","0","3","4","27","20","6","19","7","7","124","10","144","124","126","4","27","144","12","7","7","7","124","1","144","124","126","4","27","144","12","7","7","7","324060.0"
"244","0","10","64","0","3","109","5","64","6","67","7","7","0","1","64","0","3","109","5","64","6","67","7","7","0","10","64","0","3","109","5","64","6","28","7","7","0","1","64","0","3","109","5","64","6","28","7","7","107","10","64","107","108","109","5","64","12","7","7","7","107","1","64","107","108","109","5","64","12","7","7","7","107","10","64","107","108","109","5","64","6","7","7","7","107","1","64","107","108","109","5","64","6","7","7","7","107","10","64","107","108","109","5","64","6","13","7","7","56","10","52","56","18","109","5","52","6","7","7","7","107","1","64","107","108","109","5","64","6","13","7","7","107","10","64","107","108","109","5","64","50","7","7","7","107","1","64","107","108","109","5","64","50","7","7","7","107","10","64","107","108","109","5","64","6","35","7","7","56","1","52","56","18","109","5","52","6","7","7","7","107","1","64","107","108","109","5","64","6","35","7","7","298500.0"
"245","23","10","29","23","25","109","5","29","12","7","7","7","23","10","29","23","25","109","5","29","50","7","7","7","23","1","29","23","25","109","5","29","50","7","7","7","17","10","16","17","18","109","5","16","12","7","7","7","17","1","16","17","18","109","5","16","12","7","7","7","23","1","29","23","25","109","5","29","12","7","7","7","23","10","29","23","25","109","5","29","12","13","7","7","23","1","29","23","25","109","5","29","12","13","7","7","23","10","29","23","25","109","5","29","6","35","7","7","23","1","29","23","25","109","5","29","6","35","7","7","23","10","72","23","25","109","5","72","12","13","7","7","23","1","72","23","25","109","5","72","12","13","7","7","23","10","72","23","25","109","5","72","6","35","7","7","23","1","72","23","25","109","5","72","6","35","7","7","17","10","88","17","18","109","5","88","6","109","7","7","17","1","88","17","18","109","5","88","6","109","7","7","2391420.0"
"246","23","10","72","23","25","81","218","72","6","4","7","7","23","1","72","23","25","81","218","72","6","4","7","7","23","10","29","23","25","81","218","29","6","41","7","7","23","1","29","23","25","81","218","29","6","41","7","7","23","10","72","23","25","81","218","72","6","55","7","7","23","1","72","23","25","81","218","72","6","55","7","7","17","10","52","17","18","81","218","52","6","69","67","7","17","1","52","17","18","81","218","52","6","69","67","7","21","10","2","21","22","81","218","2","6","69","7","7","21","1","2","21","22","81","218","2","6","69","7","7","44","10","20","44","45","81","218","20","6","61","7","7","44","1","20","44","45","81","218","20","6","61","7","7","44","10","2","44","45","81","218","2","6","7","7","7","44","1","2","44","45","81","218","2","6","7","7","7","44","10","20","44","45","81","218","20","6","70","7","7","44","1","20","44","45","81","218","20","6","70","7","7","311100.0"
"248","23","10","29","23","25","51","48","29","12","13","7","7","23","1","29","23","25","51","48","29","12","13","7","7","23","10","29","23","25","51","48","29","6","41","7","7","23","1","29","23","25","51","48","29","6","41","7","7","23","10","72","23","25","51","48","72","6","70","7","7","23","1","72","23","25","51","48","72","6","70","7","7","0","10","2","0","3","51","48","2","6","7","7","7","0","1","2","0","3","51","48","2","6","7","7","7","17","10","88","17","18","51","48","88","6","51","7","7","17","1","88","17","18","51","48","88","6","51","7","7","21","10","20","21","22","51","48","20","6","51","7","7","21","1","20","21","22","51","48","20","6","51","7","7","44","10","20","44","45","51","48","20","6","4","7","7","44","10","20","44","45","51","48","20","6","55","7","7","0","10","2","0","3","51","48","2","6","51","7","7","44","1","20","44","45","51","48","20","6","4","7","7","664560.0"
"249","39","10","46","39","40","219","37","46","12","13","7","7","39","1","46","39","40","219","37","46","12","13","7","7","39","10","46","39","40","219","37","46","12","7","7","7","39","1","46","39","40","219","37","46","12","7","7","7","17","10","52","17","18","219","37","52","6","7","7","7","17","1","52","17","18","219","37","52","6","7","7","7","39","10","46","39","40","219","37","46","6","36","7","7","39","1","46","39","40","219","37","46","6","36","7","7","39","10","46","39","40","219","37","46","6","221","7","7","39","1","46","39","40","219","37","46","6","221","7","7","39","10","8","39","40","219","37","8","6","104","7","7","39","1","8","39","40","219","37","8","6","104","7","7","17","10","52","17","18","219","37","52","6","220","7","7","17","1","52","17","18","219","37","52","6","220","7","7","44","10","20","44","45","219","37","20","6","220","7","7","44","1","20","44","45","219","37","20","6","220","7","7","487020.0"
