"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","remainingTime"
"35","39","1","40","39","41","51","5","40","10","8","8","8","39","12","40","39","41","51","5","40","10","8","8","8","39","1","53","39","41","51","5","53","10","8","8","8","39","12","53","39","41","51","5","53","10","8","8","8","39","1","29","39","41","51","5","29","10","57","8","8","39","1","40","39","41","51","5","40","6","43","8","8","39","12","29","39","41","51","5","29","10","57","8","8","2398800.0"
"36","39","1","29","39","41","76","5","29","10","8","8","8","39","12","29","39","41","76","5","29","10","8","8","8","39","1","40","39","41","76","5","40","10","11","8","8","39","12","40","39","41","76","5","40","10","11","8","8","0","1","9","0","3","76","5","9","10","8","8","8","39","1","9","39","41","76","5","9","10","8","8","8","0","12","9","0","3","76","5","9","10","8","8","8","1505700.0"
"37","23","1","35","23","25","167","27","35","10","11","8","8","93","1","62","93","15","167","27","62","6","8","8","8","93","12","62","93","15","167","27","62","6","8","8","8","23","12","35","23","25","167","27","35","10","11","8","8","23","1","35","23","25","167","27","35","10","11","8","8","23","12","35","23","25","167","27","35","10","11","8","8","23","1","53","23","25","167","27","53","6","30","8","8","1918560.0"
"38","0","1","2","0","3","179","5","2","10","8","8","8","0","12","2","0","3","179","5","2","10","8","8","8","39","1","40","39","41","179","5","40","10","11","8","8","39","12","40","39","41","179","5","40","10","11","8","8","0","1","9","0","3","179","5","9","10","8","8","8","0","12","9","0","3","179","5","9","10","8","8","8","0","1","9","0","3","179","5","9","6","57","8","8","4804380.0"
"39","60","1","62","60","61","4","17","62","10","11","8","8","60","12","62","60","61","4","17","62","10","11","8","8","60","1","62","60","61","4","17","62","10","11","8","8","46","1","54","46","22","4","17","54","6","8","8","8","46","12","54","46","22","4","17","54","6","8","8","8","60","12","62","60","61","4","17","62","10","11","8","8","60","1","62","60","61","4","17","62","6","7","8","8","450300.0"
"4","75","1","9","75","41","51","5","9","10","8","8","8","75","12","9","75","41","51","5","9","10","8","8","8","39","1","29","39","41","51","5","29","10","11","8","8","46","1","45","46","22","51","5","45","6","11","8","8","39","12","29","39","41","51","5","29","10","11","8","8","39","1","29","39","41","51","5","29","6","8","8","8","46","12","45","46","22","51","5","45","6","11","8","8","75360.0"
"40","93","1","19","93","15","167","17","19","10","8","8","8","93","12","19","93","15","167","17","19","10","8","8","8","93","1","62","93","15","167","17","62","10","11","8","8","93","12","62","93","15","167","17","62","10","11","8","8","93","1","19","93","15","167","17","19","10","11","8","8","93","12","19","93","15","167","17","19","10","11","8","8","93","1","19","93","15","167","17","19","6","96","8","8","1192380.0"
"41","13","1","19","13","15","76","17","19","10","11","8","8","13","12","19","13","15","76","17","19","10","11","8","8","13","1","19","13","15","76","17","19","10","8","8","8","46","1","20","46","22","76","17","20","6","8","8","8","13","12","19","13","15","76","17","19","10","8","8","8","13","1","19","13","15","76","17","19","6","90","8","8","46","12","20","46","22","76","17","20","6","8","8","8","1641480.0"
"42","63","1","53","63","64","59","17","53","10","11","8","8","63","12","53","63","64","59","17","53","10","11","8","8","63","1","53","63","64","59","17","53","6","76","8","8","63","12","53","63","64","59","17","53","6","76","8","8","46","1","20","46","22","59","17","20","6","8","8","8","46","12","20","46","22","59","17","20","6","8","8","8","63","1","2","63","64","59","17","2","6","88","8","8","492180.0"
"43","23","1","24","23","25","135","27","24","10","8","8","8","23","12","24","23","25","135","27","24","10","8","8","8","23","1","35","23","25","135","27","35","10","11","8","8","46","1","20","46","22","135","27","20","6","8","8","8","23","12","35","23","25","135","27","35","10","11","8","8","46","12","20","46","22","135","27","20","6","8","8","8","23","1","35","23","25","135","27","35","6","28","8","8","383940.0"
"44","233","1","14","233","61","234","235","14","10","8","8","8","233","12","14","233","61","234","235","14","10","8","8","8","233","1","62","233","61","234","235","62","10","11","8","8","233","12","62","233","61","234","235","62","10","11","8","8","233","1","62","233","61","234","235","62","6","79","8","8","233","12","62","233","61","234","235","62","6","79","8","8","233","1","14","233","61","234","235","14","6","102","8","8","2137980.0"
"45","63","1","53","63","64","51","17","53","10","11","8","8","63","12","53","63","64","51","17","53","10","11","8","8","63","1","29","63","64","51","17","29","10","11","8","8","63","12","29","63","64","51","17","29","10","11","8","8","63","1","29","63","64","51","17","29","6","43","8","8","63","12","29","63","64","51","17","29","6","43","8","8","46","1","20","46","22","51","17","20","6","8","8","8","608340.0"
"46","63","1","40","63","64","4","27","40","10","8","8","8","63","12","40","63","64","4","27","40","10","8","8","8","63","1","29","63","64","4","27","29","10","8","8","8","63","12","29","63","64","4","27","29","10","8","8","8","63","1","40","63","64","4","27","40","10","8","8","8","63","1","53","63","64","4","27","53","10","11","8","8","63","12","40","63","64","4","27","40","10","8","8","8","190440.0"
"47","23","1","24","23","25","4","27","24","10","11","8","8","23","12","24","23","25","4","27","24","10","11","8","8","23","1","24","23","25","4","27","24","34","8","8","8","46","1","20","46","22","4","27","20","6","8","8","8","23","12","24","23","25","4","27","24","34","8","8","8","23","1","24","23","25","4","27","24","6","90","8","8","46","12","20","46","22","4","27","20","6","8","8","8","1419000.0"
"48","0","1","2","0","3","187","5","2","10","8","8","8","0","12","2","0","3","187","5","2","10","8","8","8","0","1","9","0","3","187","5","9","10","57","8","8","0","12","9","0","3","187","5","9","10","57","8","8","0","1","9","0","3","187","5","9","6","192","8","8","0","12","9","0","3","187","5","9","6","192","8","8","46","1","54","46","22","187","5","54","6","8","8","8","3134520.0"
"49","23","1","35","23","25","28","27","35","10","8","8","8","46","1","67","46","22","28","27","67","10","8","8","8","23","12","35","23","25","28","27","35","10","8","8","8","46","12","67","46","22","28","27","67","10","8","8","8","23","1","35","23","25","28","27","35","6","102","8","8","23","12","35","23","25","28","27","35","6","102","8","8","63","1","98","63","64","28","27","98","6","8","11","8","1067580.0"
"50","63","1","35","63","64","90","27","35","10","8","8","8","63","12","35","63","64","90","27","35","10","8","8","8","63","1","35","63","64","90","27","35","10","8","8","8","63","12","35","63","64","90","27","35","10","8","8","8","63","1","35","63","64","90","27","35","10","8","8","8","63","12","35","63","64","90","27","35","10","8","8","8","63","1","35","63","64","90","27","35","6","90","8","8","1237620.0"
"52","23","1","35","23","25","222","27","35","6","43","8","8","23","12","35","23","25","222","27","35","6","43","8","8","23","1","24","23","25","222","27","24","10","8","8","8","23","12","24","23","25","222","27","24","10","8","8","8","23","1","24","23","25","222","27","24","34","8","8","8","23","12","24","23","25","222","27","24","34","8","8","8","23","1","24","23","25","222","27","24","10","8","8","8","632940.0"
"53","23","1","35","23","25","4","236","35","10","8","8","8","23","12","35","23","25","4","236","35","10","8","8","8","23","1","24","23","25","4","236","24","10","8","8","8","23","12","24","23","25","4","236","24","10","8","8","8","23","1","24","23","25","4","236","24","34","8","8","8","23","12","24","23","25","4","236","24","34","8","8","8","23","1","24","23","25","4","236","24","10","11","8","8","886020.0"
"54","0","1","40","0","3","36","27","40","10","8","8","8","0","12","40","0","3","36","27","40","10","8","8","8","0","1","2","0","3","36","27","2","10","8","8","8","0","12","2","0","3","36","27","2","10","8","8","8","0","1","9","0","3","36","27","9","10","8","8","8","0","12","9","0","3","36","27","9","10","8","8","8","0","1","9","0","3","36","27","9","6","30","8","8","258780.0"
"55","233","1","14","233","61","237","212","14","10","11","8","8","233","12","14","233","61","237","212","14","10","11","8","8","233","1","62","233","61","237","212","62","10","8","8","8","233","12","62","233","61","237","212","62","10","8","8","8","233","1","62","233","61","237","212","62","6","30","8","8","233","12","62","233","61","237","212","62","6","30","8","8","46","1","54","46","22","237","212","54","6","8","8","8","3262560.0"
"56","113","1","24","113","25","36","17","24","34","8","8","8","113","12","24","113","25","36","17","24","34","8","8","8","113","1","35","113","25","36","17","35","10","8","8","8","80","1","81","80","80","36","17","81","6","36","8","8","80","12","81","80","80","36","17","81","6","36","8","8","113","12","35","113","25","36","17","35","10","8","8","8","113","1","35","113","25","36","17","35","6","36","8","8","36660.0"
"58","86","1","85","86","87","74","38","85","10","8","8","8","86","12","85","86","87","74","38","85","10","8","8","8","86","1","85","86","87","74","38","85","10","8","8","8","86","12","85","86","87","74","38","85","10","8","8","8","86","1","89","86","87","74","38","89","6","4","8","8","86","12","89","86","87","74","38","89","6","4","8","8","86","1","85","86","87","74","38","85","6","26","8","8","697560.0"
"59","63","1","53","63","64","4","27","53","10","57","8","8","63","12","53","63","64","4","27","53","10","57","8","8","63","1","40","63","64","4","27","40","6","28","8","8","63","12","40","63","64","4","27","40","6","28","8","8","63","1","29","63","64","4","27","29","6","11","8","8","63","12","29","63","64","4","27","29","6","11","8","8","46","1","20","46","22","4","27","20","6","28","8","8","187980.0"
"6","23","1","35","23","25","238","212","35","10","11","8","8","23","1","35","23","25","238","212","35","10","8","8","8","23","12","35","23","25","238","212","35","10","11","8","8","23","12","35","23","25","238","212","35","10","8","8","8","23","1","24","23","25","238","212","24","10","8","8","8","23","12","24","23","25","238","212","24","10","8","8","8","23","1","24","23","25","238","212","24","10","11","8","8","1674900.0"
"60","113","1","24","113","25","51","239","24","10","8","8","8","113","12","24","113","25","51","239","24","10","8","8","8","148","1","48","148","149","51","239","48","6","51","8","8","148","12","48","148","149","51","239","48","6","51","8","8","113","1","35","113","25","51","239","35","10","8","8","8","113","12","35","113","25","51","239","35","10","8","8","8","21","1","54","21","22","51","239","54","10","8","8","8","237600.0"
"61","13","1","19","13","15","91","164","19","10","11","8","8","13","1","19","13","15","91","164","19","34","8","8","8","13","12","19","13","15","91","164","19","34","8","8","8","13","12","19","13","15","91","164","19","10","11","8","8","13","1","19","13","15","91","164","19","6","66","8","8","13","12","19","13","15","91","164","19","6","66","8","8","13","1","9","13","15","91","164","9","6","31","8","8","3605760.0"
"62","23","1","24","23","25","90","27","24","10","8","8","8","23","12","24","23","25","90","27","24","10","8","8","8","23","1","24","23","25","90","27","24","34","8","8","8","23","12","24","23","25","90","27","24","34","8","8","8","23","1","24","23","25","90","27","24","10","11","8","8","23","12","24","23","25","90","27","24","10","11","8","8","23","1","24","23","25","90","27","24","34","8","8","8","2412180.0"
"63","0","1","29","0","3","240","5","29","10","8","8","8","0","12","29","0","3","240","5","29","10","8","8","8","0","1","29","0","3","240","5","29","10","8","8","8","0","12","29","0","3","240","5","29","10","8","8","8","0","1","40","0","3","240","5","40","6","90","8","8","46","1","67","46","22","240","5","67","10","8","8","8","46","12","67","46","22","240","5","67","10","8","8","8","4138800.0"
"64","39","1","40","39","41","241","5","40","10","57","8","8","39","12","40","39","41","241","5","40","10","57","8","8","39","1","9","39","41","241","5","9","6","242","8","8","39","12","9","39","41","241","5","9","6","242","8","8","39","1","29","39","41","241","5","29","6","187","8","8","39","12","29","39","41","241","5","29","6","187","8","8","39","1","9","39","41","241","5","9","6","37","8","8","164820.0"
"65","13","1","19","13","15","65","212","19","6","95","8","8","13","12","19","13","15","65","212","19","6","95","8","8","46","1","20","46","22","65","212","20","6","8","8","8","46","12","20","46","22","65","212","20","6","8","8","8","13","1","62","13","15","65","212","62","6","76","8","8","13","12","62","13","15","65","212","62","6","76","8","8","13","1","19","13","15","65","212","19","6","118","8","8","69420.0"
"66","113","1","24","113","25","4","115","24","10","11","8","8","113","12","24","113","25","4","115","24","10","11","8","8","113","1","24","113","25","4","115","24","6","90","8","8","113","12","24","113","25","4","115","24","6","90","8","8","21","1","20","21","22","4","115","20","6","4","8","8","21","12","20","21","22","4","115","20","6","4","8","8","129","1","48","129","130","4","115","48","6","4","8","8","1724520.0"
"67","39","1","40","39","41","142","5","40","10","11","8","8","39","1","40","39","41","142","5","40","6","79","8","8","39","12","40","39","41","142","5","40","10","11","8","8","39","12","40","39","41","142","5","40","6","79","8","8","39","1","9","39","41","142","5","9","6","101","8","8","0","1","9","0","3","142","5","9","10","8","8","8","0","12","9","0","3","142","5","9","10","8","8","8","4611900.0"
"68","244","1","243","244","245","102","17","243","6","102","8","8","244","12","243","244","245","102","17","243","6","102","8","8","113","1","246","113","25","102","17","246","6","8","8","8","113","12","246","113","25","102","17","246","6","8","8","8","127","1","54","127","22","102","17","54","6","8","8","8","127","12","54","127","22","102","17","54","6","8","8","8","80","1","81","80","80","102","17","81","6","102","8","8","52200.0"
"7","0","1","2","0","3","7","212","2","10","8","8","8","0","12","2","0","3","7","212","2","10","8","8","8","247","1","9","247","3","7","212","9","10","8","8","8","247","12","9","247","3","7","212","9","10","8","8","8","0","1","2","0","3","7","212","2","10","11","8","8","0","12","2","0","3","7","212","2","10","11","8","8","0","1","40","0","3","7","212","40","6","95","8","8","286980.0"
"70","13","1","19","13","15","42","248","19","10","8","8","8","13","1","19","13","15","42","248","19","34","8","8","8","13","12","19","13","15","42","248","19","34","8","8","8","13","12","19","13","15","42","248","19","10","8","8","8","13","1","19","13","15","42","248","19","10","11","8","8","13","12","19","13","15","42","248","19","10","11","8","8","13","1","19","13","15","42","248","19","10","8","8","8","3175740.0"
"71","60","1","62","60","61","50","17","62","10","11","8","8","60","12","62","60","61","50","17","62","10","11","8","8","60","1","62","60","61","50","17","62","6","30","8","8","60","12","62","60","61","50","17","62","6","30","8","8","80","1","81","80","80","50","17","81","6","79","8","8","80","12","81","80","80","50","17","81","6","79","8","8","21","1","20","21","22","50","17","20","6","79","8","8","22980.0"
"72","23","1","24","23","25","79","17","24","10","8","8","8","23","12","24","23","25","79","17","24","10","8","8","8","23","1","24","23","25","79","17","24","6","79","8","8","23","12","24","23","25","79","17","24","6","79","8","8","46","1","20","46","22","79","17","20","6","79","8","8","46","12","20","46","22","79","17","20","6","79","8","8","129","1","112","129","130","79","17","112","6","8","8","8","218340.0"
"73","0","1","9","0","3","55","207","9","10","8","8","8","0","12","9","0","3","55","207","9","10","8","8","8","0","1","40","0","3","55","207","40","10","8","8","8","0","12","40","0","3","55","207","40","10","8","8","8","0","1","2","0","3","55","207","2","10","8","8","8","0","12","2","0","3","55","207","2","10","8","8","8","0","1","29","0","3","55","207","29","10","8","8","8","914700.0"
"75","23","1","35","23","25","4","27","35","10","8","8","8","23","12","35","23","25","4","27","35","10","8","8","8","23","1","35","23","25","4","27","35","10","8","8","8","23","12","35","23","25","4","27","35","10","8","8","8","23","1","24","23","25","4","27","24","6","4","8","8","23","12","24","23","25","4","27","24","6","4","8","8","23","1","24","23","25","4","27","24","10","8","8","8","1603200.0"
"77","13","1","62","13","15","91","172","62","10","8","8","8","13","12","62","13","15","91","172","62","10","8","8","8","13","1","62","13","15","91","172","62","10","8","8","8","13","12","62","13","15","91","172","62","10","8","8","8","13","1","19","13","15","91","172","19","10","8","8","8","13","12","19","13","15","91","172","19","10","8","8","8","13","1","19","13","15","91","172","19","10","8","8","8","1700280.0"
"78","39","1","40","39","41","249","5","40","10","57","8","8","39","12","40","39","41","249","5","40","10","57","8","8","39","1","40","39","41","249","5","40","6","79","8","8","39","12","40","39","41","249","5","40","6","79","8","8","39","1","9","39","41","249","5","9","6","215","8","8","39","12","9","39","41","249","5","9","6","215","8","8","39","1","29","39","41","249","5","29","6","250","8","8","2526600.0"
"79","46","1","54","46","22","251","212","54","6","251","8","8","46","12","54","46","22","251","212","54","6","251","8","8","47","1","145","47","49","251","212","145","6","251","8","8","47","12","145","47","49","251","212","145","6","251","8","8","148","1","112","148","149","251","212","112","6","8","8","8","148","12","112","148","149","251","212","112","6","8","8","8","148","1","48","148","149","251","212","48","6","251","8","8","308580.0"
"80","39","1","29","39","41","26","5","29","10","11","8","8","39","12","29","39","41","26","5","29","10","11","8","8","39","1","29","39","41","26","5","29","6","18","8","8","39","12","29","39","41","26","5","29","6","18","8","8","46","1","54","46","22","26","5","54","6","18","11","8","46","12","54","46","22","26","5","54","6","18","11","8","47","1","48","47","49","26","5","48","6","18","8","8","2020200.0"
"82","39","1","40","39","41","42","5","40","10","11","8","8","39","12","40","39","41","42","5","40","10","11","8","8","39","1","40","39","41","42","5","40","6","8","8","8","39","12","40","39","41","42","5","40","6","8","8","8","39","1","29","39","41","42","5","29","10","11","8","8","39","12","29","39","41","42","5","29","10","11","8","8","39","1","29","39","41","42","5","29","6","118","8","8","1581240.0"
"83","39","1","40","39","41","182","32","40","10","8","8","8","39","12","40","39","41","182","32","40","10","8","8","8","39","1","40","39","41","182","32","40","10","11","8","8","39","12","40","39","41","182","32","40","10","11","8","8","39","1","2","39","41","182","32","2","10","11","8","8","39","12","2","39","41","182","32","2","10","11","8","8","39","1","29","39","41","182","32","29","6","187","8","8","403020.0"
"84","23","1","24","23","25","51","117","24","10","11","8","8","23","12","24","23","25","51","117","24","10","11","8","8","23","1","24","23","25","51","117","24","6","79","8","8","23","12","24","23","25","51","117","24","6","79","8","8","23","1","24","23","25","51","117","24","6","8","8","8","23","12","24","23","25","51","117","24","6","8","8","8","23","1","24","23","25","51","117","24","6","57","8","8","1042860.0"
"85","63","1","53","63","64","88","27","53","10","57","8","8","63","12","53","63","64","88","27","53","10","57","8","8","63","1","53","63","64","88","27","53","6","96","8","8","63","12","53","63","64","88","27","53","6","96","8","8","63","1","29","63","64","88","27","29","6","96","8","8","63","1","98","63","64","88","27","98","6","8","95","8","63","1","35","63","64","88","27","35","6","4","8","8","27000.0"
"86","63","1","53","63","64","237","27","53","10","8","8","8","63","12","53","63","64","237","27","53","10","8","8","8","63","1","77","63","64","237","27","77","10","96","8","8","63","12","77","63","64","237","27","77","10","96","8","8","63","1","29","63","64","237","27","29","6","96","8","8","63","12","29","63","64","237","27","29","6","96","8","8","63","1","53","63","64","237","27","53","6","180","8","8","146280.0"
"87","0","1","2","0","3","252","253","2","10","8","8","8","0","12","2","0","3","252","253","2","10","8","8","8","0","1","9","0","3","252","253","9","10","11","8","8","0","12","9","0","3","252","253","9","10","11","8","8","0","1","9","0","3","252","253","9","6","43","8","8","46","1","20","46","22","252","253","20","6","8","11","8","0","12","9","0","3","252","253","9","6","43","8","8","3134520.0"
"89","75","1","9","75","41","158","254","9","10","8","8","8","75","12","9","75","41","158","254","9","10","8","8","8","39","1","2","39","41","158","254","2","10","8","8","8","39","12","2","39","41","158","254","2","10","8","8","8","39","1","29","39","41","158","254","29","10","4","8","8","39","12","29","39","41","158","254","29","10","4","8","8","39","1","29","39","41","158","254","29","6","255","8","8","301020.0"
"9","93","1","62","93","15","76","17","62","10","8","8","8","93","12","62","93","15","76","17","62","10","8","8","8","93","1","19","93","15","76","17","19","10","11","8","8","93","12","19","93","15","76","17","19","10","11","8","8","93","1","19","93","15","76","17","19","6","44","8","8","93","12","19","93","15","76","17","19","6","44","8","8","21","1","20","21","22","76","17","20","6","76","8","8","1705020.0"
"90","63","1","53","63","64","158","254","53","10","8","8","8","63","12","53","63","64","158","254","53","10","8","8","8","63","1","2","63","64","158","254","2","10","66","8","8","63","12","2","63","64","158","254","2","10","66","8","8","63","1","29","63","64","158","254","29","6","55","8","8","63","12","29","63","64","158","254","29","6","55","8","8","63","1","9","63","64","158","254","9","6","76","8","8","410400.0"
"91","39","1","40","39","41","159","256","40","10","8","8","8","39","12","40","39","41","159","256","40","10","8","8","8","39","1","2","39","41","159","256","2","10","66","8","8","39","12","2","39","41","159","256","2","10","66","8","8","39","1","2","39","41","159","256","2","6","8","8","8","39","1","29","39","41","159","256","29","6","181","8","8","39","12","2","39","41","159","256","2","6","8","8","8","524040.0"
"92","63","1","53","63","64","96","27","53","10","8","8","8","63","12","53","63","64","96","27","53","10","8","8","8","63","1","53","63","64","96","27","53","10","11","8","8","63","12","53","63","64","96","27","53","10","11","8","8","63","1","53","63","64","96","27","53","6","66","8","8","63","12","53","63","64","96","27","53","6","66","8","8","46","1","20","46","22","96","27","20","6","8","11","8","1876380.0"
"93","113","1","35","113","25","79","162","35","10","8","8","8","113","1","35","113","25","79","162","35","6","102","8","8","113","12","35","113","25","79","162","35","10","8","8","8","113","12","35","113","25","79","162","35","6","102","8","8","113","1","24","113","25","79","162","24","6","102","8","8","113","12","24","113","25","79","162","24","6","102","8","8","113","1","24","113","25","79","162","24","10","11","8","8","3758520.0"
"95","0","1","29","0","3","257","160","29","10","8","8","8","0","12","29","0","3","257","160","29","10","8","8","8","0","1","9","0","3","257","160","9","10","57","8","8","0","12","9","0","3","257","160","9","10","57","8","8","46","1","20","46","22","257","160","20","6","8","8","8","0","1","2","0","3","257","160","2","10","90","8","8","46","12","20","46","22","257","160","20","6","8","8","8","2652180.0"
"96","46","1","54","46","22","158","27","54","6","8","8","8","46","12","54","46","22","158","27","54","6","8","8","8","46","1","54","46","22","158","27","54","6","158","8","8","46","12","54","46","22","158","27","54","6","158","8","8","148","1","112","148","149","158","27","112","6","8","8","8","148","12","112","148","149","158","27","112","6","8","8","8","148","1","112","148","149","158","27","112","6","55","8","8","84960.0"
"97","46","1","54","46","22","59","27","54","6","59","8","8","46","12","54","46","22","59","27","54","6","59","8","8","47","1","153","47","49","59","27","153","6","258","8","8","47","12","153","47","49","59","27","153","6","258","8","8","47","1","112","47","49","59","27","112","6","108","8","8","47","12","112","47","49","59","27","112","6","108","8","8","148","1","112","148","149","59","27","112","6","8","8","8","895200.0"
"98","46","1","54","46","22","259","27","54","6","261","8","8","46","12","54","46","22","259","27","54","6","261","8","8","47","1","77","47","49","259","27","77","6","224","8","8","47","12","77","47","49","259","27","77","6","224","8","8","47","1","112","47","49","259","27","112","6","185","8","8","47","12","112","47","49","259","27","112","6","185","8","8","47","1","77","47","49","259","27","77","6","260","8","8","1800.0"
"99","46","1","20","46","22","262","141","20","6","8","8","8","46","12","20","46","22","262","141","20","6","8","8","8","46","1","20","46","22","262","141","20","6","8","8","8","46","12","20","46","22","262","141","20","6","8","8","8","46","1","20","46","22","262","141","20","6","261","8","8","46","12","20","46","22","262","141","20","6","261","8","8","148","1","112","148","149","262","141","112","6","8","8","8","349200.0"
