"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","concept:name_10","lifecycle:transition_10","org:resource_10","Activity_10","Resource_10","Work_Order_Qty_10","Part_Desc__10","Worker_ID_10","Report_Type_10","Qty_Completed_10","Qty_Rejected_10","Qty_for_MRB_10","concept:name_11","lifecycle:transition_11","org:resource_11","Activity_11","Resource_11","Work_Order_Qty_11","Part_Desc__11","Worker_ID_11","Report_Type_11","Qty_Completed_11","Qty_Rejected_11","Qty_for_MRB_11","concept:name_12","lifecycle:transition_12","org:resource_12","Activity_12","Resource_12","Work_Order_Qty_12","Part_Desc__12","Worker_ID_12","Report_Type_12","Qty_Completed_12","Qty_Rejected_12","Qty_for_MRB_12","remainingTime"
"234","27","11","47","27","19","121","200","47","6","8","8","8","27","1","47","27","19","121","200","47","6","8","8","8","27","11","47","27","19","121","200","47","6","123","14","8","27","1","47","27","19","121","200","47","6","123","14","8","201","11","128","201","202","121","200","128","6","8","8","8","201","1","128","201","202","121","200","128","6","8","8","8","201","11","203","201","202","121","200","203","6","8","8","8","201","1","203","201","202","121","200","203","6","8","8","8","201","11","128","201","202","121","200","128","6","8","8","8","201","1","128","201","202","121","200","128","6","8","8","8","27","11","47","27","19","121","200","47","6","8","8","8","27","11","47","27","19","121","200","47","6","8","8","8","4417560.0"
"235","18","11","17","18","19","57","204","17","13","8","8","8","18","1","17","18","19","57","204","17","13","8","8","8","18","11","17","18","19","57","204","17","13","8","8","8","72","11","28","72","73","57","204","28","13","8","8","8","18","1","17","18","19","57","204","17","13","8","8","8","72","1","28","72","73","57","204","28","13","8","8","8","72","11","28","72","73","57","204","28","13","8","8","8","72","1","28","72","73","57","204","28","13","8","8","8","72","11","28","72","73","57","204","28","13","8","8","8","72","1","28","72","73","57","204","28","13","8","8","8","72","11","28","72","73","57","204","28","13","14","8","8","72","1","28","72","73","57","204","28","13","14","8","8","2497200.0"
"236","90","11","91","90","92","86","24","91","13","8","8","8","90","1","91","90","92","86","24","91","13","8","8","8","90","11","91","90","92","86","24","91","6","8","8","8","90","1","91","90","92","86","24","91","6","8","8","8","18","11","26","18","19","86","24","26","6","8","8","8","90","11","96","90","92","86","24","96","6","8","8","8","18","1","26","18","19","86","24","26","6","8","8","8","90","1","96","90","92","86","24","96","6","8","8","8","90","11","91","90","92","86","24","91","6","71","8","8","90","1","91","90","92","86","24","91","6","71","8","8","90","11","91","90","92","86","24","91","6","25","8","8","90","1","91","90","92","86","24","91","6","25","8","8","115320.0"
"237","18","11","26","18","19","205","206","26","6","207","8","8","18","1","26","18","19","205","206","26","6","207","8","8","10","11","15","10","12","205","206","15","6","70","8","8","10","1","15","10","12","205","206","15","6","70","8","8","18","11","26","18","19","205","206","26","6","208","8","8","18","1","26","18","19","205","206","26","6","208","8","8","18","11","26","18","19","205","206","26","6","8","43","8","18","1","26","18","19","205","206","26","6","8","43","8","0","11","2","0","3","205","206","2","6","4","8","8","0","11","61","0","3","205","206","61","6","81","8","8","0","1","2","0","3","205","206","2","6","4","8","8","0","1","61","0","3","205","206","61","6","81","8","8","4840080.0"
"238","10","11","30","10","12","209","67","30","13","8","8","8","10","1","30","10","12","209","67","30","13","8","8","8","10","11","38","10","12","209","67","38","13","8","8","8","10","1","38","10","12","209","67","38","13","8","8","8","10","11","38","10","12","209","67","38","6","4","8","8","10","1","38","10","12","209","67","38","6","4","8","8","10","11","30","10","12","209","67","30","6","48","8","8","10","1","30","10","12","209","67","30","6","48","8","8","10","11","15","10","12","209","67","15","13","14","8","8","10","11","15","10","12","209","67","15","6","8","8","8","10","1","15","10","12","209","67","15","6","8","8","8","18","11","26","18","19","209","67","26","6","195","8","8","3863760.0"
"239","76","11","30","76","77","71","33","30","13","14","8","8","76","1","30","76","77","71","33","30","13","14","8","8","76","11","56","76","77","71","33","56","13","14","8","8","76","11","38","76","77","71","33","38","13","68","8","8","76","1","56","76","77","71","33","56","13","14","8","8","18","11","26","18","19","71","33","26","6","8","8","8","18","1","26","18","19","71","33","26","6","8","8","8","76","1","38","76","77","71","33","38","13","68","8","8","76","11","30","76","77","71","33","30","6","88","8","8","76","1","30","76","77","71","33","30","6","88","8","8","18","11","26","18","19","71","33","26","6","71","8","8","18","1","26","18","19","71","33","26","6","71","8","8","1078020.0"
"24","53","11","9","53","54","57","108","9","13","14","8","8","53","1","9","53","54","57","108","9","13","14","8","8","53","11","9","53","54","57","108","9","6","88","8","8","53","1","9","53","54","57","108","9","6","88","8","8","18","11","58","18","19","57","108","58","6","88","14","8","18","1","58","18","19","57","108","58","6","88","14","8","0","11","61","0","3","57","108","61","6","88","8","8","0","1","61","0","3","57","108","61","6","88","8","8","210","11","211","210","212","57","108","211","6","88","8","8","105","11","96","105","106","57","108","96","6","88","8","8","105","1","96","105","106","57","108","96","6","88","8","8","210","1","211","210","212","57","108","211","6","88","8","8","3128400.0"
"240","76","11","30","76","77","213","214","30","13","8","8","8","76","1","30","76","77","213","214","30","13","8","8","8","76","11","38","76","77","213","214","38","13","14","8","8","76","1","38","76","77","213","214","38","13","14","8","8","76","11","56","76","77","213","214","56","6","71","8","8","76","1","56","76","77","213","214","56","6","71","8","8","76","11","30","76","77","213","214","30","6","48","8","8","76","1","30","76","77","213","214","30","6","48","8","8","76","11","38","76","77","213","214","38","6","100","8","8","76","1","38","76","77","213","214","38","6","100","8","8","76","11","56","76","77","213","214","56","6","71","8","8","76","1","56","76","77","213","214","56","6","71","8","8","1055700.0"
"241","76","11","56","76","77","71","33","56","13","8","8","8","76","1","56","76","77","71","33","56","13","8","8","8","76","11","56","76","77","71","33","56","13","8","8","8","76","1","56","76","77","71","33","56","13","8","8","8","76","11","15","76","77","71","33","15","13","14","8","8","76","1","15","76","77","71","33","15","13","14","8","8","18","11","47","18","19","71","33","47","6","8","14","8","76","11","30","76","77","71","33","30","13","14","8","8","18","1","47","18","19","71","33","47","6","8","14","8","76","1","30","76","77","71","33","30","13","14","8","8","76","11","30","76","77","71","33","30","6","50","8","8","76","1","30","76","77","71","33","30","6","50","8","8","291480.0"
"242","76","11","30","76","77","100","24","30","13","68","8","8","76","1","30","76","77","100","24","30","13","68","8","8","76","11","30","76","77","100","24","30","6","43","8","8","76","1","30","76","77","100","24","30","6","43","8","8","76","11","15","76","77","100","24","15","6","25","8","8","76","1","15","76","77","100","24","15","6","25","8","8","76","11","38","76","77","100","24","38","6","29","8","8","76","1","38","76","77","100","24","38","6","29","8","8","76","11","30","76","77","100","24","30","6","14","8","8","76","1","30","76","77","100","24","30","6","14","8","8","18","11","47","18","19","100","24","47","6","95","14","8","18","1","47","18","19","100","24","47","6","95","14","8","604860.0"
"243","76","11","30","76","77","4","24","30","13","8","8","8","76","1","30","76","77","4","24","30","13","8","8","8","76","11","38","76","77","4","24","38","13","14","8","8","18","11","47","18","19","4","24","47","6","8","8","8","76","1","38","76","77","4","24","38","13","14","8","8","76","11","38","76","77","4","24","38","6","7","8","8","18","1","47","18","19","4","24","47","6","8","8","8","76","1","38","76","77","4","24","38","6","7","8","8","18","11","26","18","19","4","24","26","6","7","14","8","18","1","26","18","19","4","24","26","6","7","14","8","0","11","2","0","3","4","24","2","6","7","8","8","0","1","2","0","3","4","24","2","6","7","8","8","410700.0"
"244","105","11","91","105","106","107","5","91","6","68","8","8","105","1","91","105","106","107","5","91","6","68","8","8","105","11","91","105","106","107","5","91","6","43","8","8","105","1","91","105","106","107","5","91","6","43","8","8","198","11","91","198","150","107","5","91","13","8","8","8","198","1","91","198","150","107","5","91","13","8","8","8","198","11","91","198","150","107","5","91","6","8","8","8","198","1","91","198","150","107","5","91","6","8","8","8","198","11","91","198","150","107","5","91","6","14","8","8","59","11","47","59","19","107","5","47","6","8","8","8","198","1","91","198","150","107","5","91","6","14","8","8","198","11","91","198","150","107","5","91","45","8","8","8","308400.0"
"245","20","11","21","20","22","107","5","21","13","8","8","8","20","11","21","20","22","107","5","21","45","8","8","8","20","1","21","20","22","107","5","21","45","8","8","8","18","11","17","18","19","107","5","17","13","8","8","8","18","1","17","18","19","107","5","17","13","8","8","8","20","1","21","20","22","107","5","21","13","8","8","8","20","11","21","20","22","107","5","21","13","14","8","8","20","1","21","20","22","107","5","21","13","14","8","8","20","11","21","20","22","107","5","21","6","25","8","8","20","1","21","20","22","107","5","21","6","25","8","8","20","11","75","20","22","107","5","75","13","14","8","8","20","1","75","20","22","107","5","75","13","14","8","8","2410200.0"
"246","20","11","75","20","22","163","215","75","6","4","8","8","20","1","75","20","22","163","215","75","6","4","8","8","20","11","21","20","22","163","215","21","6","37","8","8","20","1","21","20","22","163","215","21","6","37","8","8","20","11","75","20","22","163","215","75","6","50","8","8","20","1","75","20","22","163","215","75","6","50","8","8","18","11","47","18","19","163","215","47","6","70","68","8","18","1","47","18","19","163","215","47","6","70","68","8","0","11","61","0","3","163","215","61","6","70","8","8","0","1","61","0","3","163","215","61","6","70","8","8","62","11","2","62","63","163","215","2","6","64","8","8","62","1","2","62","63","163","215","2","6","64","8","8","371160.0"
"248","20","11","21","20","22","46","42","21","13","14","8","8","20","1","21","20","22","46","42","21","13","14","8","8","20","11","21","20","22","46","42","21","6","37","8","8","20","1","21","20","22","46","42","21","6","37","8","8","20","11","75","20","22","46","42","75","6","71","8","8","20","1","75","20","22","46","42","75","6","71","8","8","105","11","61","105","106","46","42","61","6","8","8","8","105","1","61","105","106","46","42","61","6","8","8","8","18","11","58","18","19","46","42","58","6","46","8","8","18","1","58","18","19","46","42","58","6","46","8","8","0","11","2","0","3","46","42","2","6","46","8","8","0","1","2","0","3","46","42","2","6","46","8","8","669060.0"
"249","35","11","40","35","36","216","33","40","13","14","8","8","35","1","40","35","36","216","33","40","13","14","8","8","35","11","40","35","36","216","33","40","13","8","8","8","35","1","40","35","36","216","33","40","13","8","8","8","18","11","47","18","19","216","33","47","6","8","8","8","18","1","47","18","19","216","33","47","6","8","8","8","35","11","40","35","36","216","33","40","6","32","8","8","35","1","40","35","36","216","33","40","6","32","8","8","35","11","40","35","36","216","33","40","6","217","8","8","35","1","40","35","36","216","33","40","6","217","8","8","35","11","9","35","36","216","33","9","6","102","8","8","35","1","9","35","36","216","33","9","6","102","8","8","551400.0"
"25","53","11","56","53","54","57","108","56","13","25","8","8","53","1","56","53","54","57","108","56","13","25","8","8","53","11","56","53","54","57","108","56","6","7","8","8","53","1","56","53","54","57","108","56","6","7","8","8","53","11","56","53","54","57","108","56","13","8","8","8","53","1","56","53","54","57","108","56","13","8","8","8","53","11","38","53","54","57","108","38","13","14","8","8","53","1","38","53","54","57","108","38","13","14","8","8","53","11","38","53","54","57","108","38","6","37","8","8","53","1","38","53","54","57","108","38","6","37","8","8","53","11","56","53","54","57","108","56","6","107","8","8","53","1","56","53","54","57","108","56","6","107","8","8","3024600.0"
"250","218","11","219","218","220","111","221","219","13","8","8","8","218","1","219","218","220","111","221","219","13","8","8","8","218","11","219","218","220","111","221","219","13","8","8","8","218","1","219","218","220","111","221","219","13","8","8","8","59","11","17","59","19","111","221","17","6","8","8","8","218","11","219","218","220","111","221","219","6","16","8","8","59","1","17","59","19","111","221","17","6","8","8","8","218","1","219","218","220","111","221","219","6","16","8","8","218","11","219","218","220","111","221","219","6","37","8","8","218","1","219","218","220","111","221","219","6","37","8","8","218","11","219","218","220","111","221","219","6","29","8","8","218","1","219","218","220","111","221","219","6","29","8","8","284460.0"
"251","53","11","56","53","54","107","5","56","13","8","8","8","53","1","56","53","54","107","5","56","13","8","8","8","53","11","9","53","54","107","5","9","13","14","8","8","53","1","9","53","54","107","5","9","13","14","8","8","53","11","9","53","54","107","5","9","6","25","8","8","53","1","9","53","54","107","5","9","6","25","8","8","18","11","17","18","19","107","5","17","6","107","8","8","18","1","17","18","19","107","5","17","6","107","8","8","0","11","2","0","3","107","5","2","6","107","8","8","0","1","2","0","3","107","5","2","6","107","8","8","18","11","17","18","19","107","5","17","6","8","8","8","18","1","17","18","19","107","5","17","6","8","8","8","3792300.0"
"252","76","11","30","76","77","88","33","30","13","68","8","8","76","1","30","76","77","88","33","30","13","68","8","8","76","11","30","76","77","88","33","30","13","8","8","8","76","11","26","76","77","88","33","26","6","8","8","8","76","1","30","76","77","88","33","30","13","8","8","8","76","1","26","76","77","88","33","26","6","8","8","8","18","11","26","18","19","88","33","26","6","8","8","8","18","1","26","18","19","88","33","26","6","8","8","8","76","11","30","76","77","88","33","30","6","4","8","8","76","1","30","76","77","88","33","30","6","4","8","8","18","11","26","18","19","88","33","26","6","88","8","8","18","1","26","18","19","88","33","26","6","88","8","8","294000.0"
"253","20","11","75","20","22","71","222","75","13","14","8","8","20","1","75","20","22","71","222","75","13","14","8","8","20","11","75","20","22","71","222","75","6","68","8","8","20","1","75","20","22","71","222","75","6","68","8","8","18","11","26","18","19","71","222","26","6","8","8","8","20","11","21","20","22","71","222","21","6","57","8","8","18","1","26","18","19","71","222","26","6","8","8","8","18","11","26","18","19","71","222","26","6","64","14","8","20","1","21","20","22","71","222","21","6","57","8","8","18","1","26","18","19","71","222","26","6","64","14","8","0","11","2","0","3","71","222","2","6","64","8","8","0","1","2","0","3","71","222","2","6","64","8","8","482760.0"
"254","0","11","2","0","3","223","24","2","6","223","8","8","0","1","2","0","3","223","24","2","6","223","8","8","62","11","2","62","63","223","24","2","6","74","8","8","62","1","2","62","63","223","24","2","6","74","8","8","62","11","2","62","63","223","24","2","6","66","8","8","62","1","2","62","63","223","24","2","6","66","8","8","62","11","61","62","63","223","24","61","6","224","8","8","62","1","61","62","63","223","24","61","6","224","8","8","59","11","26","59","19","223","24","26","6","8","8","8","59","1","26","59","19","223","24","26","6","8","8","8","98","11","97","98","98","223","24","97","6","223","8","8","98","1","97","98","98","223","24","97","6","223","8","8","33900.0"
"256","120","11","40","120","136","74","225","40","6","86","8","8","120","1","40","120","136","74","225","40","6","86","8","8","120","11","9","120","136","74","225","9","6","226","8","8","120","1","9","120","136","74","225","9","6","226","8","8","120","11","30","120","136","74","225","30","6","118","8","8","120","1","30","120","136","74","225","30","6","118","8","8","27","11","47","27","19","74","225","47","6","74","8","8","27","1","47","27","19","74","225","47","6","74","8","8","120","11","40","120","36","74","225","40","13","8","8","8","120","1","40","120","36","74","225","40","13","8","8","8","120","11","34","120","36","74","225","34","13","14","8","8","120","1","34","120","36","74","225","34","13","14","8","8","2991120.0"
"257","53","11","30","53","54","139","5","30","13","8","8","8","53","1","30","53","54","139","5","30","13","8","8","8","53","11","9","53","54","139","5","9","13","14","8","8","53","1","9","53","54","139","5","9","13","14","8","8","53","11","56","53","54","139","5","56","6","4","8","8","53","1","56","53","54","139","5","56","6","4","8","8","53","11","51","53","54","139","5","51","6","86","8","8","53","1","51","53","54","139","5","51","6","86","8","8","53","11","38","53","54","139","5","38","6","224","8","8","53","1","38","53","54","139","5","38","6","224","8","8","53","11","56","53","54","139","5","56","6","32","8","8","53","1","56","53","54","139","5","56","6","32","8","8","6730380.0"
"258","76","11","30","76","77","66","33","30","13","14","8","8","76","1","30","76","77","66","33","30","13","14","8","8","76","11","30","76","77","66","33","30","6","14","8","8","76","1","30","76","77","66","33","30","6","14","8","8","76","11","38","76","77","66","33","38","6","43","8","8","76","1","38","76","77","66","33","38","6","43","8","8","76","11","38","76","77","66","33","38","13","8","8","8","76","1","38","76","77","66","33","38","13","8","8","8","76","11","38","76","77","66","33","38","13","68","8","8","76","1","38","76","77","66","33","38","13","68","8","8","76","11","38","76","77","66","33","38","6","107","8","8","76","1","38","76","77","66","33","38","6","107","8","8","1501260.0"
"259","72","11","75","72","73","227","138","75","13","8","8","8","72","1","75","72","73","227","138","75","13","8","8","8","72","11","75","72","73","227","138","75","6","68","8","8","72","1","75","72","73","227","138","75","6","68","8","8","72","11","28","72","73","227","138","28","6","32","8","8","72","1","28","72","73","227","138","28","6","32","8","8","72","11","30","72","73","227","138","30","6","29","8","8","72","1","30","72","73","227","138","30","6","29","8","8","72","11","75","72","73","227","138","75","6","25","8","8","72","1","75","72","73","227","138","75","6","25","8","8","72","11","28","72","73","227","138","28","13","14","8","8","72","1","28","72","73","227","138","28","13","14","8","8","6066720.0"
"26","10","11","15","10","12","57","108","15","13","8","8","8","10","1","15","10","12","57","108","15","13","8","8","8","10","11","30","10","12","57","108","30","13","14","8","8","10","1","30","10","12","57","108","30","13","14","8","8","10","11","30","10","12","57","108","30","45","8","8","8","10","1","30","10","12","57","108","30","45","8","8","8","10","11","9","10","12","57","108","9","13","8","8","8","10","1","9","10","12","57","108","9","13","8","8","8","10","11","9","10","12","57","108","9","6","88","8","8","10","1","9","10","12","57","108","9","6","88","8","8","18","11","58","18","19","57","108","58","6","88","14","8","18","1","58","18","19","57","108","58","6","88","14","8","3509520.0"
"260","76","11","38","76","77","228","33","38","13","8","8","8","76","1","38","76","77","228","33","38","13","8","8","8","76","11","38","76","77","228","33","38","13","14","8","8","76","1","38","76","77","228","33","38","13","14","8","8","76","11","38","76","77","228","33","38","6","43","8","8","76","1","38","76","77","228","33","38","6","43","8","8","76","11","30","76","77","228","33","30","6","102","8","8","76","1","30","76","77","228","33","30","6","102","8","8","76","11","38","76","77","228","33","38","6","89","8","8","76","1","38","76","77","228","33","38","6","89","8","8","76","11","75","76","77","228","33","75","6","60","8","8","76","1","75","76","77","228","33","75","6","60","8","8","4517220.0"
"261","35","11","40","35","36","121","214","40","13","8","8","8","35","1","40","35","36","121","214","40","13","8","8","8","35","11","40","35","36","121","214","40","6","79","8","8","35","1","40","35","36","121","214","40","6","79","8","8","18","11","26","18","19","121","214","26","6","8","8","8","18","1","26","18","19","121","214","26","6","8","8","8","35","11","34","35","36","121","214","34","6","79","8","8","35","1","34","35","36","121","214","34","6","79","8","8","18","11","26","18","19","121","214","26","6","121","8","8","18","1","26","18","19","121","214","26","6","121","8","8","62","11","61","62","63","121","214","61","6","8","8","8","62","1","61","62","63","121","214","61","6","8","8","8","543360.0"
"262","76","11","15","76","77","163","24","15","13","68","8","8","76","1","15","76","77","163","24","15","13","68","8","8","76","11","38","76","77","163","24","38","13","8","8","8","76","1","38","76","77","163","24","38","13","8","8","8","76","11","38","76","77","163","24","38","6","84","8","8","76","1","38","76","77","163","24","38","6","84","8","8","18","11","26","18","19","163","24","26","6","8","8","8","18","1","26","18","19","163","24","26","6","8","8","8","18","11","26","18","19","163","24","26","6","52","43","8","18","1","26","18","19","163","24","26","6","52","43","8","0","11","2","0","3","163","24","2","6","52","8","8","0","1","2","0","3","163","24","2","6","52","8","8","183960.0"
"263","35","11","34","35","36","32","229","34","13","8","8","8","35","1","34","35","36","32","229","34","13","8","8","8","35","11","34","35","36","32","229","34","13","8","8","8","35","1","34","35","36","32","229","34","13","8","8","8","35","11","34","35","36","32","229","34","13","14","8","8","18","11","47","18","19","32","229","47","6","8","8","8","35","1","34","35","36","32","229","34","13","14","8","8","35","11","34","35","36","32","229","34","45","8","8","8","18","1","47","18","19","32","229","47","6","8","8","8","35","1","34","35","36","32","229","34","45","8","8","8","35","11","34","35","36","32","229","34","6","39","8","8","35","1","34","35","36","32","229","34","6","39","8","8","1586340.0"
"264","76","11","51","76","77","230","214","51","13","68","8","8","76","1","51","76","77","230","214","51","13","68","8","8","76","11","51","76","77","230","214","51","6","68","8","8","76","11","38","76","77","230","214","38","6","25","8","8","76","1","51","76","77","230","214","51","6","68","8","8","76","1","38","76","77","230","214","38","6","25","8","8","76","11","30","76","77","230","214","30","6","111","8","8","76","1","30","76","77","230","214","30","6","111","8","8","18","11","26","18","19","230","214","26","6","8","8","8","18","1","26","18","19","230","214","26","6","8","8","8","76","11","15","76","77","230","214","15","6","89","8","8","76","1","15","76","77","230","214","15","6","89","8","8","161220.0"
"265","120","11","40","120","136","7","231","40","13","8","8","8","120","1","40","120","136","7","231","40","13","8","8","8","120","11","40","120","136","7","231","40","6","7","8","8","120","1","40","120","136","7","231","40","6","7","8","8","35","11","40","35","36","7","231","40","13","8","8","8","35","11","40","35","36","7","231","40","13","8","8","8","35","11","40","35","36","7","231","40","6","7","8","8","35","1","40","35","36","7","231","40","13","8","8","8","35","1","40","35","36","7","231","40","13","8","8","8","35","1","40","35","36","7","231","40","6","7","8","8","18","11","26","18","19","7","231","26","6","7","8","8","18","1","26","18","19","7","231","26","6","7","8","8","861060.0"
"266","18","11","17","18","19","232","5","17","6","8","8","8","18","1","17","18","19","232","5","17","6","8","8","8","53","11","56","53","54","232","5","56","13","8","8","8","53","1","56","53","54","232","5","56","13","8","8","8","53","11","9","53","54","232","5","9","6","233","8","8","53","1","9","53","54","232","5","9","6","233","8","8","53","11","56","53","54","232","5","56","6","163","8","8","18","11","17","18","19","232","5","17","13","8","8","8","53","1","56","53","54","232","5","56","6","163","8","8","53","11","56","53","54","232","5","56","13","14","8","8","18","1","17","18","19","232","5","17","13","8","8","8","18","11","47","18","19","232","5","47","6","232","8","8","7287300.0"
"267","10","11","15","10","12","155","156","15","13","8","8","8","10","1","15","10","12","155","156","15","13","8","8","8","10","11","30","10","12","155","156","30","13","68","8","8","10","1","30","10","12","155","156","30","13","68","8","8","10","11","30","10","12","155","156","30","6","64","8","8","10","1","30","10","12","155","156","30","6","64","8","8","10","11","15","10","12","155","156","15","6","86","8","8","18","11","26","18","19","155","156","26","6","8","8","8","18","1","26","18","19","155","156","26","6","8","8","8","10","1","15","10","12","155","156","15","6","86","8","8","10","11","38","10","12","155","156","38","6","79","8","8","10","1","38","10","12","155","156","38","6","79","8","8","7149600.0"
"268","35","11","40","35","36","118","234","40","13","14","8","8","35","1","40","35","36","118","234","40","13","14","8","8","35","11","40","35","36","118","234","40","13","8","8","8","18","11","26","18","19","118","234","26","6","8","8","8","35","1","40","35","36","118","234","40","13","8","8","8","18","1","26","18","19","118","234","26","6","8","8","8","35","11","40","35","36","118","234","40","13","8","8","8","18","11","26","18","19","118","234","26","6","8","8","8","18","1","26","18","19","118","234","26","6","8","8","8","35","1","40","35","36","118","234","40","13","8","8","8","35","11","40","35","36","118","234","40","6","71","8","8","35","1","40","35","36","118","234","40","6","71","8","8","1783080.0"
"269","35","11","40","35","36","88","33","40","13","8","8","8","35","1","40","35","36","88","33","40","13","8","8","8","35","11","40","35","36","88","33","40","13","102","8","8","18","11","47","18","19","88","33","47","6","8","8","8","35","11","40","35","36","88","33","40","13","14","8","8","35","1","40","35","36","88","33","40","13","14","8","8","18","1","47","18","19","88","33","47","6","8","8","8","35","1","40","35","36","88","33","40","13","102","8","8","35","11","40","35","36","88","33","40","6","107","8","8","35","1","40","35","36","88","33","40","6","107","8","8","18","11","47","18","19","88","33","47","6","88","8","8","35","11","40","35","36","88","33","40","13","14","8","8","1632420.0"
"27","35","11","40","35","36","88","33","40","13","8","8","8","35","1","40","35","36","88","33","40","13","8","8","8","35","11","40","35","36","88","33","40","13","14","8","8","35","1","40","35","36","88","33","40","13","14","8","8","35","11","40","35","36","88","33","40","13","8","8","8","35","1","40","35","36","88","33","40","13","8","8","8","35","11","40","35","36","88","33","40","6","39","8","8","35","1","40","35","36","88","33","40","6","39","8","8","35","11","40","35","36","88","33","40","13","8","8","8","35","1","40","35","36","88","33","40","13","8","8","8","35","11","40","35","36","88","33","40","6","8","8","8","35","1","40","35","36","88","33","40","6","8","8","8","273180.0"
"271","53","11","9","53","54","139","5","9","13","8","8","8","53","11","9","53","54","139","5","9","13","8","8","8","53","1","9","53","54","139","5","9","13","8","8","8","53","1","9","53","54","139","5","9","13","8","8","8","53","11","9","53","54","139","5","9","6","89","8","8","53","1","9","53","54","139","5","9","6","89","8","8","53","11","56","53","54","139","5","56","45","8","8","8","18","11","58","18","19","139","5","58","6","8","8","8","53","1","56","53","54","139","5","56","45","8","8","8","18","1","58","18","19","139","5","58","6","8","8","8","53","11","9","53","54","139","5","9","6","60","8","8","18","11","58","18","19","139","5","58","6","107","25","8","6570000.0"
"272","20","11","21","20","22","86","24","21","13","8","8","8","20","1","21","20","22","86","24","21","13","8","8","8","20","11","75","20","22","86","24","75","13","14","8","8","20","1","75","20","22","86","24","75","13","14","8","8","20","11","75","20","22","86","24","75","6","71","8","8","20","1","75","20","22","86","24","75","6","71","8","8","20","11","21","20","22","86","24","21","6","43","8","8","18","11","26","18","19","86","24","26","6","32","68","8","20","1","21","20","22","86","24","21","6","43","8","8","18","1","26","18","19","86","24","26","6","32","68","8","62","11","2","62","63","86","24","2","6","32","8","8","62","1","2","62","63","86","24","2","6","32","8","8","1274040.0"
"273","20","11","21","20","22","88","24","21","13","14","8","8","20","1","21","20","22","88","24","21","13","14","8","8","20","11","21","20","22","88","24","21","6","43","8","8","20","11","28","20","22","88","24","28","6","16","8","8","20","1","28","20","22","88","24","28","6","16","8","8","18","11","26","18","19","88","24","26","6","88","8","8","20","1","21","20","22","88","24","21","6","43","8","8","18","1","26","18","19","88","24","26","6","88","8","8","62","11","2","62","63","88","24","2","6","88","8","8","62","1","2","62","63","88","24","2","6","88","8","8","0","11","2","0","3","88","24","2","6","88","8","8","0","1","2","0","3","88","24","2","6","88","8","8","285000.0"
"274","35","11","34","35","36","43","24","34","13","14","8","8","35","1","34","35","36","43","24","34","13","14","8","8","35","11","34","35","36","43","24","34","45","8","8","8","18","11","47","18","19","43","24","47","6","8","8","8","18","1","47","18","19","43","24","47","6","8","8","8","35","1","34","35","36","43","24","34","45","8","8","8","35","11","34","35","36","43","24","34","6","68","8","8","18","11","47","18","19","43","24","47","6","43","8","8","62","11","96","62","63","43","24","96","6","43","8","8","35","1","34","35","36","43","24","34","6","68","8","8","18","1","47","18","19","43","24","47","6","43","8","8","62","1","96","62","63","43","24","96","6","43","8","8","131400.0"
