"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","remainingTime"
"265","114","10","38","114","140","91","175","38","11","8","8","8","114","1","38","114","140","91","175","38","11","8","8","8","114","10","38","114","140","91","175","38","6","91","8","8","114","1","38","114","140","91","175","38","6","91","8","8","23","10","38","23","25","91","175","38","11","8","8","8","23","10","38","23","25","91","175","38","11","8","8","8","23","10","38","23","25","91","175","38","6","91","8","8","23","1","38","23","25","91","175","38","11","8","8","8","869520.0"
"266","35","10","68","35","22","230","5","68","6","8","8","8","35","1","68","35","22","230","5","68","6","8","8","8","43","10","46","43","44","230","5","46","11","8","8","8","43","1","46","43","44","230","5","46","11","8","8","8","43","10","9","43","44","230","5","9","6","231","8","8","43","1","9","43","44","230","5","9","6","231","8","8","43","10","46","43","44","230","5","46","6","169","8","8","35","10","68","35","22","230","5","68","11","8","8","8","7298100.0"
"267","0","10","2","0","3","161","162","2","11","8","8","8","0","1","2","0","3","161","162","2","11","8","8","8","0","10","54","0","3","161","162","54","11","58","8","8","0","1","54","0","3","161","162","54","11","58","8","8","0","10","54","0","3","161","162","54","6","52","8","8","0","1","54","0","3","161","162","54","6","52","8","8","0","10","2","0","3","161","162","2","6","77","8","8","35","10","20","35","22","161","162","20","6","8","8","8","7233660.0"
"268","23","10","38","23","25","115","232","38","11","12","8","8","23","1","38","23","25","115","232","38","11","12","8","8","23","10","38","23","25","115","232","38","11","8","8","8","35","10","20","35","22","115","232","20","6","8","8","8","23","1","38","23","25","115","232","38","11","8","8","8","35","1","20","35","22","115","232","20","6","8","8","8","23","10","38","23","25","115","232","38","11","8","8","8","35","10","20","35","22","115","232","20","6","8","8","8","1811040.0"
"269","23","10","38","23","25","80","27","38","11","8","8","8","23","1","38","23","25","80","27","38","11","8","8","8","23","10","38","23","25","80","27","38","11","103","8","8","35","10","36","35","22","80","27","36","6","8","8","8","23","10","38","23","25","80","27","38","11","12","8","8","23","1","38","23","25","80","27","38","11","12","8","8","35","1","36","35","22","80","27","36","6","8","8","8","23","1","38","23","25","80","27","38","11","103","8","8","1708020.0"
"27","23","10","38","23","25","80","27","38","11","8","8","8","23","1","38","23","25","80","27","38","11","8","8","8","23","10","38","23","25","80","27","38","11","12","8","8","23","1","38","23","25","80","27","38","11","12","8","8","23","10","38","23","25","80","27","38","11","8","8","8","23","1","38","23","25","80","27","38","11","8","8","8","23","10","38","23","25","80","27","38","6","30","8","8","23","1","38","23","25","80","27","38","6","30","8","8","502260.0"
"271","43","10","9","43","44","143","5","9","11","8","8","8","43","10","9","43","44","143","5","9","11","8","8","8","43","1","9","43","44","143","5","9","11","8","8","8","43","1","9","43","44","143","5","9","11","8","8","8","43","10","9","43","44","143","5","9","6","75","8","8","43","1","9","43","44","143","5","9","6","75","8","8","43","10","46","43","44","143","5","46","34","8","8","8","35","10","41","35","22","143","5","41","6","8","8","8","6629760.0"
"272","13","10","19","13","15","77","17","19","11","8","8","8","13","1","19","13","15","77","17","19","11","8","8","8","13","10","61","13","15","77","17","61","11","12","8","8","13","1","61","13","15","77","17","61","11","12","8","8","13","10","61","13","15","77","17","61","6","112","8","8","13","1","61","13","15","77","17","61","6","112","8","8","13","10","19","13","15","77","17","19","6","67","8","8","35","10","20","35","22","77","17","20","6","26","58","8","1393620.0"
"273","13","10","19","13","15","80","17","19","11","12","8","8","13","1","19","13","15","80","17","19","11","12","8","8","13","10","19","13","15","80","17","19","6","67","8","8","13","10","14","13","15","80","17","14","6","7","8","8","13","1","14","13","15","80","17","14","6","7","8","8","35","10","20","35","22","80","17","20","6","80","8","8","13","1","19","13","15","80","17","19","6","67","8","8","35","1","20","35","22","80","17","20","6","80","8","8","1850160.0"
"274","23","10","24","23","25","67","17","24","11","12","8","8","23","1","24","23","25","67","17","24","11","12","8","8","23","10","24","23","25","67","17","24","34","8","8","8","35","10","36","35","22","67","17","36","6","8","8","8","35","1","36","35","22","67","17","36","6","8","8","8","23","1","24","23","25","67","17","24","34","8","8","8","23","10","24","23","25","67","17","24","6","58","8","8","35","10","36","35","22","67","17","36","6","67","8","8","135000.0"
"277","217","10","218","217","219","67","5","218","6","67","8","8","217","1","218","217","219","67","5","218","6","67","8","8","35","10","41","35","22","67","5","41","6","67","8","8","35","1","41","35","22","67","5","41","6","67","8","8","150","10","86","150","151","67","5","86","6","67","8","8","150","1","86","150","151","67","5","86","6","67","8","8","87","10","86","87","88","67","5","86","11","8","8","8","87","1","86","87","88","67","5","86","11","8","8","8","327540.0"
"28","64","10","54","64","65","153","27","54","11","8","8","8","64","1","54","64","65","153","27","54","11","8","8","8","64","10","54","64","65","153","27","54","11","67","8","8","64","1","54","64","65","153","27","54","11","67","8","8","64","10","2","64","65","153","27","2","11","58","8","8","35","10","20","35","22","153","27","20","6","8","8","8","35","1","20","35","22","153","27","20","6","8","8","8","64","1","2","64","65","153","27","2","11","58","8","8","3499800.0"
"29","60","10","14","60","62","182","5","14","11","8","8","8","60","1","14","60","62","182","5","14","11","8","8","8","60","10","61","60","62","182","5","61","11","8","8","8","60","1","61","60","62","182","5","61","11","8","8","8","60","10","19","60","62","182","5","19","11","8","8","8","60","1","19","60","62","182","5","19","11","8","8","8","60","10","61","60","62","182","5","61","6","37","8","8","60","1","61","60","62","182","5","61","6","37","8","8","3476340.0"
"3","43","10","2","43","44","4","5","2","11","58","8","8","35","10","68","35","22","4","5","68","11","8","8","8","43","1","2","43","44","4","5","2","11","58","8","8","35","1","68","35","22","4","5","68","11","8","8","8","0","10","9","0","3","4","5","9","6","7","8","8","0","1","9","0","3","4","5","9","6","7","8","8","35","10","68","35","22","4","5","68","6","4","8","8","35","1","68","35","22","4","5","68","6","4","8","8","1531200.0"
"30","43","10","29","43","44","55","5","29","11","7","8","8","35","10","68","35","22","55","5","68","6","8","8","8","35","1","68","35","22","55","5","68","6","8","8","8","43","1","29","43","44","55","5","29","11","7","8","8","43","10","78","43","44","55","5","78","6","8","8","8","43","1","78","43","44","55","5","78","6","8","8","8","43","10","46","43","44","55","5","46","6","233","8","8","43","1","46","43","44","55","5","46","6","233","8","8","74100.0"
"31","0","10","9","0","3","189","5","9","11","8","8","8","0","1","9","0","3","189","5","9","11","8","8","8","0","10","9","0","3","189","5","9","11","12","8","8","0","1","9","0","3","189","5","9","11","12","8","8","0","10","9","0","3","189","5","9","6","67","8","8","0","1","9","0","3","189","5","9","6","67","8","8","0","10","29","0","3","189","5","29","6","136","8","8","0","1","29","0","3","189","5","29","6","136","8","8","3144660.0"
"32","43","10","54","43","44","159","32","54","11","8","8","8","43","1","54","43","44","159","32","54","11","8","8","8","43","10","46","43","44","159","32","46","11","8","8","8","43","1","46","43","44","159","32","46","11","8","8","8","43","10","29","43","44","159","32","29","11","8","8","8","43","1","29","43","44","159","32","29","11","8","8","8","43","10","46","43","44","159","32","46","11","67","8","8","43","1","46","43","44","159","32","46","11","67","8","8","2450640.0"
"33","64","10","54","64","65","189","27","54","11","12","8","8","64","1","54","64","65","189","27","54","11","12","8","8","35","10","20","35","22","189","27","20","6","8","8","8","64","10","54","64","65","189","27","54","11","12","8","8","35","1","20","35","22","189","27","20","6","8","8","8","64","1","54","64","65","189","27","54","11","12","8","8","64","10","54","64","65","189","27","54","6","58","8","8","64","1","54","64","65","189","27","54","6","58","8","8","1962360.0"
"34","60","10","14","60","62","77","32","14","11","12","8","8","60","1","14","60","62","77","32","14","11","12","8","8","60","10","19","60","62","77","32","19","11","12","8","8","60","1","19","60","62","77","32","19","11","12","8","8","60","10","19","60","62","77","32","19","6","103","8","8","60","1","19","60","62","77","32","19","6","103","8","8","60","10","9","60","62","77","32","9","6","4","8","8","60","1","9","60","62","77","32","9","6","4","8","8","1966560.0"
"35","43","10","46","43","44","52","5","46","11","8","8","8","43","1","46","43","44","52","5","46","11","8","8","8","43","10","54","43","44","52","5","54","11","8","8","8","43","1","54","43","44","52","5","54","11","8","8","8","43","10","29","43","44","52","5","29","11","58","8","8","43","10","46","43","44","52","5","46","6","47","8","8","43","1","29","43","44","52","5","29","11","58","8","8","43","1","46","43","44","52","5","46","6","47","8","8","2371800.0"
"36","43","10","29","43","44","77","5","29","11","8","8","8","43","1","29","43","44","77","5","29","11","8","8","8","43","10","46","43","44","77","5","46","11","12","8","8","43","1","46","43","44","77","5","46","11","12","8","8","0","10","9","0","3","77","5","9","11","8","8","8","43","10","9","43","44","77","5","9","11","8","8","8","0","1","9","0","3","77","5","9","11","8","8","8","43","1","9","43","44","77","5","9","11","8","8","8","1505220.0"
"37","23","10","38","23","25","169","27","38","11","12","8","8","94","10","61","94","15","169","27","61","6","8","8","8","94","1","61","94","15","169","27","61","6","8","8","8","23","1","38","23","25","169","27","38","11","12","8","8","23","10","38","23","25","169","27","38","11","12","8","8","23","1","38","23","25","169","27","38","11","12","8","8","23","10","54","23","25","169","27","54","6","30","8","8","23","1","54","23","25","169","27","54","6","30","8","8","1880100.0"
"38","0","10","2","0","3","181","5","2","11","8","8","8","0","1","2","0","3","181","5","2","11","8","8","8","43","10","46","43","44","181","5","46","11","12","8","8","43","1","46","43","44","181","5","46","11","12","8","8","0","10","9","0","3","181","5","9","11","8","8","8","0","1","9","0","3","181","5","9","11","8","8","8","0","10","9","0","3","181","5","9","6","58","8","8","0","1","9","0","3","181","5","9","6","58","8","8","4798500.0"
"39","60","10","61","60","62","4","17","61","11","12","8","8","60","1","61","60","62","4","17","61","11","12","8","8","60","10","61","60","62","4","17","61","11","12","8","8","35","10","36","35","22","4","17","36","6","8","8","8","35","1","36","35","22","4","17","36","6","8","8","8","60","1","61","60","62","4","17","61","11","12","8","8","60","10","61","60","62","4","17","61","6","7","8","8","35","10","36","35","22","4","17","36","6","4","8","8","442020.0"
"4","76","10","9","76","44","52","5","9","11","8","8","8","76","1","9","76","44","52","5","9","11","8","8","8","43","10","29","43","44","52","5","29","11","12","8","8","35","10","41","35","22","52","5","41","6","12","8","8","43","1","29","43","44","52","5","29","11","12","8","8","43","10","29","43","44","52","5","29","6","8","8","8","35","1","41","35","22","52","5","41","6","12","8","8","43","1","29","43","44","52","5","29","6","8","8","8","74100.0"
"40","94","10","19","94","15","169","17","19","11","8","8","8","94","1","19","94","15","169","17","19","11","8","8","8","94","10","61","94","15","169","17","61","11","12","8","8","94","1","61","94","15","169","17","61","11","12","8","8","94","10","19","94","15","169","17","19","11","12","8","8","94","1","19","94","15","169","17","19","11","12","8","8","94","10","19","94","15","169","17","19","6","97","8","8","94","1","19","94","15","169","17","19","6","97","8","8","1189500.0"
"41","13","10","19","13","15","77","17","19","11","12","8","8","13","1","19","13","15","77","17","19","11","12","8","8","13","10","19","13","15","77","17","19","11","8","8","8","35","10","20","35","22","77","17","20","6","8","8","8","13","1","19","13","15","77","17","19","11","8","8","8","13","10","19","13","15","77","17","19","6","91","8","8","35","1","20","35","22","77","17","20","6","8","8","8","13","1","19","13","15","77","17","19","6","91","8","8","1635780.0"
"42","64","10","54","64","65","63","17","54","11","12","8","8","64","1","54","64","65","63","17","54","11","12","8","8","64","10","54","64","65","63","17","54","6","77","8","8","64","1","54","64","65","63","17","54","6","77","8","8","35","10","20","35","22","63","17","20","6","8","8","8","35","1","20","35","22","63","17","20","6","8","8","8","64","10","2","64","65","63","17","2","6","89","8","8","64","1","2","64","65","63","17","2","6","89","8","8","464340.0"
"43","23","10","24","23","25","136","27","24","11","8","8","8","23","1","24","23","25","136","27","24","11","8","8","8","23","10","38","23","25","136","27","38","11","12","8","8","35","10","20","35","22","136","27","20","6","8","8","8","23","1","38","23","25","136","27","38","11","12","8","8","35","1","20","35","22","136","27","20","6","8","8","8","23","10","38","23","25","136","27","38","6","28","8","8","23","1","38","23","25","136","27","38","6","28","8","8","378180.0"
"44","234","10","14","234","62","235","236","14","11","8","8","8","234","1","14","234","62","235","236","14","11","8","8","8","234","10","61","234","62","235","236","61","11","12","8","8","234","1","61","234","62","235","236","61","11","12","8","8","234","10","61","234","62","235","236","61","6","80","8","8","234","1","61","234","62","235","236","61","6","80","8","8","234","10","14","234","62","235","236","14","6","103","8","8","234","1","14","234","62","235","236","14","6","103","8","8","2121840.0"
"45","64","10","54","64","65","52","17","54","11","12","8","8","64","1","54","64","65","52","17","54","11","12","8","8","64","10","29","64","65","52","17","29","11","12","8","8","64","1","29","64","65","52","17","29","11","12","8","8","64","10","29","64","65","52","17","29","6","47","8","8","64","1","29","64","65","52","17","29","6","47","8","8","35","10","20","35","22","52","17","20","6","8","8","8","35","1","20","35","22","52","17","20","6","8","8","8","597900.0"
"46","64","10","46","64","65","4","27","46","11","8","8","8","64","1","46","64","65","4","27","46","11","8","8","8","64","10","29","64","65","4","27","29","11","8","8","8","64","1","29","64","65","4","27","29","11","8","8","8","64","10","46","64","65","4","27","46","11","8","8","8","64","10","54","64","65","4","27","54","11","12","8","8","64","1","46","64","65","4","27","46","11","8","8","8","64","1","54","64","65","4","27","54","11","12","8","8","181200.0"
"47","23","10","24","23","25","4","27","24","11","12","8","8","23","1","24","23","25","4","27","24","11","12","8","8","23","10","24","23","25","4","27","24","34","8","8","8","35","10","20","35","22","4","27","20","6","8","8","8","23","1","24","23","25","4","27","24","34","8","8","8","23","10","24","23","25","4","27","24","6","91","8","8","35","1","20","35","22","4","27","20","6","8","8","8","23","1","24","23","25","4","27","24","6","91","8","8","1412160.0"
"48","0","10","2","0","3","189","5","2","11","8","8","8","0","1","2","0","3","189","5","2","11","8","8","8","0","10","9","0","3","189","5","9","11","58","8","8","0","1","9","0","3","189","5","9","11","58","8","8","0","10","9","0","3","189","5","9","6","194","8","8","0","1","9","0","3","189","5","9","6","194","8","8","35","10","36","35","22","189","5","36","6","8","8","8","35","1","36","35","22","189","5","36","6","8","8","8","3128520.0"
"49","23","10","38","23","25","28","27","38","11","8","8","8","35","10","68","35","22","28","27","68","11","8","8","8","23","1","38","23","25","28","27","38","11","8","8","8","35","1","68","35","22","28","27","68","11","8","8","8","23","10","38","23","25","28","27","38","6","103","8","8","23","1","38","23","25","28","27","38","6","103","8","8","64","10","99","64","65","28","27","99","6","8","12","8","64","1","99","64","65","28","27","99","6","8","12","8","1063080.0"
"50","64","10","38","64","65","91","27","38","11","8","8","8","64","1","38","64","65","91","27","38","11","8","8","8","64","10","38","64","65","91","27","38","11","8","8","8","64","1","38","64","65","91","27","38","11","8","8","8","64","10","38","64","65","91","27","38","11","8","8","8","64","1","38","64","65","91","27","38","11","8","8","8","64","10","38","64","65","91","27","38","6","91","8","8","64","1","38","64","65","91","27","38","6","91","8","8","1228860.0"
"52","23","10","38","23","25","223","27","38","6","47","8","8","23","1","38","23","25","223","27","38","6","47","8","8","23","10","24","23","25","223","27","24","11","8","8","8","23","1","24","23","25","223","27","24","11","8","8","8","23","10","24","23","25","223","27","24","34","8","8","8","23","1","24","23","25","223","27","24","34","8","8","8","23","10","24","23","25","223","27","24","11","8","8","8","23","1","24","23","25","223","27","24","11","8","8","8","630120.0"
"53","23","10","38","23","25","4","237","38","11","8","8","8","23","1","38","23","25","4","237","38","11","8","8","8","23","10","24","23","25","4","237","24","11","8","8","8","23","1","24","23","25","4","237","24","11","8","8","8","23","10","24","23","25","4","237","24","34","8","8","8","23","1","24","23","25","4","237","24","34","8","8","8","23","10","24","23","25","4","237","24","11","12","8","8","23","1","24","23","25","4","237","24","11","12","8","8","878820.0"
"54","0","10","46","0","3","37","27","46","11","8","8","8","0","1","46","0","3","37","27","46","11","8","8","8","0","10","2","0","3","37","27","2","11","8","8","8","0","1","2","0","3","37","27","2","11","8","8","8","0","10","9","0","3","37","27","9","11","8","8","8","0","1","9","0","3","37","27","9","11","8","8","8","0","10","9","0","3","37","27","9","6","30","8","8","35","10","36","35","22","37","27","36","11","8","8","8","247860.0"
"55","234","10","14","234","62","238","213","14","11","12","8","8","234","1","14","234","62","238","213","14","11","12","8","8","234","10","61","234","62","238","213","61","11","8","8","8","234","1","61","234","62","238","213","61","11","8","8","8","234","10","61","234","62","238","213","61","6","30","8","8","234","1","61","234","62","238","213","61","6","30","8","8","35","10","36","35","22","238","213","36","6","8","8","8","234","10","19","234","62","238","213","19","6","4","8","8","3261780.0"
"56","114","10","24","114","25","37","17","24","34","8","8","8","114","1","24","114","25","37","17","24","34","8","8","8","114","10","38","114","25","37","17","38","11","8","8","8","81","10","82","81","81","37","17","82","6","37","8","8","81","1","82","81","81","37","17","82","6","37","8","8","114","1","38","114","25","37","17","38","11","8","8","8","114","10","38","114","25","37","17","38","6","37","8","8","114","1","38","114","25","37","17","38","6","37","8","8","28860.0"
"58","87","10","86","87","88","75","40","86","11","8","8","8","87","1","86","87","88","75","40","86","11","8","8","8","87","10","86","87","88","75","40","86","11","8","8","8","87","1","86","87","88","75","40","86","11","8","8","8","87","10","90","87","88","75","40","90","6","4","8","8","87","1","90","87","88","75","40","90","6","4","8","8","87","10","86","87","88","75","40","86","6","26","8","8","87","1","86","87","88","75","40","86","6","26","8","8","672480.0"
"59","64","10","54","64","65","4","27","54","11","58","8","8","64","1","54","64","65","4","27","54","11","58","8","8","64","10","46","64","65","4","27","46","6","28","8","8","64","1","46","64","65","4","27","46","6","28","8","8","64","10","29","64","65","4","27","29","6","12","8","8","64","1","29","64","65","4","27","29","6","12","8","8","35","10","20","35","22","4","27","20","6","28","8","8","35","1","20","35","22","4","27","20","6","28","8","8","184980.0"
"6","23","10","38","23","25","239","213","38","11","12","8","8","23","10","38","23","25","239","213","38","11","8","8","8","23","1","38","23","25","239","213","38","11","12","8","8","23","1","38","23","25","239","213","38","11","8","8","8","23","10","24","23","25","239","213","24","11","8","8","8","23","1","24","23","25","239","213","24","11","8","8","8","23","10","24","23","25","239","213","24","11","12","8","8","23","1","24","23","25","239","213","24","11","12","8","8","1664580.0"
"60","114","10","24","114","25","52","240","24","11","8","8","8","114","1","24","114","25","52","240","24","11","8","8","8","150","10","49","150","151","52","240","49","6","52","8","8","150","1","49","150","151","52","240","49","6","52","8","8","114","10","38","114","25","52","240","38","11","8","8","8","114","1","38","114","25","52","240","38","11","8","8","8","21","10","36","21","22","52","240","36","11","8","8","8","114","10","24","114","25","52","240","24","34","8","8","8","237540.0"
"61","13","10","19","13","15","92","166","19","11","12","8","8","13","10","19","13","15","92","166","19","34","8","8","8","13","1","19","13","15","92","166","19","34","8","8","8","13","1","19","13","15","92","166","19","11","12","8","8","13","10","19","13","15","92","166","19","6","67","8","8","13","1","19","13","15","92","166","19","6","67","8","8","13","10","9","13","15","92","166","9","6","31","8","8","13","1","9","13","15","92","166","9","6","31","8","8","3571500.0"
"62","23","10","24","23","25","91","27","24","11","8","8","8","23","1","24","23","25","91","27","24","11","8","8","8","23","10","24","23","25","91","27","24","34","8","8","8","23","1","24","23","25","91","27","24","34","8","8","8","23","10","24","23","25","91","27","24","11","12","8","8","23","1","24","23","25","91","27","24","11","12","8","8","23","10","24","23","25","91","27","24","34","8","8","8","23","1","24","23","25","91","27","24","34","8","8","8","2402880.0"
"63","0","10","29","0","3","241","5","29","11","8","8","8","0","1","29","0","3","241","5","29","11","8","8","8","0","10","29","0","3","241","5","29","11","8","8","8","0","1","29","0","3","241","5","29","11","8","8","8","0","10","46","0","3","241","5","46","6","91","8","8","35","10","68","35","22","241","5","68","11","8","8","8","35","1","68","35","22","241","5","68","11","8","8","8","0","1","46","0","3","241","5","46","6","91","8","8","4133220.0"
"64","43","10","46","43","44","242","5","46","11","58","8","8","43","1","46","43","44","242","5","46","11","58","8","8","43","10","9","43","44","242","5","9","6","243","8","8","43","1","9","43","44","242","5","9","6","243","8","8","43","10","29","43","44","242","5","29","6","189","8","8","43","1","29","43","44","242","5","29","6","189","8","8","43","10","9","43","44","242","5","9","6","39","8","8","43","1","9","43","44","242","5","9","6","39","8","8","141000.0"
"65","13","10","19","13","15","66","213","19","6","96","8","8","13","1","19","13","15","66","213","19","6","96","8","8","35","10","20","35","22","66","213","20","6","8","8","8","35","1","20","35","22","66","213","20","6","8","8","8","13","10","61","13","15","66","213","61","6","77","8","8","13","1","61","13","15","66","213","61","6","77","8","8","13","10","19","13","15","66","213","19","6","57","8","8","13","1","19","13","15","66","213","19","6","57","8","8","44340.0"
"66","114","10","24","114","25","4","116","24","11","12","8","8","114","1","24","114","25","4","116","24","11","12","8","8","114","10","24","114","25","4","116","24","6","91","8","8","114","1","24","114","25","4","116","24","6","91","8","8","21","10","20","21","22","4","116","20","6","4","8","8","21","1","20","21","22","4","116","20","6","4","8","8","130","10","49","130","131","4","116","49","6","4","8","8","130","1","49","130","131","4","116","49","6","4","8","8","1721100.0"
"67","43","10","46","43","44","143","5","46","11","12","8","8","43","10","46","43","44","143","5","46","6","80","8","8","43","1","46","43","44","143","5","46","11","12","8","8","43","1","46","43","44","143","5","46","6","80","8","8","43","10","9","43","44","143","5","9","6","102","8","8","0","10","9","0","3","143","5","9","11","8","8","8","0","1","9","0","3","143","5","9","11","8","8","8","43","1","9","43","44","143","5","9","6","102","8","8","4611780.0"
"68","245","10","244","245","246","103","17","244","6","103","8","8","245","1","244","245","246","103","17","244","6","103","8","8","114","10","247","114","25","103","17","247","6","8","8","8","114","1","247","114","25","103","17","247","6","8","8","8","128","10","36","128","22","103","17","36","6","8","8","8","128","1","36","128","22","103","17","36","6","8","8","8","81","10","82","81","81","103","17","82","6","103","8","8","81","1","82","81","81","103","17","82","6","103","8","8","48600.0"
"7","0","10","2","0","3","7","213","2","11","8","8","8","0","1","2","0","3","7","213","2","11","8","8","8","248","10","9","248","3","7","213","9","11","8","8","8","248","1","9","248","3","7","213","9","11","8","8","8","0","10","2","0","3","7","213","2","11","12","8","8","0","1","2","0","3","7","213","2","11","12","8","8","0","10","46","0","3","7","213","46","6","96","8","8","0","1","46","0","3","7","213","46","6","96","8","8","278160.0"
"70","13","10","19","13","15","42","249","19","11","8","8","8","13","10","19","13","15","42","249","19","34","8","8","8","13","1","19","13","15","42","249","19","34","8","8","8","13","1","19","13","15","42","249","19","11","8","8","8","13","10","19","13","15","42","249","19","11","12","8","8","13","1","19","13","15","42","249","19","11","12","8","8","13","10","19","13","15","42","249","19","11","8","8","8","13","1","19","13","15","42","249","19","11","8","8","8","3166320.0"
"71","60","10","61","60","62","51","17","61","11","12","8","8","60","1","61","60","62","51","17","61","11","12","8","8","60","10","61","60","62","51","17","61","6","30","8","8","60","1","61","60","62","51","17","61","6","30","8","8","81","10","82","81","81","51","17","82","6","80","8","8","81","1","82","81","81","51","17","82","6","80","8","8","21","10","20","21","22","51","17","20","6","80","8","8","21","1","20","21","22","51","17","20","6","80","8","8","22740.0"
"72","23","10","24","23","25","80","17","24","11","8","8","8","23","1","24","23","25","80","17","24","11","8","8","8","23","10","24","23","25","80","17","24","6","80","8","8","23","1","24","23","25","80","17","24","6","80","8","8","35","10","20","35","22","80","17","20","6","80","8","8","35","1","20","35","22","80","17","20","6","80","8","8","130","10","113","130","131","80","17","113","6","8","8","8","130","1","113","130","131","80","17","113","6","8","8","8","213840.0"
"73","0","10","9","0","3","55","208","9","11","8","8","8","0","1","9","0","3","55","208","9","11","8","8","8","0","10","46","0","3","55","208","46","11","8","8","8","0","1","46","0","3","55","208","46","11","8","8","8","0","10","2","0","3","55","208","2","11","8","8","8","0","1","2","0","3","55","208","2","11","8","8","8","0","10","29","0","3","55","208","29","11","8","8","8","0","1","29","0","3","55","208","29","11","8","8","8","904320.0"
"75","23","10","38","23","25","4","27","38","11","8","8","8","23","1","38","23","25","4","27","38","11","8","8","8","23","10","38","23","25","4","27","38","11","8","8","8","23","1","38","23","25","4","27","38","11","8","8","8","23","10","24","23","25","4","27","24","6","4","8","8","23","1","24","23","25","4","27","24","6","4","8","8","23","10","24","23","25","4","27","24","11","8","8","8","23","1","24","23","25","4","27","24","11","8","8","8","1592400.0"
"77","13","10","61","13","15","92","174","61","11","8","8","8","13","1","61","13","15","92","174","61","11","8","8","8","13","10","61","13","15","92","174","61","11","8","8","8","13","1","61","13","15","92","174","61","11","8","8","8","13","10","19","13","15","92","174","19","11","8","8","8","13","1","19","13","15","92","174","19","11","8","8","8","13","10","19","13","15","92","174","19","11","8","8","8","13","1","19","13","15","92","174","19","11","8","8","8","1674000.0"
"78","43","10","46","43","44","250","5","46","11","58","8","8","43","1","46","43","44","250","5","46","11","58","8","8","43","10","46","43","44","250","5","46","6","80","8","8","43","1","46","43","44","250","5","46","6","80","8","8","43","10","9","43","44","250","5","9","6","216","8","8","43","1","9","43","44","250","5","9","6","216","8","8","43","10","29","43","44","250","5","29","6","251","8","8","43","1","29","43","44","250","5","29","6","251","8","8","2494740.0"
"79","35","10","36","35","22","252","213","36","6","252","8","8","35","1","36","35","22","252","213","36","6","252","8","8","48","10","147","48","50","252","213","147","6","252","8","8","48","1","147","48","50","252","213","147","6","252","8","8","150","10","113","150","151","252","213","113","6","8","8","8","150","1","113","150","151","252","213","113","6","8","8","8","150","10","49","150","151","252","213","49","6","252","8","8","150","1","49","150","151","252","213","49","6","252","8","8","303360.0"
"80","43","10","29","43","44","26","5","29","11","12","8","8","43","1","29","43","44","26","5","29","11","12","8","8","43","10","29","43","44","26","5","29","6","18","8","8","43","1","29","43","44","26","5","29","6","18","8","8","35","10","36","35","22","26","5","36","6","18","12","8","35","1","36","35","22","26","5","36","6","18","12","8","48","10","49","48","50","26","5","49","6","18","8","8","48","1","49","48","50","26","5","49","6","18","8","8","2018940.0"
"82","43","10","46","43","44","42","5","46","11","12","8","8","43","1","46","43","44","42","5","46","11","12","8","8","43","10","46","43","44","42","5","46","6","8","8","8","43","1","46","43","44","42","5","46","6","8","8","8","43","10","29","43","44","42","5","29","11","12","8","8","43","1","29","43","44","42","5","29","11","12","8","8","43","10","29","43","44","42","5","29","6","57","8","8","43","1","29","43","44","42","5","29","6","57","8","8","1550940.0"
"83","43","10","46","43","44","184","32","46","11","8","8","8","43","1","46","43","44","184","32","46","11","8","8","8","43","10","46","43","44","184","32","46","11","12","8","8","43","1","46","43","44","184","32","46","11","12","8","8","43","10","2","43","44","184","32","2","11","12","8","8","43","1","2","43","44","184","32","2","11","12","8","8","43","10","29","43","44","184","32","29","6","189","8","8","43","1","29","43","44","184","32","29","6","189","8","8","380280.0"
