"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","concept:name_10","lifecycle:transition_10","org:resource_10","Activity_10","Resource_10","Work_Order_Qty_10","Part_Desc__10","Worker_ID_10","Report_Type_10","Qty_Completed_10","Qty_Rejected_10","Qty_for_MRB_10","concept:name_11","lifecycle:transition_11","org:resource_11","Activity_11","Resource_11","Work_Order_Qty_11","Part_Desc__11","Worker_ID_11","Report_Type_11","Qty_Completed_11","Qty_Rejected_11","Qty_for_MRB_11","concept:name_12","lifecycle:transition_12","org:resource_12","Activity_12","Resource_12","Work_Order_Qty_12","Part_Desc__12","Worker_ID_12","Report_Type_12","Qty_Completed_12","Qty_Rejected_12","Qty_for_MRB_12","concept:name_13","lifecycle:transition_13","org:resource_13","Activity_13","Resource_13","Work_Order_Qty_13","Part_Desc__13","Worker_ID_13","Report_Type_13","Qty_Completed_13","Qty_Rejected_13","Qty_for_MRB_13","concept:name_14","lifecycle:transition_14","org:resource_14","Activity_14","Resource_14","Work_Order_Qty_14","Part_Desc__14","Worker_ID_14","Report_Type_14","Qty_Completed_14","Qty_Rejected_14","Qty_for_MRB_14","remainingTime"
"219","0","1","20","0","3","79","5","20","6","61","7","7","0","13","20","0","3","79","5","20","6","61","7","7","0","1","20","0","3","79","5","20","6","61","7","7","0","13","20","0","3","79","5","20","6","61","7","7","119","1","120","119","121","79","5","120","11","7","7","7","119","13","120","119","121","79","5","120","11","7","7","7","119","1","151","119","121","79","5","151","11","7","7","7","119","13","151","119","121","79","5","151","11","7","7","7","119","1","120","119","121","79","5","120","11","12","7","7","119","13","120","119","121","79","5","120","11","12","7","7","119","1","120","119","121","79","5","120","6","61","7","7","119","13","120","119","121","79","5","120","6","61","7","7","119","1","154","119","121","79","5","154","6","55","7","7","119","13","154","119","121","79","5","154","6","55","7","7","675660.0"
"22","23","1","71","23","25","108","38","71","6","34","7","7","23","13","71","23","25","108","38","71","6","34","7","7","23","1","28","23","25","108","38","28","11","67","7","7","23","13","28","23","25","108","38","28","11","67","7","7","23","1","28","23","25","108","38","28","6","50","7","7","23","13","28","23","25","108","38","28","6","50","7","7","23","1","28","23","25","108","38","28","11","7","7","7","23","13","28","23","25","108","38","28","11","7","7","7","23","1","71","23","25","108","38","71","11","12","7","7","23","13","71","23","25","108","38","71","11","12","7","7","17","1","81","17","18","108","38","81","6","34","12","7","17","13","81","17","18","108","38","81","6","34","12","7","21","1","20","21","22","108","38","20","6","34","7","7","21","13","20","21","22","108","38","20","6","34","7","7","346260.0"
"223","40","1","45","40","41","79","38","45","11","12","7","7","17","1","52","17","18","79","38","52","11","7","7","7","40","13","45","40","41","79","38","45","11","12","7","7","40","1","45","40","41","79","38","45","11","7","7","7","40","13","45","40","41","79","38","45","11","7","7","7","40","1","45","40","41","79","38","45","6","15","7","7","17","13","52","17","18","79","38","52","11","7","7","7","40","13","45","40","41","79","38","45","6","15","7","7","40","1","43","40","41","79","38","43","6","103","7","7","40","13","43","40","41","79","38","43","6","103","7","7","40","1","45","40","41","79","38","45","6","61","7","7","40","13","45","40","41","79","38","45","6","61","7","7","17","1","52","17","18","79","38","52","6","79","7","7","17","13","52","17","18","79","38","52","6","79","7","7","1959600.0"
"225","157","1","99","157","95","198","5","99","6","7","7","7","157","13","99","157","95","198","5","99","6","7","7","7","21","1","99","21","22","198","5","99","6","185","7","7","21","13","99","21","22","198","5","99","6","185","7","7","152","1","99","152","121","198","5","99","6","7","7","7","152","13","99","152","121","198","5","99","6","7","7","7","157","1","99","157","95","198","5","99","6","7","7","7","157","13","99","157","95","198","5","99","6","7","7","7","21","1","99","21","22","198","5","99","6","199","7","7","21","13","99","21","22","198","5","99","6","199","7","7","0","1","2","0","3","198","5","2","6","7","7","7","0","13","2","0","3","198","5","2","6","7","7","7","0","1","2","0","3","198","5","2","6","7","7","7","0","13","2","0","3","198","5","2","6","7","7","7","6021240.0"
"228","40","1","45","40","41","4","38","45","6","4","7","7","40","13","45","40","41","4","38","45","6","4","7","7","40","1","45","40","41","4","38","45","11","7","7","7","40","13","45","40","41","4","38","45","11","7","7","7","40","1","45","40","41","4","38","45","6","19","7","7","40","13","45","40","41","4","38","45","6","19","7","7","17","1","29","17","18","4","38","29","6","19","12","7","17","13","29","17","18","4","38","29","6","19","12","7","17","1","29","17","18","4","38","29","6","7","7","7","17","13","29","17","18","4","38","29","6","7","7","7","17","1","29","17","18","4","38","29","6","19","7","7","17","13","29","17","18","4","38","29","6","19","7","7","21","1","2","21","22","4","38","2","6","19","7","7","35","1","20","35","36","4","38","20","6","19","7","7","292500.0"
"229","40","1","45","40","41","51","38","45","11","7","7","7","30","1","52","30","18","51","38","52","11","7","7","7","30","13","52","30","18","51","38","52","11","7","7","7","40","13","45","40","41","51","38","45","11","7","7","7","40","1","43","40","41","51","38","43","6","89","7","7","40","13","43","40","41","51","38","43","6","89","7","7","40","1","45","40","41","51","38","45","6","34","7","7","40","13","45","40","41","51","38","45","6","34","7","7","30","1","52","30","18","51","38","52","6","51","7","7","30","13","52","30","18","51","38","52","6","51","7","7","21","1","20","21","22","51","38","20","6","51","7","7","21","13","20","21","22","51","38","20","6","51","7","7","35","1","20","35","36","51","38","20","6","51","7","7","21","1","2","21","22","51","38","2","6","7","7","7","382560.0"
"23","200","1","86","200","110","63","111","86","11","7","7","7","200","13","86","200","110","63","111","86","11","7","7","7","200","1","14","200","110","63","111","14","6","63","7","7","200","13","14","200","110","63","111","14","6","63","7","7","109","1","43","109","110","63","111","43","11","7","7","7","109","13","43","109","110","63","111","43","11","7","7","7","30","1","81","30","18","63","111","81","6","63","7","7","17","1","81","17","18","63","111","81","6","93","12","7","109","1","86","109","110","63","111","86","6","63","7","7","17","13","81","17","18","63","111","81","6","93","12","7","30","13","81","30","18","63","111","81","6","63","7","7","109","13","86","109","110","63","111","86","6","63","7","7","109","1","86","109","110","63","111","86","11","7","7","7","109","13","86","109","110","63","111","86","11","7","7","7","3076260.0"
"230","75","1","32","75","76","201","27","32","49","7","7","7","75","1","32","75","76","201","27","32","11","7","7","7","75","13","32","75","76","201","27","32","49","7","7","7","75","13","32","75","76","201","27","32","11","7","7","7","75","1","32","75","76","201","27","32","11","12","7","7","75","13","32","75","76","201","27","32","11","12","7","7","75","1","32","75","76","201","27","32","6","55","7","7","17","1","29","17","18","201","27","29","6","108","7","7","17","13","29","17","18","201","27","29","6","108","7","7","75","13","32","75","76","201","27","32","6","55","7","7","75","1","43","75","76","201","27","43","6","117","7","7","75","13","43","75","76","201","27","43","6","117","7","7","75","1","32","75","76","201","27","32","6","117","7","7","17","1","29","17","18","201","27","29","6","7","7","7","4435740.0"
"231","0","1","20","0","3","89","5","20","6","74","7","7","0","13","20","0","3","89","5","20","6","74","7","7","119","1","120","119","121","89","5","120","11","12","7","7","119","13","120","119","121","89","5","120","11","12","7","7","119","1","120","119","121","89","5","120","6","67","7","7","119","13","120","119","121","89","5","120","6","67","7","7","119","1","151","119","121","89","5","151","6","4","7","7","119","1","60","119","121","89","5","60","6","103","7","7","119","13","151","119","121","89","5","151","6","4","7","7","119","13","60","119","121","89","5","60","6","103","7","7","175","1","16","175","18","89","5","16","6","7","7","7","175","13","16","175","18","89","5","16","6","7","7","7","175","1","16","175","18","89","5","16","6","7","7","7","175","13","16","175","18","89","5","16","6","7","7","7","403320.0"
"232","17","1","81","17","18","108","5","81","6","34","12","7","109","1","86","109","110","108","5","86","6","50","7","7","17","13","81","17","18","108","5","81","6","34","12","7","21","1","99","21","22","108","5","99","6","34","7","7","109","13","86","109","110","108","5","86","6","50","7","7","21","13","99","21","22","108","5","99","6","34","7","7","0","1","60","0","3","108","5","60","6","34","7","7","0","13","60","0","3","108","5","60","6","34","7","7","106","1","60","106","107","108","5","60","11","7","7","7","106","13","60","106","107","108","5","60","11","7","7","7","106","1","60","106","107","108","5","60","6","7","7","7","106","13","60","106","107","108","5","60","6","7","7","7","106","1","60","106","107","108","5","60","6","7","7","7","106","13","60","106","107","108","5","60","6","7","7","7","516900.0"
"233","202","1","71","202","25","51","38","71","6","7","7","7","202","1","28","202","25","51","38","28","11","67","7","7","202","13","71","202","25","51","38","71","6","7","7","7","202","13","28","202","25","51","38","28","11","67","7","7","202","1","28","202","25","51","38","28","6","42","7","7","202","13","28","202","25","51","38","28","6","42","7","7","202","1","8","202","25","51","38","8","6","19","7","7","202","13","8","202","25","51","38","8","6","19","7","7","17","1","52","17","18","51","38","52","6","61","67","7","17","13","52","17","18","51","38","52","6","61","67","7","21","1","20","21","22","51","38","20","6","61","7","7","21","13","20","21","22","51","38","20","6","61","7","7","35","1","20","35","36","51","38","20","6","61","7","7","35","13","20","35","36","51","38","20","6","61","7","7","836520.0"
"234","30","1","52","30","18","124","203","52","6","7","7","7","30","13","52","30","18","124","203","52","6","7","7","7","30","1","52","30","18","124","203","52","6","126","12","7","30","13","52","30","18","124","203","52","6","126","12","7","204","1","136","204","205","124","203","136","6","7","7","7","204","13","136","204","205","124","203","136","6","7","7","7","204","1","206","204","205","124","203","206","6","7","7","7","204","13","206","204","205","124","203","206","6","7","7","7","204","1","136","204","205","124","203","136","6","7","7","7","204","13","136","204","205","124","203","136","6","7","7","7","30","1","52","30","18","124","203","52","6","7","7","7","30","1","52","30","18","124","203","52","6","7","7","7","30","13","52","30","18","124","203","52","6","7","7","7","30","13","52","30","18","124","203","52","6","7","7","7","4413180.0"
"235","17","1","16","17","18","63","207","16","11","7","7","7","17","13","16","17","18","63","207","16","11","7","7","7","17","1","16","17","18","63","207","16","11","7","7","7","70","1","24","70","72","63","207","24","11","7","7","7","17","13","16","17","18","63","207","16","11","7","7","7","70","13","24","70","72","63","207","24","11","7","7","7","70","1","24","70","72","63","207","24","11","7","7","7","70","13","24","70","72","63","207","24","11","7","7","7","70","1","24","70","72","63","207","24","11","7","7","7","70","13","24","70","72","63","207","24","11","7","7","7","70","1","24","70","72","63","207","24","11","12","7","7","70","13","24","70","72","63","207","24","11","12","7","7","17","1","16","17","18","63","207","16","11","7","7","7","17","13","16","17","18","63","207","16","11","7","7","7","2486820.0"
"236","94","1","60","94","95","89","27","60","11","7","7","7","94","13","60","94","95","89","27","60","11","7","7","7","94","1","60","94","95","89","27","60","6","7","7","7","94","13","60","94","95","89","27","60","6","7","7","7","17","1","29","17","18","89","27","29","6","7","7","7","94","1","99","94","95","89","27","99","6","7","7","7","17","13","29","17","18","89","27","29","6","7","7","7","94","13","99","94","95","89","27","99","6","7","7","7","94","1","60","94","95","89","27","60","6","66","7","7","94","13","60","94","95","89","27","60","6","66","7","7","94","1","60","94","95","89","27","60","6","34","7","7","94","13","60","94","95","89","27","60","6","34","7","7","59","1","29","59","18","89","27","29","6","89","7","7","59","13","29","59","18","89","27","29","6","89","7","7","34260.0"
"237","17","1","29","17","18","208","209","29","6","210","7","7","17","13","29","17","18","208","209","29","6","210","7","7","9","1","14","9","10","208","209","14","6","69","7","7","9","13","14","9","10","208","209","14","6","69","7","7","17","1","29","17","18","208","209","29","6","211","7","7","17","13","29","17","18","208","209","29","6","211","7","7","17","1","29","17","18","208","209","29","6","7","50","7","17","13","29","17","18","208","209","29","6","7","50","7","21","1","20","21","22","208","209","20","6","4","7","7","21","1","2","21","22","208","209","2","6","82","7","7","21","13","20","21","22","208","209","20","6","4","7","7","21","13","2","21","22","208","209","2","6","82","7","7","155","1","154","155","156","208","209","154","11","7","7","7","155","13","154","155","156","208","209","154","11","7","7","7","4336020.0"
"238","9","1","32","9","10","212","65","32","11","7","7","7","9","13","32","9","10","212","65","32","11","7","7","7","9","1","43","9","10","212","65","43","11","7","7","7","9","13","43","9","10","212","65","43","11","7","7","7","9","1","43","9","10","212","65","43","6","4","7","7","9","13","43","9","10","212","65","43","6","4","7","7","9","1","32","9","10","212","65","32","6","53","7","7","9","13","32","9","10","212","65","32","6","53","7","7","9","1","14","9","10","212","65","14","11","12","7","7","9","1","14","9","10","212","65","14","6","7","7","7","9","13","14","9","10","212","65","14","6","7","7","7","17","1","29","17","18","212","65","29","6","199","7","7","9","13","14","9","10","212","65","14","11","12","7","7","17","13","29","17","18","212","65","29","6","199","7","7","3858540.0"
"239","75","1","32","75","76","66","38","32","11","12","7","7","75","13","32","75","76","66","38","32","11","12","7","7","75","1","86","75","76","66","38","86","11","12","7","7","75","1","43","75","76","66","38","43","11","67","7","7","75","13","86","75","76","66","38","86","11","12","7","7","17","1","29","17","18","66","38","29","6","7","7","7","17","13","29","17","18","66","38","29","6","7","7","7","75","13","43","75","76","66","38","43","11","67","7","7","75","1","32","75","76","66","38","32","6","93","7","7","75","13","32","75","76","66","38","32","6","93","7","7","17","1","29","17","18","66","38","29","6","66","7","7","17","13","29","17","18","66","38","29","6","66","7","7","213","1","29","213","18","66","38","29","6","66","7","7","213","13","29","213","18","66","38","29","6","66","7","7","555060.0"
"24","109","1","8","109","110","63","111","8","11","12","7","7","109","13","8","109","110","63","111","8","11","12","7","7","109","1","8","109","110","63","111","8","6","93","7","7","109","13","8","109","110","63","111","8","6","93","7","7","17","1","81","17","18","63","111","81","6","93","12","7","17","13","81","17","18","63","111","81","6","93","12","7","21","1","2","21","22","63","111","2","6","93","7","7","21","13","2","21","22","63","111","2","6","93","7","7","215","1","214","215","216","63","111","214","6","93","7","7","0","1","99","0","3","63","111","99","6","93","7","7","0","13","99","0","3","63","111","99","6","93","7","7","215","13","214","215","216","63","111","214","6","93","7","7","175","1","81","175","18","63","111","81","6","19","50","7","175","13","81","175","18","63","111","81","6","19","50","7","2804640.0"
"240","75","1","32","75","76","217","218","32","11","7","7","7","75","13","32","75","76","217","218","32","11","7","7","7","75","1","43","75","76","217","218","43","11","12","7","7","75","13","43","75","76","217","218","43","11","12","7","7","75","1","86","75","76","217","218","86","6","66","7","7","75","13","86","75","76","217","218","86","6","66","7","7","75","1","32","75","76","217","218","32","6","53","7","7","75","13","32","75","76","217","218","32","6","53","7","7","75","1","43","75","76","217","218","43","6","101","7","7","75","13","43","75","76","217","218","43","6","101","7","7","75","1","86","75","76","217","218","86","6","66","7","7","75","13","86","75","76","217","218","86","6","66","7","7","35","1","2","35","36","217","218","2","6","7","7","7","35","13","2","35","36","217","218","2","6","7","7","7","776700.0"
"241","75","1","86","75","76","66","38","86","11","7","7","7","75","13","86","75","76","66","38","86","11","7","7","7","75","1","86","75","76","66","38","86","11","7","7","7","75","13","86","75","76","66","38","86","11","7","7","7","75","1","14","75","76","66","38","14","11","12","7","7","75","13","14","75","76","66","38","14","11","12","7","7","17","1","52","17","18","66","38","52","6","7","12","7","75","1","32","75","76","66","38","32","11","12","7","7","17","13","52","17","18","66","38","52","6","7","12","7","75","13","32","75","76","66","38","32","11","12","7","7","75","1","32","75","76","66","38","32","6","55","7","7","75","13","32","75","76","66","38","32","6","55","7","7","17","1","52","17","18","66","38","52","6","61","7","7","17","13","52","17","18","66","38","52","6","61","7","7","231600.0"
"242","75","1","32","75","76","101","27","32","11","67","7","7","75","13","32","75","76","101","27","32","11","67","7","7","75","1","32","75","76","101","27","32","6","50","7","7","75","13","32","75","76","101","27","32","6","50","7","7","75","1","14","75","76","101","27","14","6","34","7","7","75","13","14","75","76","101","27","14","6","34","7","7","75","1","43","75","76","101","27","43","6","31","7","7","75","13","43","75","76","101","27","43","6","31","7","7","75","1","32","75","76","101","27","32","6","12","7","7","75","13","32","75","76","101","27","32","6","12","7","7","17","1","52","17","18","101","27","52","6","98","12","7","17","13","52","17","18","101","27","52","6","98","12","7","17","1","52","17","18","101","27","52","6","7","12","7","17","13","52","17","18","101","27","52","6","7","12","7","604440.0"
"243","75","1","32","75","76","4","27","32","11","7","7","7","75","13","32","75","76","4","27","32","11","7","7","7","75","1","43","75","76","4","27","43","11","12","7","7","17","1","52","17","18","4","27","52","6","7","7","7","75","13","43","75","76","4","27","43","11","12","7","7","75","1","43","75","76","4","27","43","6","19","7","7","17","13","52","17","18","4","27","52","6","7","7","7","75","13","43","75","76","4","27","43","6","19","7","7","17","1","29","17","18","4","27","29","6","19","12","7","17","13","29","17","18","4","27","29","6","19","12","7","21","1","20","21","22","4","27","20","6","19","7","7","21","13","20","21","22","4","27","20","6","19","7","7","0","1","20","0","3","4","27","20","6","19","7","7","0","13","20","0","3","4","27","20","6","19","7","7","402900.0"
"244","0","1","60","0","3","108","5","60","6","67","7","7","0","13","60","0","3","108","5","60","6","67","7","7","0","1","60","0","3","108","5","60","6","50","7","7","0","13","60","0","3","108","5","60","6","50","7","7","106","1","60","106","107","108","5","60","11","7","7","7","106","13","60","106","107","108","5","60","11","7","7","7","106","1","60","106","107","108","5","60","6","7","7","7","106","13","60","106","107","108","5","60","6","7","7","7","106","1","60","106","107","108","5","60","6","12","7","7","59","1","52","59","18","108","5","52","6","7","7","7","106","13","60","106","107","108","5","60","6","12","7","7","106","1","60","106","107","108","5","60","49","7","7","7","106","13","60","106","107","108","5","60","49","7","7","7","106","1","60","106","107","108","5","60","6","34","7","7","303720.0"
"245","23","1","28","23","25","108","5","28","11","7","7","7","23","1","28","23","25","108","5","28","49","7","7","7","23","13","28","23","25","108","5","28","49","7","7","7","17","1","16","17","18","108","5","16","11","7","7","7","17","13","16","17","18","108","5","16","11","7","7","7","23","13","28","23","25","108","5","28","11","7","7","7","23","1","28","23","25","108","5","28","11","12","7","7","23","13","28","23","25","108","5","28","11","12","7","7","23","1","28","23","25","108","5","28","6","34","7","7","23","13","28","23","25","108","5","28","6","34","7","7","23","1","71","23","25","108","5","71","11","12","7","7","23","13","71","23","25","108","5","71","11","12","7","7","23","1","71","23","25","108","5","71","6","34","7","7","23","13","71","23","25","108","5","71","6","34","7","7","2403600.0"
"246","23","1","71","23","25","80","219","71","6","4","7","7","23","13","71","23","25","80","219","71","6","4","7","7","23","1","28","23","25","80","219","28","6","42","7","7","23","13","28","23","25","80","219","28","6","42","7","7","23","1","71","23","25","80","219","71","6","55","7","7","23","13","71","23","25","80","219","71","6","55","7","7","17","1","52","17","18","80","219","52","6","69","67","7","17","13","52","17","18","80","219","52","6","69","67","7","21","1","2","21","22","80","219","2","6","69","7","7","21","13","2","21","22","80","219","2","6","69","7","7","35","1","20","35","36","80","219","20","6","61","7","7","35","13","20","35","36","80","219","20","6","61","7","7","35","1","2","35","36","80","219","2","6","7","7","7","35","13","2","35","36","80","219","2","6","7","7","7","344700.0"
"248","23","1","28","23","25","51","47","28","11","12","7","7","23","13","28","23","25","51","47","28","11","12","7","7","23","1","28","23","25","51","47","28","6","42","7","7","23","13","28","23","25","51","47","28","6","42","7","7","23","1","71","23","25","51","47","71","6","66","7","7","23","13","71","23","25","51","47","71","6","66","7","7","0","1","2","0","3","51","47","2","6","7","7","7","0","13","2","0","3","51","47","2","6","7","7","7","17","1","81","17","18","51","47","81","6","51","7","7","17","13","81","17","18","51","47","81","6","51","7","7","21","1","20","21","22","51","47","20","6","51","7","7","21","13","20","21","22","51","47","20","6","51","7","7","35","1","20","35","36","51","47","20","6","4","7","7","35","1","20","35","36","51","47","20","6","55","7","7","669000.0"
"249","40","1","45","40","41","220","38","45","11","12","7","7","40","13","45","40","41","220","38","45","11","12","7","7","40","1","45","40","41","220","38","45","11","7","7","7","40","13","45","40","41","220","38","45","11","7","7","7","17","1","52","17","18","220","38","52","6","7","7","7","17","13","52","17","18","220","38","52","6","7","7","7","40","1","45","40","41","220","38","45","6","37","7","7","40","13","45","40","41","220","38","45","6","37","7","7","40","1","45","40","41","220","38","45","6","222","7","7","40","13","45","40","41","220","38","45","6","222","7","7","40","1","8","40","41","220","38","8","6","103","7","7","40","13","8","40","41","220","38","8","6","103","7","7","17","1","52","17","18","220","38","52","6","221","7","7","17","13","52","17","18","220","38","52","6","221","7","7","513900.0"
"25","109","1","86","109","110","63","111","86","11","34","7","7","109","13","86","109","110","63","111","86","11","34","7","7","109","1","86","109","110","63","111","86","6","19","7","7","109","13","86","109","110","63","111","86","6","19","7","7","109","1","86","109","110","63","111","86","11","7","7","7","109","13","86","109","110","63","111","86","11","7","7","7","109","1","43","109","110","63","111","43","11","12","7","7","109","13","43","109","110","63","111","43","11","12","7","7","109","1","43","109","110","63","111","43","6","42","7","7","109","13","43","109","110","63","111","43","6","42","7","7","109","1","86","109","110","63","111","86","6","108","7","7","109","13","86","109","110","63","111","86","6","108","7","7","17","1","16","17","18","63","111","16","6","63","7","7","17","13","16","17","18","63","111","16","6","63","7","7","2854200.0"
"250","225","1","224","225","226","114","223","224","11","7","7","7","225","13","224","225","226","114","223","224","11","7","7","7","225","1","224","225","226","114","223","224","11","7","7","7","225","13","224","225","226","114","223","224","11","7","7","7","59","1","16","59","18","114","223","16","6","7","7","7","225","1","224","225","226","114","223","224","6","15","7","7","59","13","16","59","18","114","223","16","6","7","7","7","225","13","224","225","226","114","223","224","6","15","7","7","225","1","224","225","226","114","223","224","6","42","7","7","225","13","224","225","226","114","223","224","6","42","7","7","225","1","224","225","226","114","223","224","6","31","7","7","225","13","224","225","226","114","223","224","6","31","7","7","21","1","20","21","22","114","223","20","6","114","7","7","21","13","20","21","22","114","223","20","6","114","7","7","205980.0"
"251","109","1","86","109","110","108","5","86","11","7","7","7","109","13","86","109","110","108","5","86","11","7","7","7","109","1","8","109","110","108","5","8","11","12","7","7","109","13","8","109","110","108","5","8","11","12","7","7","109","1","8","109","110","108","5","8","6","34","7","7","109","13","8","109","110","108","5","8","6","34","7","7","17","1","16","17","18","108","5","16","6","108","7","7","17","13","16","17","18","108","5","16","6","108","7","7","21","1","20","21","22","108","5","20","6","108","7","7","21","13","20","21","22","108","5","20","6","108","7","7","17","1","16","17","18","108","5","16","6","7","7","7","17","13","16","17","18","108","5","16","6","7","7","7","0","1","2","0","3","108","5","2","6","108","7","7","0","13","2","0","3","108","5","2","6","108","7","7","770880.0"
"252","75","1","32","75","76","93","38","32","11","67","7","7","75","13","32","75","76","93","38","32","11","67","7","7","75","1","32","75","76","93","38","32","11","7","7","7","75","1","29","75","76","93","38","29","6","7","7","7","75","13","32","75","76","93","38","32","11","7","7","7","75","13","29","75","76","93","38","29","6","7","7","7","17","1","29","17","18","93","38","29","6","7","7","7","17","13","29","17","18","93","38","29","6","7","7","7","75","1","32","75","76","93","38","32","6","4","7","7","75","13","32","75","76","93","38","32","6","4","7","7","17","1","29","17","18","93","38","29","6","93","7","7","17","13","29","17","18","93","38","29","6","93","7","7","21","1","20","21","22","93","38","20","6","93","7","7","21","13","20","21","22","93","38","20","6","93","7","7","232800.0"
"253","23","1","71","23","25","66","227","71","11","12","7","7","23","13","71","23","25","66","227","71","11","12","7","7","23","1","71","23","25","66","227","71","6","67","7","7","23","13","71","23","25","66","227","71","6","67","7","7","17","1","29","17","18","66","227","29","6","7","7","7","23","1","28","23","25","66","227","28","6","63","7","7","17","13","29","17","18","66","227","29","6","7","7","7","17","1","29","17","18","66","227","29","6","61","12","7","23","13","28","23","25","66","227","28","6","63","7","7","17","13","29","17","18","66","227","29","6","61","12","7","21","1","20","21","22","66","227","20","6","61","7","7","21","13","20","21","22","66","227","20","6","61","7","7","0","1","20","0","3","66","227","20","6","7","7","7","0","1","20","0","3","66","227","20","6","61","7","7","478860.0"
"254","21","1","20","21","22","228","27","20","6","228","7","7","21","13","20","21","22","228","27","20","6","228","7","7","35","1","20","35","36","228","27","20","6","73","7","7","35","13","20","35","36","228","27","20","6","73","7","7","35","1","20","35","36","228","27","20","6","64","7","7","35","13","20","35","36","228","27","20","6","64","7","7","35","1","2","35","36","228","27","2","6","229","7","7","35","13","2","35","36","228","27","2","6","229","7","7","59","1","29","59","18","228","27","29","6","7","7","7","59","13","29","59","18","228","27","29","6","7","7","7","56","1","57","56","56","228","27","57","6","228","7","7","56","13","57","56","56","228","27","57","6","228","7","7","59","1","29","59","18","228","27","29","6","228","7","7","59","13","29","59","18","228","27","29","6","228","7","7","0.0"
"256","123","1","45","123","143","73","230","45","6","89","7","7","123","13","45","123","143","73","230","45","6","89","7","7","123","1","8","123","143","73","230","8","6","231","7","7","123","13","8","123","143","73","230","8","6","231","7","7","123","1","32","123","143","73","230","32","6","117","7","7","123","13","32","123","143","73","230","32","6","117","7","7","30","1","52","30","18","73","230","52","6","73","7","7","30","13","52","30","18","73","230","52","6","73","7","7","123","1","45","123","41","73","230","45","11","7","7","7","123","13","45","123","41","73","230","45","11","7","7","7","123","1","39","123","41","73","230","39","11","12","7","7","123","13","39","123","41","73","230","39","11","12","7","7","123","1","39","123","41","73","230","39","6","7","7","7","123","13","39","123","41","73","230","39","6","7","7","7","2989200.0"
"257","109","1","32","109","110","147","5","32","11","7","7","7","109","13","32","109","110","147","5","32","11","7","7","7","109","1","8","109","110","147","5","8","11","12","7","7","109","13","8","109","110","147","5","8","11","12","7","7","109","1","86","109","110","147","5","86","6","4","7","7","109","13","86","109","110","147","5","86","6","4","7","7","109","1","90","109","110","147","5","90","6","89","7","7","109","13","90","109","110","147","5","90","6","89","7","7","109","1","43","109","110","147","5","43","6","229","7","7","109","13","43","109","110","147","5","43","6","229","7","7","109","1","86","109","110","147","5","86","6","37","7","7","109","13","86","109","110","147","5","86","6","37","7","7","109","1","43","109","110","147","5","43","6","169","7","7","109","13","43","109","110","147","5","43","6","169","7","7","6660780.0"
"258","75","1","32","75","76","64","38","32","11","12","7","7","75","13","32","75","76","64","38","32","11","12","7","7","75","1","32","75","76","64","38","32","6","12","7","7","75","13","32","75","76","64","38","32","6","12","7","7","75","1","43","75","76","64","38","43","6","50","7","7","75","13","43","75","76","64","38","43","6","50","7","7","75","1","43","75","76","64","38","43","11","7","7","7","75","13","43","75","76","64","38","43","11","7","7","7","75","1","43","75","76","64","38","43","11","67","7","7","75","13","43","75","76","64","38","43","11","67","7","7","75","1","43","75","76","64","38","43","6","108","7","7","75","13","43","75","76","64","38","43","6","108","7","7","75","1","32","75","76","64","38","32","6","222","7","7","75","13","32","75","76","64","38","32","6","222","7","7","1449060.0"
