"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","concept:name_10","lifecycle:transition_10","org:resource_10","Activity_10","Resource_10","Work_Order_Qty_10","Part_Desc__10","Worker_ID_10","Report_Type_10","Qty_Completed_10","Qty_Rejected_10","Qty_for_MRB_10","remainingTime"
"249","31","12","40","31","32","213","29","40","14","8","9","9","31","1","40","31","32","213","29","40","14","8","9","9","31","12","40","31","32","213","29","40","14","9","9","9","31","1","40","31","32","213","29","40","14","9","9","9","0","12","42","0","3","213","29","42","6","9","9","9","0","1","42","0","3","213","29","42","6","9","9","9","31","12","40","31","32","213","29","40","6","28","9","9","31","1","40","31","32","213","29","40","6","28","9","9","31","12","40","31","32","213","29","40","6","214","9","9","31","1","40","31","32","213","29","40","6","214","9","9","566820.0"
"25","48","12","51","48","49","52","104","51","14","103","9","9","48","1","51","48","49","52","104","51","14","103","9","9","48","12","51","48","49","52","104","51","6","7","9","9","48","1","51","48","49","52","104","51","6","7","9","9","48","12","51","48","49","52","104","51","14","9","9","9","48","1","51","48","49","52","104","51","14","9","9","9","48","12","34","48","49","52","104","34","14","8","9","9","48","1","34","48","49","52","104","34","14","8","9","9","48","12","34","48","49","52","104","34","6","33","9","9","48","1","34","48","49","52","104","34","6","33","9","9","3034980.0"
"250","215","12","216","215","217","107","218","216","14","9","9","9","215","1","216","215","217","107","218","216","14","9","9","9","215","12","216","215","217","107","218","216","14","9","9","9","215","1","216","215","217","107","218","216","14","9","9","9","87","12","2","87","3","107","218","2","6","9","9","9","215","12","216","215","217","107","218","216","6","16","9","9","87","1","2","87","3","107","218","2","6","9","9","9","215","1","216","215","217","107","218","216","6","16","9","9","215","12","216","215","217","107","218","216","6","33","9","9","215","1","216","215","217","107","218","216","6","33","9","9","475200.0"
"251","48","12","51","48","49","102","5","51","14","9","9","9","48","1","51","48","49","102","5","51","14","9","9","9","48","12","10","48","49","102","5","10","14","8","9","9","48","1","10","48","49","102","5","10","14","8","9","9","48","12","10","48","49","102","5","10","6","103","9","9","48","1","10","48","49","102","5","10","6","103","9","9","0","12","2","0","3","102","5","2","6","102","9","9","0","1","2","0","3","102","5","2","6","102","9","9","58","12","57","58","59","102","5","57","6","102","9","9","58","1","57","58","59","102","5","57","6","102","9","9","3816780.0"
"252","71","12","18","71","72","85","29","18","14","65","9","9","71","1","18","71","72","85","29","18","14","65","9","9","71","12","18","71","72","85","29","18","14","9","9","9","71","12","24","71","72","85","29","24","6","9","9","9","71","1","18","71","72","85","29","18","14","9","9","9","71","1","24","71","72","85","29","24","6","9","9","9","0","12","24","0","3","85","29","24","6","9","9","9","0","1","24","0","3","85","29","24","6","9","9","9","71","12","18","71","72","85","29","18","6","4","9","9","71","1","18","71","72","85","29","18","6","4","9","9","299100.0"
"253","17","12","70","17","19","113","219","70","14","8","9","9","17","1","70","17","19","113","219","70","14","8","9","9","17","12","70","17","19","113","219","70","6","65","9","9","17","1","70","17","19","113","219","70","6","65","9","9","0","12","24","0","3","113","219","24","6","9","9","9","17","12","23","17","19","113","219","23","6","52","9","9","0","1","24","0","3","113","219","24","6","9","9","9","0","12","24","0","3","113","219","24","6","60","8","9","17","1","23","17","19","113","219","23","6","52","9","9","0","1","24","0","3","113","219","24","6","60","8","9","572100.0"
"254","58","12","57","58","59","220","21","57","6","220","9","9","58","1","57","58","59","220","21","57","6","220","9","9","53","12","57","53","55","220","21","57","6","69","9","9","53","1","57","53","55","220","21","57","6","69","9","9","53","12","57","53","55","220","21","57","6","62","9","9","53","1","57","53","55","220","21","57","6","62","9","9","53","12","54","53","55","220","21","54","6","221","9","9","53","1","54","53","55","220","21","54","6","221","9","9","87","12","24","87","3","220","21","24","6","9","9","9","87","1","24","87","3","220","21","24","6","9","9","9","152880.0"
"255","118","12","40","118","132","98","61","40","6","98","9","9","118","1","40","118","132","98","61","40","6","98","9","9","25","12","24","25","3","98","61","24","6","98","9","9","25","1","24","25","3","98","61","24","6","98","9","9","58","12","57","58","59","98","61","57","6","98","9","9","58","1","57","58","59","98","61","57","6","98","9","9","87","12","24","87","3","98","61","24","6","98","9","9","87","1","24","87","3","98","61","24","6","98","9","9","97","12","96","97","97","98","61","96","6","98","9","9","97","1","96","97","97","98","61","96","6","98","9","9","0.0"
"256","118","12","40","118","132","69","222","40","6","82","9","9","118","1","40","118","132","69","222","40","6","82","9","9","118","12","10","118","132","69","222","10","6","223","9","9","118","1","10","118","132","69","222","10","6","223","9","9","118","12","18","118","132","69","222","18","6","116","9","9","118","1","18","118","132","69","222","18","6","116","9","9","25","12","42","25","3","69","222","42","6","69","9","9","25","1","42","25","3","69","222","42","6","69","9","9","118","12","40","118","32","69","222","40","14","9","9","9","118","1","40","118","32","69","222","40","14","9","9","9","3002400.0"
"257","48","12","18","48","49","135","5","18","14","9","9","9","48","1","18","48","49","135","5","18","14","9","9","9","48","12","10","48","49","135","5","10","14","8","9","9","48","1","10","48","49","135","5","10","14","8","9","9","48","12","51","48","49","135","5","51","6","4","9","9","48","1","51","48","49","135","5","51","6","4","9","9","48","12","83","48","49","135","5","83","6","82","9","9","48","1","83","48","49","135","5","83","6","82","9","9","48","12","34","48","49","135","5","34","6","221","9","9","48","1","34","48","49","135","5","34","6","221","9","9","6745200.0"
"258","71","12","18","71","72","62","29","18","14","8","9","9","71","1","18","71","72","62","29","18","14","8","9","9","71","12","18","71","72","62","29","18","6","8","9","9","71","1","18","71","72","62","29","18","6","8","9","9","71","12","34","71","72","62","29","34","6","75","9","9","71","1","34","71","72","62","29","34","6","75","9","9","71","12","34","71","72","62","29","34","14","9","9","9","71","1","34","71","72","62","29","34","14","9","9","9","71","12","34","71","72","62","29","34","14","65","9","9","71","1","34","71","72","62","29","34","14","65","9","9","1504140.0"
"259","67","12","70","67","68","224","134","70","14","9","9","9","67","1","70","67","68","224","134","70","14","9","9","9","67","12","70","67","68","224","134","70","6","65","9","9","67","1","70","67","68","224","134","70","6","65","9","9","67","12","26","67","68","224","134","26","6","28","9","9","67","1","26","67","68","224","134","26","6","28","9","9","67","12","18","67","68","224","134","18","6","27","9","9","67","1","18","67","68","224","134","18","6","27","9","9","67","12","70","67","68","224","134","70","6","103","9","9","67","1","70","67","68","224","134","70","6","103","9","9","6107400.0"
"26","11","12","15","11","13","52","104","15","14","9","9","9","11","1","15","11","13","52","104","15","14","9","9","9","11","12","18","11","13","52","104","18","14","8","9","9","11","1","18","11","13","52","104","18","14","8","9","9","11","12","18","11","13","52","104","18","39","9","9","9","11","1","18","11","13","52","104","18","39","9","9","9","11","12","10","11","13","52","104","10","14","9","9","9","11","1","10","11","13","52","104","10","14","9","9","9","11","12","10","11","13","52","104","10","6","85","9","9","11","1","10","11","13","52","104","10","6","85","9","9","3537000.0"
"260","71","12","34","71","72","225","29","34","14","9","9","9","71","1","34","71","72","225","29","34","14","9","9","9","71","12","34","71","72","225","29","34","14","8","9","9","71","1","34","71","72","225","29","34","14","8","9","9","71","12","34","71","72","225","29","34","6","75","9","9","71","1","34","71","72","225","29","34","6","75","9","9","71","12","18","71","72","225","29","18","6","109","9","9","71","1","18","71","72","225","29","18","6","109","9","9","71","12","34","71","72","225","29","34","6","86","9","9","71","1","34","71","72","225","29","34","6","86","9","9","4551300.0"
"261","31","12","40","31","32","119","211","40","14","9","9","9","31","1","40","31","32","119","211","40","14","9","9","9","31","12","40","31","32","119","211","40","6","74","9","9","31","1","40","31","32","119","211","40","6","74","9","9","0","12","24","0","3","119","211","24","6","9","9","9","0","1","24","0","3","119","211","24","6","9","9","9","31","12","30","31","32","119","211","30","6","74","9","9","31","1","30","31","32","119","211","30","6","74","9","9","0","12","24","0","3","119","211","24","6","119","9","9","0","1","24","0","3","119","211","24","6","119","9","9","585000.0"
"262","71","12","15","71","72","162","21","15","14","65","9","9","71","1","15","71","72","162","21","15","14","65","9","9","71","12","34","71","72","162","21","34","14","9","9","9","71","1","34","71","72","162","21","34","14","9","9","9","71","12","34","71","72","162","21","34","6","80","9","9","71","1","34","71","72","162","21","34","6","80","9","9","0","12","24","0","3","162","21","24","6","9","9","9","0","1","24","0","3","162","21","24","6","9","9","9","0","12","24","0","3","162","21","24","6","47","75","9","0","1","24","0","3","162","21","24","6","47","75","9","187260.0"
"263","31","12","30","31","32","28","226","30","14","9","9","9","31","1","30","31","32","28","226","30","14","9","9","9","31","12","30","31","32","28","226","30","14","9","9","9","31","1","30","31","32","28","226","30","14","9","9","9","31","12","30","31","32","28","226","30","14","8","9","9","0","12","42","0","3","28","226","42","6","9","9","9","31","1","30","31","32","28","226","30","14","8","9","9","31","12","30","31","32","28","226","30","39","9","9","9","0","1","42","0","3","28","226","42","6","9","9","9","31","1","30","31","32","28","226","30","39","9","9","9","1605600.0"
"264","71","12","83","71","72","227","211","83","14","65","9","9","71","1","83","71","72","227","211","83","14","65","9","9","71","12","83","71","72","227","211","83","6","65","9","9","71","12","34","71","72","227","211","34","6","103","9","9","71","1","83","71","72","227","211","83","6","65","9","9","71","1","34","71","72","227","211","34","6","103","9","9","71","12","18","71","72","227","211","18","6","107","9","9","71","1","18","71","72","227","211","18","6","107","9","9","0","12","24","0","3","227","211","24","6","9","9","9","0","1","24","0","3","227","211","24","6","9","9","9","191820.0"
"265","118","12","40","118","132","7","228","40","14","9","9","9","118","1","40","118","132","7","228","40","14","9","9","9","118","12","40","118","132","7","228","40","6","7","9","9","118","1","40","118","132","7","228","40","6","7","9","9","31","12","40","31","32","7","228","40","14","9","9","9","31","12","40","31","32","7","228","40","14","9","9","9","31","12","40","31","32","7","228","40","6","7","9","9","31","1","40","31","32","7","228","40","14","9","9","9","31","1","40","31","32","7","228","40","14","9","9","9","31","1","40","31","32","7","228","40","6","7","9","9","866400.0"
"266","0","12","2","0","3","229","5","2","6","9","9","9","0","1","2","0","3","229","5","2","6","9","9","9","48","12","51","48","49","229","5","51","14","9","9","9","48","1","51","48","49","229","5","51","14","9","9","9","48","12","10","48","49","229","5","10","6","230","9","9","48","1","10","48","49","229","5","10","6","230","9","9","48","12","51","48","49","229","5","51","6","162","9","9","0","12","2","0","3","229","5","2","14","9","9","9","48","1","51","48","49","229","5","51","6","162","9","9","48","12","51","48","49","229","5","51","14","8","9","9","7296780.0"
"267","11","12","15","11","13","153","154","15","14","9","9","9","11","1","15","11","13","153","154","15","14","9","9","9","11","12","18","11","13","153","154","18","14","65","9","9","11","1","18","11","13","153","154","18","14","65","9","9","11","12","18","11","13","153","154","18","6","60","9","9","11","1","18","11","13","153","154","18","6","60","9","9","11","12","15","11","13","153","154","15","6","82","9","9","0","12","24","0","3","153","154","24","6","9","9","9","0","1","24","0","3","153","154","24","6","9","9","9","11","1","15","11","13","153","154","15","6","82","9","9","7214880.0"
"268","31","12","40","31","32","116","231","40","14","8","9","9","31","1","40","31","32","116","231","40","14","8","9","9","31","12","40","31","32","116","231","40","14","9","9","9","0","12","24","0","3","116","231","24","6","9","9","9","31","1","40","31","32","116","231","40","14","9","9","9","0","1","24","0","3","116","231","24","6","9","9","9","31","12","40","31","32","116","231","40","14","9","9","9","0","12","24","0","3","116","231","24","6","9","9","9","0","1","24","0","3","116","231","24","6","9","9","9","31","1","40","31","32","116","231","40","14","9","9","9","1799100.0"
"269","31","12","40","31","32","85","29","40","14","9","9","9","31","1","40","31","32","85","29","40","14","9","9","9","31","12","40","31","32","85","29","40","14","109","9","9","0","12","42","0","3","85","29","42","6","9","9","9","31","12","40","31","32","85","29","40","14","8","9","9","31","1","40","31","32","85","29","40","14","8","9","9","0","1","42","0","3","85","29","42","6","9","9","9","31","1","40","31","32","85","29","40","14","109","9","9","31","12","40","31","32","85","29","40","6","102","9","9","31","1","40","31","32","85","29","40","6","102","9","9","1637280.0"
"27","31","12","40","31","32","85","29","40","14","9","9","9","31","1","40","31","32","85","29","40","14","9","9","9","31","12","40","31","32","85","29","40","14","8","9","9","31","1","40","31","32","85","29","40","14","8","9","9","31","12","40","31","32","85","29","40","14","9","9","9","31","1","40","31","32","85","29","40","14","9","9","9","31","12","40","31","32","85","29","40","6","35","9","9","31","1","40","31","32","85","29","40","6","35","9","9","31","12","40","31","32","85","29","40","14","9","9","9","31","1","40","31","32","85","29","40","14","9","9","9","425760.0"
"271","48","12","10","48","49","135","5","10","14","9","9","9","48","12","10","48","49","135","5","10","14","9","9","9","48","1","10","48","49","135","5","10","14","9","9","9","48","1","10","48","49","135","5","10","14","9","9","9","48","12","10","48","49","135","5","10","6","86","9","9","48","1","10","48","49","135","5","10","6","86","9","9","48","12","51","48","49","135","5","51","39","9","9","9","0","12","46","0","3","135","5","46","6","9","9","9","48","1","51","48","49","135","5","51","39","9","9","9","0","1","46","0","3","135","5","46","6","9","9","9","6600240.0"
"272","17","12","23","17","19","82","21","23","14","9","9","9","17","1","23","17","19","82","21","23","14","9","9","9","17","12","70","17","19","82","21","70","14","8","9","9","17","1","70","17","19","82","21","70","14","8","9","9","17","12","70","17","19","82","21","70","6","113","9","9","17","1","70","17","19","82","21","70","6","113","9","9","17","12","23","17","19","82","21","23","6","75","9","9","0","12","24","0","3","82","21","24","6","28","65","9","17","1","23","17","19","82","21","23","6","75","9","9","0","1","24","0","3","82","21","24","6","28","65","9","1390740.0"
"273","17","12","23","17","19","85","21","23","14","8","9","9","17","1","23","17","19","85","21","23","14","8","9","9","17","12","23","17","19","85","21","23","6","75","9","9","17","12","26","17","19","85","21","26","6","16","9","9","17","1","26","17","19","85","21","26","6","16","9","9","0","12","24","0","3","85","21","24","6","85","9","9","17","1","23","17","19","85","21","23","6","75","9","9","0","1","24","0","3","85","21","24","6","85","9","9","53","12","57","53","55","85","21","57","6","85","9","9","53","1","57","53","55","85","21","57","6","85","9","9","1483680.0"
"274","31","12","30","31","32","75","21","30","14","8","9","9","31","1","30","31","32","75","21","30","14","8","9","9","31","12","30","31","32","75","21","30","39","9","9","9","0","12","42","0","3","75","21","42","6","9","9","9","0","1","42","0","3","75","21","42","6","9","9","9","31","1","30","31","32","75","21","30","39","9","9","9","31","12","30","31","32","75","21","30","6","65","9","9","0","12","42","0","3","75","21","42","6","75","9","9","53","12","95","53","55","75","21","95","6","75","9","9","31","1","30","31","32","75","21","30","6","65","9","9","133740.0"
"277","215","12","216","215","217","75","5","216","6","75","9","9","215","1","216","215","217","75","5","216","6","75","9","9","0","12","46","0","3","75","5","46","6","75","9","9","0","1","46","0","3","75","5","46","6","75","9","9","114","12","91","114","115","75","5","91","6","75","9","9","114","1","91","114","115","75","5","91","6","75","9","9","92","12","91","92","93","75","5","91","14","9","9","9","92","1","91","92","93","75","5","91","14","9","9","9","92","12","91","92","93","75","5","91","6","9","9","9","92","1","91","92","93","75","5","91","6","9","9","9","308640.0"
"28","71","12","18","71","72","144","29","18","14","9","9","9","71","1","18","71","72","144","29","18","14","9","9","9","71","12","18","71","72","144","29","18","14","75","9","9","71","1","18","71","72","144","29","18","14","75","9","9","71","12","15","71","72","144","29","15","14","65","9","9","0","12","24","0","3","144","29","24","6","9","9","9","0","1","24","0","3","144","29","24","6","9","9","9","71","1","15","71","72","144","29","15","14","65","9","9","0","12","24","0","3","144","29","24","6","9","9","9","0","1","24","0","3","144","29","24","6","9","9","9","3347040.0"
"29","67","12","26","67","68","175","5","26","14","9","9","9","67","1","26","67","68","175","5","26","14","9","9","9","67","12","70","67","68","175","5","70","14","9","9","9","67","1","70","67","68","175","5","70","14","9","9","9","67","12","23","67","68","175","5","23","14","9","9","9","67","1","23","67","68","175","5","23","14","9","9","9","67","12","70","67","68","175","5","70","6","41","9","9","67","1","70","67","68","175","5","70","6","41","9","9","67","12","70","67","68","175","5","70","6","27","9","9","67","1","70","67","68","175","5","70","6","27","9","9","3422340.0"
"3","48","12","15","48","49","4","5","15","14","65","9","9","0","12","2","0","3","4","5","2","14","9","9","9","48","1","15","48","49","4","5","15","14","65","9","9","0","1","2","0","3","4","5","2","14","9","9","9","11","12","10","11","13","4","5","10","6","16","9","9","11","1","10","11","13","4","5","10","6","16","9","9","0","12","2","0","3","4","5","2","6","4","9","9","0","1","2","0","3","4","5","2","6","4","9","9","58","12","57","58","59","4","5","57","6","4","9","9","58","1","57","58","59","4","5","57","6","4","9","9","1528320.0"
"30","48","12","34","48","49","62","5","34","14","16","9","9","0","12","2","0","3","62","5","2","6","9","9","9","0","1","2","0","3","62","5","2","6","9","9","9","48","1","34","48","49","62","5","34","14","16","9","9","48","12","83","48","49","62","5","83","6","9","9","9","48","1","83","48","49","62","5","83","6","9","9","9","48","12","51","48","49","62","5","51","6","232","9","9","48","1","51","48","49","62","5","51","6","232","9","9","48","12","15","48","49","62","5","15","6","82","9","9","0","12","2","0","3","62","5","2","6","62","9","9","2400.0"
"31","11","12","10","11","13","74","5","10","14","9","9","9","11","1","10","11","13","74","5","10","14","9","9","9","11","12","10","11","13","74","5","10","14","8","9","9","11","1","10","11","13","74","5","10","14","8","9","9","11","12","10","11","13","74","5","10","6","75","9","9","11","1","10","11","13","74","5","10","6","75","9","9","11","12","34","11","13","74","5","34","6","160","9","9","11","1","34","11","13","74","5","34","6","160","9","9","0","12","2","0","3","74","5","2","6","86","8","9","0","1","2","0","3","74","5","2","6","86","8","9","2700180.0"
"32","48","12","18","48","49","151","37","18","14","9","9","9","48","1","18","48","49","151","37","18","14","9","9","9","48","12","51","48","49","151","37","51","14","9","9","9","48","1","51","48","49","151","37","51","14","9","9","9","48","12","34","48","49","151","37","34","14","9","9","9","48","1","34","48","49","151","37","34","14","9","9","9","48","12","51","48","49","151","37","51","14","75","9","9","48","1","51","48","49","151","37","51","14","75","9","9","48","12","15","48","49","151","37","15","14","8","9","9","48","1","15","48","49","151","37","15","14","8","9","9","2423700.0"
"33","71","12","18","71","72","74","29","18","14","8","9","9","71","1","18","71","72","74","29","18","14","8","9","9","0","12","24","0","3","74","29","24","6","9","9","9","71","12","18","71","72","74","29","18","14","8","9","9","0","1","24","0","3","74","29","24","6","9","9","9","71","1","18","71","72","74","29","18","14","8","9","9","71","12","18","71","72","74","29","18","6","65","9","9","71","1","18","71","72","74","29","18","6","65","9","9","71","12","15","71","72","74","29","15","6","82","9","9","71","1","15","71","72","74","29","15","6","82","9","9","1934400.0"
"34","67","12","26","67","68","82","37","26","14","8","9","9","67","1","26","67","68","82","37","26","14","8","9","9","67","12","23","67","68","82","37","23","14","8","9","9","67","1","23","67","68","82","37","23","14","8","9","9","67","12","23","67","68","82","37","23","6","109","9","9","67","1","23","67","68","82","37","23","6","109","9","9","67","12","10","67","68","82","37","10","6","4","9","9","67","1","10","67","68","82","37","10","6","4","9","9","67","12","26","67","68","82","37","26","6","65","9","9","0","12","42","0","3","82","37","42","6","82","9","9","1965360.0"
"35","48","12","51","48","49","60","5","51","14","9","9","9","48","1","51","48","49","60","5","51","14","9","9","9","48","12","18","48","49","60","5","18","14","9","9","9","48","1","18","48","49","60","5","18","14","9","9","9","48","12","34","48","49","60","5","34","14","65","9","9","48","12","51","48","49","60","5","51","6","52","9","9","48","1","34","48","49","60","5","34","14","65","9","9","48","1","51","48","49","60","5","51","6","52","9","9","0","12","2","0","3","60","5","2","6","45","8","9","0","12","2","0","3","60","5","2","6","9","9","9","2328000.0"
"36","48","12","34","48","49","82","5","34","14","9","9","9","48","1","34","48","49","82","5","34","14","9","9","9","48","12","51","48","49","82","5","51","14","8","9","9","48","1","51","48","49","82","5","51","14","8","9","9","11","12","10","11","13","82","5","10","14","9","9","9","48","12","10","48","49","82","5","10","14","9","9","9","11","1","10","11","13","82","5","10","14","9","9","9","48","1","10","48","49","82","5","10","14","9","9","9","0","12","46","0","3","82","5","46","6","9","9","9","48","12","34","48","49","82","5","34","14","9","9","9","1484400.0"
"37","31","12","40","31","32","162","29","40","14","8","9","9","100","12","70","100","19","162","29","70","6","9","9","9","100","1","70","100","19","162","29","70","6","9","9","9","31","1","40","31","32","162","29","40","14","8","9","9","31","12","40","31","32","162","29","40","14","8","9","9","31","1","40","31","32","162","29","40","14","8","9","9","31","12","18","31","32","162","29","18","6","35","9","9","31","1","18","31","32","162","29","18","6","35","9","9","31","12","233","31","32","162","29","233","6","187","9","9","31","1","233","31","32","162","29","233","6","187","9","9","1839600.0"
"38","11","12","15","11","13","174","5","15","14","9","9","9","11","1","15","11","13","174","5","15","14","9","9","9","48","12","51","48","49","174","5","51","14","8","9","9","48","1","51","48","49","174","5","51","14","8","9","9","11","12","10","11","13","174","5","10","14","9","9","9","11","1","10","11","13","174","5","10","14","9","9","9","11","12","10","11","13","174","5","10","6","65","9","9","11","1","10","11","13","174","5","10","6","65","9","9","11","12","10","11","13","174","5","10","14","9","9","9","11","1","10","11","13","174","5","10","14","9","9","9","4795980.0"
"39","67","12","70","67","68","4","21","70","14","8","9","9","67","1","70","67","68","4","21","70","14","8","9","9","67","12","70","67","68","4","21","70","14","8","9","9","0","12","42","0","3","4","21","42","6","9","9","9","0","1","42","0","3","4","21","42","6","9","9","9","67","1","70","67","68","4","21","70","14","8","9","9","67","12","70","67","68","4","21","70","6","16","9","9","0","12","42","0","3","4","21","42","6","4","9","9","67","1","70","67","68","4","21","70","6","16","9","9","0","1","42","0","3","4","21","42","6","4","9","9","439020.0"
"4","234","12","10","234","49","60","5","10","14","9","9","9","234","1","10","234","49","60","5","10","14","9","9","9","48","12","34","48","49","60","5","34","14","8","9","9","0","12","46","0","3","60","5","46","6","8","9","9","48","1","34","48","49","60","5","34","14","8","9","9","48","12","34","48","49","60","5","34","6","9","9","9","0","1","46","0","3","60","5","46","6","8","9","9","48","1","34","48","49","60","5","34","6","9","9","9","48","12","51","48","49","60","5","51","6","7","9","9","48","1","51","48","49","60","5","51","6","7","9","9","45660.0"
"40","100","12","23","100","19","162","21","23","14","9","9","9","100","1","23","100","19","162","21","23","14","9","9","9","100","12","70","100","19","162","21","70","14","8","9","9","100","1","70","100","19","162","21","70","14","8","9","9","100","12","23","100","19","162","21","23","14","8","9","9","100","1","23","100","19","162","21","23","14","8","9","9","100","12","23","100","19","162","21","23","6","103","9","9","100","1","23","100","19","162","21","23","6","103","9","9","100","12","23","100","19","162","21","23","39","9","9","9","100","1","23","100","19","162","21","23","39","9","9","9","1167360.0"
"41","17","12","23","17","19","82","21","23","14","8","9","9","17","1","23","17","19","82","21","23","14","8","9","9","17","12","23","17","19","82","21","23","14","9","9","9","0","12","24","0","3","82","21","24","6","9","9","9","17","1","23","17","19","82","21","23","14","9","9","9","17","12","23","17","19","82","21","23","6","7","9","9","0","1","24","0","3","82","21","24","6","9","9","9","17","1","23","17","19","82","21","23","6","7","9","9","17","12","70","17","19","82","21","70","6","4","9","9","17","1","70","17","19","82","21","70","6","4","9","9","1606440.0"
"42","71","12","18","71","72","69","21","18","14","8","9","9","71","1","18","71","72","69","21","18","14","8","9","9","71","12","18","71","72","69","21","18","6","82","9","9","71","1","18","71","72","69","21","18","6","82","9","9","0","12","24","0","3","69","21","24","6","9","9","9","0","1","24","0","3","69","21","24","6","9","9","9","71","12","15","71","72","69","21","15","6","94","9","9","71","1","15","71","72","69","21","15","6","94","9","9","71","12","30","71","72","69","21","30","6","103","9","9","71","1","30","71","72","69","21","30","6","103","9","9","452220.0"
"43","31","12","30","31","32","160","29","30","14","9","9","9","31","1","30","31","32","160","29","30","14","9","9","9","31","12","40","31","32","160","29","40","14","8","9","9","0","12","24","0","3","160","29","24","6","9","9","9","31","1","40","31","32","160","29","40","14","8","9","9","0","1","24","0","3","160","29","24","6","9","9","9","31","12","40","31","32","160","29","40","6","33","9","9","31","1","40","31","32","160","29","40","6","33","9","9","31","12","30","31","32","160","29","30","6","28","9","9","31","1","30","31","32","160","29","30","6","28","9","9","359820.0"
"44","235","12","26","235","68","236","237","26","14","9","9","9","235","1","26","235","68","236","237","26","14","9","9","9","235","12","70","235","68","236","237","70","14","8","9","9","235","1","70","235","68","236","237","70","14","8","9","9","235","12","70","235","68","236","237","70","6","85","9","9","235","1","70","235","68","236","237","70","6","85","9","9","235","12","26","235","68","236","237","26","6","109","9","9","235","1","26","235","68","236","237","26","6","109","9","9","235","12","26","235","68","236","237","26","6","60","9","9","235","1","26","235","68","236","237","26","6","60","9","9","2098800.0"
"45","71","12","18","71","72","60","21","18","14","8","9","9","71","1","18","71","72","60","21","18","14","8","9","9","71","12","34","71","72","60","21","34","14","8","9","9","71","1","34","71","72","60","21","34","14","8","9","9","71","12","34","71","72","60","21","34","6","52","9","9","71","1","34","71","72","60","21","34","6","52","9","9","0","12","24","0","3","60","21","24","6","9","9","9","0","1","24","0","3","60","21","24","6","9","9","9","238","12","40","238","32","60","21","40","6","9","9","9","238","1","40","238","32","60","21","40","6","9","9","9","144660.0"
"46","71","12","51","71","72","4","29","51","14","9","9","9","71","1","51","71","72","4","29","51","14","9","9","9","71","12","34","71","72","4","29","34","14","9","9","9","71","1","34","71","72","4","29","34","14","9","9","9","71","12","51","71","72","4","29","51","14","9","9","9","71","12","18","71","72","4","29","18","14","8","9","9","71","1","51","71","72","4","29","51","14","9","9","9","71","1","18","71","72","4","29","18","14","8","9","9","71","12","18","71","72","4","29","18","6","7","9","9","71","1","18","71","72","4","29","18","6","7","9","9","164340.0"
"47","31","12","30","31","32","4","29","30","14","8","9","9","31","1","30","31","32","4","29","30","14","8","9","9","31","12","30","31","32","4","29","30","39","9","9","9","0","12","24","0","3","4","29","24","6","9","9","9","31","1","30","31","32","4","29","30","39","9","9","9","31","12","30","31","32","4","29","30","6","7","9","9","0","1","24","0","3","4","29","24","6","9","9","9","31","1","30","31","32","4","29","30","6","7","9","9","31","12","30","31","32","4","29","30","14","9","9","9","31","1","30","31","32","4","29","30","14","9","9","9","1386060.0"
