"caseId","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","remainingTime"
"9","89","1","54","89","14","71","16","54","6","7","7","7","89","10","54","89","14","71","16","54","6","7","7","7","89","1","17","89","14","71","16","17","6","9","7","7","89","10","17","89","14","71","16","17","6","9","7","7","89","1","17","89","14","71","16","17","11","42","7","7","1841100.0"
"90","59","1","48","59","60","151","246","48","6","7","7","7","59","10","48","59","60","151","246","48","6","7","7","7","59","1","2","59","60","151","246","2","6","61","7","7","59","10","2","59","60","151","246","2","6","61","7","7","59","1","27","59","60","151","246","27","11","49","7","7","435000.0"
"91","37","1","38","37","39","153","247","38","6","7","7","7","37","10","38","37","39","153","247","38","6","7","7","7","37","1","2","37","39","153","247","2","6","61","7","7","37","10","2","37","39","153","247","2","6","61","7","7","37","1","2","37","39","153","247","2","11","7","7","7","530340.0"
"92","59","1","48","59","60","91","25","48","6","7","7","7","59","10","48","59","60","91","25","48","6","7","7","7","59","1","48","59","60","91","25","48","6","9","7","7","59","10","48","59","60","91","25","48","6","9","7","7","59","1","48","59","60","91","25","48","11","61","7","7","1905540.0"
"93","104","1","33","104","23","73","156","33","6","7","7","7","104","1","33","104","23","73","156","33","11","223","7","7","104","10","33","104","23","73","156","33","6","7","7","7","104","10","33","104","23","73","156","33","11","223","7","7","104","1","22","104","23","73","156","22","11","223","7","7","3767700.0"
"95","0","1","27","0","3","248","154","27","6","7","7","7","0","10","27","0","3","248","154","27","6","7","7","7","0","1","8","0","3","248","154","8","6","52","7","7","0","10","8","0","3","248","154","8","6","52","7","7","43","1","18","43","20","248","154","18","11","7","7","7","2657160.0"
"96","43","1","45","43","20","151","25","45","11","7","7","7","43","10","45","43","20","151","25","45","11","7","7","7","43","1","45","43","20","151","25","45","11","151","7","7","43","10","45","43","20","151","25","45","11","151","7","7","138","1","152","138","139","151","25","152","11","7","7","7","117600.0"
"97","43","1","45","43","20","56","25","45","11","56","7","7","43","10","45","43","20","56","25","45","11","56","7","7","121","1","142","121","122","56","25","142","11","250","7","7","121","10","142","121","122","56","25","142","11","250","7","7","121","1","152","121","122","56","25","152","11","249","7","7","923880.0"
"98","43","1","45","43","20","251","25","45","11","253","7","7","43","10","45","43","20","251","25","45","11","253","7","7","121","1","70","121","122","251","25","70","11","214","7","7","121","10","70","121","122","251","25","70","11","214","7","7","121","1","152","121","122","251","25","152","11","252","7","7","7500.0"
"99","43","1","18","43","20","254","130","18","11","7","7","7","43","10","18","43","20","254","130","18","11","7","7","7","43","1","18","43","20","254","130","18","11","7","7","7","43","10","18","43","20","254","130","18","11","7","7","7","43","1","18","43","20","254","130","18","11","253","7","7","391680.0"
