,elapsed_time,total_time,remaining_time,XG_2000,RF_50,LM_pred,Lasso
6122,3990720,6232860,2242140,2249861.0,2244010.8,0.0,2374875.17723
3483,1786860,1938900,152040,156787.234375,144466.8,733870.879211,217313.610024
4391,1982100,2639280,657180,665114.625,626858.4,1460195.25568,537139.115008
1946,1588980,7319880,5730900,5646395.5,5471162.4,5755173.73993,5597994.04569
5145,3662700,6825900,3163200,3169339.25,3158720.4,3227375.1134,3121932.94115
6728,683940,2525940,1842000,1825407.0,1830476.4,1996824.54932,1679152.55431
7525,5788440,6845160,1056720,1090655.125,996788.4,2151715.96545,1203745.71722
3876,1059420,1897500,838080,841440.0,826581.6,12741627293.2,814059.298318
8609,5995740,6232860,237120,243680.03125,236522.4,292570639.612,400322.780359
7919,20580,665160,644580,300321.3125,383126.4,76924.6160278,243484.430015
7564,349020,402780,53760,37648.3359375,106273.2,456846.643921,338947.581216
2325,190080,2639280,2449200,3101557.5,2687864.4,3693618.09393,3637343.90145
8207,1891560,2525940,634380,627060.6875,642279.6,638852.00354,324422.685144
3194,1733160,3083940,1350780,1359672.625,1353540.0,1410195.21301,1485703.37247
3412,65160,243720,178560,172809.0625,262167.6,645065.826416,317135.780535
7622,886800,1822860,936060,932429.5625,932906.4,675757.42627,757810.859103
4501,2123400,2123400,0,990.71661377,23706.0,604200.715393,320199.664302
5641,1626660,1713060,86400,43314.109375,140553.6,63656.8116455,-132390.693717
6111,492060,2714040,2221980,2174049.0,2237204.4,1457967.88354,2294017.5801
6821,883680,2525940,1642260,1619102.375,1642077.6,1811529.06519,1675913.2463
1441,28920,3646740,3617820,6107407.5,5847783.6,5384222.60913,4706389.31673
1859,1782000,1785600,3600,664.188598633,18324.0,0.0,-159259.66171
4268,1300800,1303500,2700,308318.78125,194680.8,0.0,133184.391527
2582,430260,1898460,1468200,1435896.375,1351557.6,1113640.67084,935556.009963
450,527400,626340,98940,87750.5703125,377740.8,168935.966248,9695.73387278
1103,0,3257040,3257040,3558753.5,3379126.8,3619244.7403,2555947.08219
1873,1835220,3974400,2139180,2180868.25,2252406.0,2228399.97015,2066531.08883
8220,2677320,3281700,604380,619158.8125,608654.4,0.0,170586.399336
7218,6225300,6225300,0,259.893188477,4954.8,74504.3757935,1866.65302533
5077,4155300,7319880,3164580,3125990.75,3169006.8,3504514.7193,2946869.77455
5549,3473340,6232860,2759520,2751530.25,2759394.0,2223560.36346,2701472.42319
8966,1986480,2086740,100260,0.0,84728.4,30282.6190186,196507.630198
4608,957840,975720,17880,114496.476562,106916.4,0.0,-166061.197303
8338,1561140,1620480,59340,41779.1054688,55754.4,0.0,45325.18536
3865,3307500,7319880,4012380,4059455.5,3970944.0,0.0,3954420.23923
1682,1270980,7319880,6048900,6075045.0,5911350.0,6468850.84802,6726408.46897
5245,39660,39660,0,990134.25,733908.0,3207092584.14,1207128.81941
602,35160,6361440,6326280,2806911.25,2600156.4,2109224.34375,2359801.7382
7021,2529060,3206820,677760,660423.75,660268.8,1035346.80164,555568.14774
4784,3997380,7319880,3322500,3226414.75,3155216.4,3460490.01672,3415021.75263
3767,856320,1303500,447180,441654.34375,454527.6,0.0,578964.542823
4986,803040,3206820,2403780,2311146.75,2400658.8,14708432151.5,2746385.46269
8405,2147160,2525940,378780,374094.625,358920.0,0.0,363733.790906
8026,1488720,2036760,548040,510205.3125,546177.6,534652.585266,448098.064305
454,382260,608400,226140,206066.703125,966406.8,0.0,506680.146981
2218,1478580,2195880,717300,772118.25,703629.6,1247570.48938,532029.642802
1054,341160,2385960,2044800,2107608.0,2001508.8,6284097638.16,2386727.74953
4837,47700,1532940,1485240,1394921.625,1447377.6,1421620.97662,969156.17037
8642,4193760,4327560,133800,126179.53125,154603.2,0.0,41588.7421426
5155,46080,608940,562860,660920.9375,649339.2,0.0,-78901.1779112
6565,1724160,2027040,302880,319179.09375,398852.4,15632846479.1,445847.233133
7290,41040,123600,82560,188387.953125,253024.8,0.0,-312964.375878
7711,6486000,7406100,920100,914844.125,934875.6,1368606.91187,843080.512776
3665,783720,1897500,1113780,1107465.5,1114656.0,4949355432.4,26171.6762778
8174,622020,626580,4560,61816.6601562,53390.4,653659.025208,887846.108837
6119,1039080,1736340,697260,693598.1875,723576.0,1533409.80347,930209.899951
863,7620,6825900,6818280,6472740.5,5594155.2,2735519.47559,2533127.69358
2261,888180,1144740,256560,344620.03125,204108.0,402919.647095,702487.303118
1628,13980,3545820,3531840,3203630.5,3641204.4,2556108.11334,2338343.8035
4656,313680,438000,124320,199061.84375,418779.6,891417.296936,306663.172144
55,10800,274500,263700,256640.734375,561070.8,2243476.39471,1715875.99324
4554,2074200,2639280,565080,567682.625,554985.6,293860.207642,596675.246703
5370,4673100,6670800,1997700,2036411.125,2066548.8,2255247.96002,1987942.26464
771,656760,7552500,6895740,6879912.5,6836109.6,6989072.39496,6622204.20191
1477,45300,3646740,3601440,5464184.0,5422416.0,4190113.15393,3653405.916
1904,643260,954000,310740,454253.75,475612.8,1616212.22076,1684405.30355
8943,2459400,2525940,66540,69535.5390625,72997.2,0.0,92726.3789764
4887,749580,3206820,2457240,2447486.75,2443431.6,2520677.64087,2716704.8358
7138,622620,748200,125580,106436.742188,126259.2,3975.56347656,-35752.8361048
5967,1967100,3225180,1258080,1210350.75,1145601.6,1180137.1214,625484.320566
731,353040,582540,229500,310715.53125,226365.6,184264.311279,851723.790037
3112,1086600,2123400,1036800,1058772.625,1071118.8,1169787.185,1133875.9709
7815,1374660,1374660,0,46415.5976562,14928.0,818230.239136,290650.210718
4643,3997200,7406100,3408900,3352177.0,3408861.6,3456848.5459,3264872.27092
7702,1454340,1462860,8520,48622.4960938,70864.8,319164.524597,-609391.27261
5367,226380,496500,270120,299410.75,504880.8,314867.970154,481278.415208
2198,1737960,7299960,5562000,5532478.5,5610994.8,6078734.07611,5258279.20031
5849,697860,1736340,1038480,885402.5,778834.8,1404616.24841,1069806.91566
2549,1814400,1818000,3600,298.22756958,13273.2,0.0,-35683.9241049
8061,768600,1091400,322800,339565.21875,306082.8,1213136.46808,1405632.0678
6774,1651020,1811280,160260,147303.609375,155071.2,0.0,176440.359034
90,115860,3974400,3858540,3606572.25,3794238.0,2730044.22119,3070639.66926
1031,90660,3519180,3428520,3450008.25,3423781.2,2676585.58569,3160180.41446
1277,379140,861720,482580,517575.4375,509360.4,424607.770264,782148.221825
1172,80340,1303440,1223100,1213837.25,1278411.6,889377.066467,1431006.82535
1617,1507920,6225300,4717380,4759291.5,4691161.2,0.0,4766361.3159
2014,960,496560,495600,577727.6875,800128.8,1934330.41479,1937979.8378
3188,2692980,7299960,4606980,4597500.5,4629624.0,4771577.45404,4557052.7709
1553,101820,3656580,3554760,3391426.75,3401518.8,3945243.07599,3987114.05083
836,777120,4817700,4040580,4111379.75,3806668.8,0.0,3809307.18334
2638,1153080,1447140,294060,145895.0,675307.2,0.0,179004.834145
1300,13440,1658640,1645200,1653355.125,1685668.8,2135936.6759,2194132.38027
5758,100440,2714040,2613600,2398581.25,2513943.6,2838333.4151,2125267.21456
3946,2848560,3996240,1147680,1121178.875,1152067.2,1544797.97473,1472443.42078
7690,6591540,7552500,960960,954683.6875,921934.8,9755596387.99,503475.342308
1119,41880,1303440,1261560,1421702.0,1287092.4,1571025.96509,1581831.24043
958,161460,2385960,2224500,2332051.5,1848784.8,3251691.5556,2439877.36643
7558,5913060,6135000,221940,516299.9375,870788.4,70226.5895386,-33272.3806921
1092,339840,6825900,6486060,6116441.5,6412920.0,3155794.67749,3845240.21674
8662,6781920,6845160,63240,57396.6015625,60404.4,151777.782654,130955.574708
8306,428820,810360,381540,342047.8125,345943.2,534818.556091,804208.477319
2518,1136940,3191940,2055000,2023791.25,2050791.6,1269866.2572,1708699.70047
4291,2465520,6232860,3767340,3798759.5,3722416.8,3011042.63708,3814053.60112
6029,43020,2525940,2482920,2335983.5,2277248.4,1555623.59833,1068010.04193
1453,1204800,7401300,6196500,6138259.0,5904133.2,4903103.81714,4883799.14222
3239,1779480,3083940,1304460,1351288.625,1332765.6,1671369.28461,1494144.14041
8077,61800,87180,25380,44353.8710938,93027.6,0.0,-110380.442497
5900,721320,3281700,2560380,2532900.0,2532199.2,5931839482.16,2260403.23051
1458,139740,3083940,2944200,2950845.0,2890285.2,2362743.5871,2875905.1663
6906,217800,1113000,895200,901881.4375,882423.6,132352.737915,294071.437412
3133,219240,4648740,4429500,4411518.5,4314218.4,5203685.4259,4784466.69141
6932,1177800,1326000,148200,152919.875,150818.4,0.0,94235.6749283
8375,192840,272580,79740,133240.15625,174104.4,0.0,-2217.96093802
3916,3426000,7401300,3975300,2780421.75,3740972.4,3925885.6178,3524683.94804
7665,41460,445560,404100,553753.5,583334.4,0.0,-479111.202693
1832,1171800,5649480,4477680,4027803.0,3424810.8,3573968.77802,2910806.62031
5926,176880,1326000,1149120,1157840.75,1145998.8,111247.55896,945308.919468
303,136320,4151700,4015380,3652199.5,3876469.2,5349665.88782,4564367.73684
5099,109560,3281700,3172140,3175561.25,3014755.2,2115174.19836,1383229.75959
2047,607800,6181200,5573400,5607034.5,5565879.6,5306963.28296,4870409.32009
4640,3388500,6825900,3437400,3366322.75,3365310.0,3048157.33319,3314657.8116
3205,2706720,7299960,4593240,4597459.5,4592134.8,3908087.0788,4495804.83934
8915,914940,992100,77160,54516.546875,71854.8,522241.677002,19155.8659773
8778,2366640,2525940,159300,176091.5,265280.4,0.0,-292542.476375
5307,222360,3281700,3059340,3105223.25,2878110.0,2109459.97687,1861870.63128
6781,844140,2567700,1723560,1785141.5,1724804.4,1956227.71802,1782998.46213
5122,267600,2496960,2229360,1545151.75,1741772.4,794692.709534,864591.118883
8008,1393140,1779540,386400,402939.59375,367071.6,1808649.65118,401466.813017
2147,577200,586680,9480,87688.6015625,105634.8,0.0,-440702.130178
3512,2331180,3519180,1188000,1137888.0,1187938.8,1087612.76257,1169747.30246
7036,41520,1564260,1522740,1163174.625,1355997.6,1031073.47607,1592142.43574
1365,61020,1658640,1597620,1818781.125,1184248.8,1892267.29761,1972081.68753
5843,3645540,6232860,2587320,2651792.25,2603817.6,0.0,2625694.96564
6382,674760,2714040,2039280,2018194.625,2024568.0,2277056.95984,1933864.94883
7006,1027320,2567700,1540380,1468341.5,1540455.6,1435889.94678,1356685.16889
3834,3286980,7319880,4032900,4019751.5,4023589.2,4267201.04089,4238344.6313
7063,747180,1374660,627480,572787.0,626304.0,718664.61615,520446.768305
2545,1814400,1818900,4500,10088.5712891,172344.0,0.0,74365.7859846
4328,1347900,1897500,549600,416008.15625,461241.6,11114439387.6,203541.539271
6986,3425820,3643800,217980,206884.90625,222206.4,0.0,266721.172148
4852,2976000,2979600,3600,0.0,140038.8,2537973.55444,2305332.13382
6226,2835660,4836120,2000460,1974003.125,1938160.8,1685212.34912,2214721.5435
2020,1325640,1818000,492360,453479.9375,506416.8,581111.490417,580616.160094
1951,1270440,1818000,547560,547263.625,542550.0,1399778.21924,509636.983107
164,125700,6670800,6545100,6482026.0,6524274.0,5878017.47858,5228101.31187
3960,1057140,1201080,143940,202511.4375,292152.0,498851.673828,469004.074457
7572,853500,1822860,969360,930245.5625,956064.0,0.0,563292.670671
8501,2880,163800,160920,859574.5,185606.4,308782.169922,489247.10842
3308,544800,3215700,2670900,2663445.0,2602400.4,2843992.12286,2130179.07945
8406,4500,4500,0,59908.75,138427.2,158032.359497,416353.199256
5591,82560,2756640,2674080,2710196.75,2605083.6,2693023.78137,2448420.61263
5711,133560,979740,846180,1015311.3125,1330658.4,1774236.94727,1170402.00558
4514,1332240,3643800,2311560,2333473.75,2302432.8,1753909.32843,2277808.65668
7846,51840,133560,81720,396121.34375,426940.8,1656766.58594,1689725.49229
8103,32460,736020,703560,571498.875,649434.0,1326708.36926,999344.968959
4055,673200,1800900,1127700,1117563.75,1031764.8,703036.360046,831612.540275
2424,1753200,1818000,64800,181356.453125,179934.0,0.0,-109046.650525
4418,3312840,5649480,2336640,2391571.0,2282416.8,2209226.36121,2336572.96443
8638,89760,163800,74040,125037.296875,112248.0,917801.952393,1394255.36834
7566,534900,534900,0,14702.4472656,135901.2,0.0,-471536.918168
455,382320,4151700,3769380,3730079.25,3747148.8,3299918.40735,3954148.37864
4024,3073380,5649480,2576100,2584346.25,2560273.2,1063481979.13,2814881.29279
3959,2161620,3545820,1384200,1404860.875,1371811.2,22473736862.1,1285452.00819
6402,97740,1779540,1681800,1603233.0,1571073.6,1489659.15625,1511833.44629
2795,2423700,4151700,1728000,1337209.125,1391226.0,1700434.01691,1660583.25437
5781,3614940,6232860,2617920,2644533.75,2618326.8,13074590237.8,2526043.04854
6255,4680300,6825900,2145600,2196284.25,2130362.4,1939657.19574,2250354.05518
9013,6798300,6825900,27600,30973.8613281,18963.6,0.0,13282.3772483
471,393600,4151700,3758100,3484555.25,2959720.8,2137739.64728,3789642.51489
6051,104700,2567700,2463000,2513687.5,2459466.0,3058538.22437,3106653.18996
7987,2516100,3281700,765600,739333.25,754068.0,53443.2480469,569278.494456
5866,845820,2190660,1344840,1340149.375,1341650.4,1716168.08917,1246667.94291
6952,515820,748200,232380,258995.53125,234856.8,283918.225647,314072.921491
5455,463920,3281700,2817780,2487435.0,2497062.0,2767047.68036,2038844.03136
630,41880,6361440,6319560,4820252.5,2845318.8,4480706.1568,3849565.55315
4294,3059040,6825900,3766860,3773741.5,3765093.6,3821785.22717,3727657.10297
8857,632460,736020,103560,117083.039062,112250.4,0.0,-54174.56941
736,59760,459900,400140,264953.8125,596770.8,1899778323.06,166217.597632
5589,523200,557700,34500,38499.7109375,58309.2,28030.8494873,349369.133352
3860,3297360,7319880,4022520,4052455.0,3983328.0,21007599874.5,4046293.0706
6482,1284900,3281700,1996800,1990538.375,1918548.0,0.0,2318305.49379
3852,537960,1800900,1262940,1266936.375,1070730.0,1565631.71014,1092931.29806
849,502080,7299960,6797880,6752831.5,6799111.2,7659099.06628,6632726.96989
807,103080,6135000,6031920,5759009.0,5739586.8,5280262.69312,4535465.3022
6348,665400,2714040,2048640,2053681.75,2018545.2,2132936.92969,2049269.63638
884,156180,459900,303720,348218.75,310960.8,1112906.42926,498193.755305
3520,2332980,3519180,1186200,1155379.75,1183258.8,1148110.37415,1587063.36255
1927,511980,3656580,3144600,3138729.5,3133717.2,2140849.96436,2339741.47544
5382,3942900,3991980,49080,41842.5703125,108424.8,0.0,115053.959472
2577,79320,2044680,1965360,1994999.75,1969401.6,2845710.66724,2690295.90355
3689,114720,786600,671880,796360.6875,864484.8,1652613.63477,1414771.90831
5154,2016300,2073180,56880,188813.65625,94014.0,195058.617065,-199754.825001
6100,2221800,3225180,1003380,1003286.75,999728.4,1156292.88239,934460.765279
3389,2339640,3996240,1656600,1240107.375,1325682.0,294135.431091,-50762.7221899
1567,92520,6232860,6140340,6022066.5,6034268.4,5463797.01611,5057321.5257
8160,5563740,6232860,669120,670817.5625,662632.8,0.0,746282.583762
6980,701400,1374660,673260,691226.6875,674289.6,0.0,720686.589813
7454,24060,615060,591000,586197.1875,658387.2,0.0,5606.86679547
425,239340,7299960,7060620,7020245.0,7070294.4,5446659.29529,5550272.54926
7093,129780,534900,405120,400770.21875,402433.2,823772.847412,393344.873855
8558,82080,273900,191820,164635.421875,137116.8,0.0,-333384.173217
405,220080,4151700,3931620,3912904.25,3866107.2,5491954.99475,4873303.64466
6905,2831160,4327560,1496400,1535867.625,1493648.4,1782627.83807,1632400.70878
3151,429480,1303500,874020,807664.75,997182.0,1433144.11157,1010297.44652
4404,1457520,1851720,394200,323835.25,328116.0,0.0,-290473.667573
6578,4304040,6232860,1928820,1923801.125,1849244.4,5181357.78595,1937101.41956
1048,105780,3519180,3413400,3323577.25,3301855.2,2970704.1861,2987614.55041
539,505080,7552500,7047420,7060915.5,6906174.0,5467952.10364,6430731.6096
7922,1091820,1822860,731040,742007.125,750416.4,75167.6762085,755003.885445
5153,39000,1993260,1954260,1551012.25,1737685.2,272238.620056,728388.530375
5954,251160,979740,728580,812816.625,837976.8,796627.366089,532259.181497
5212,0,496500,496500,1126229.875,787459.2,2082826.45844,1723932.75641
2431,1098240,3191940,2093700,1971536.5,2120065.2,2099628.25067,2515516.75183
8731,4829760,4836120,6360,28491.5566406,64922.4,146053.748535,-43739.1259664
7042,117420,393120,275700,337056.3125,402105.6,0.0,305138.091384
834,244440,856140,611700,606548.5625,605448.0,749328.425537,689599.255156
8157,2612220,3281700,669480,668083.125,667542.0,0.0,920023.179936
5219,939480,3206820,2267340,2249404.25,2270568.0,2857066.85461,2384673.73771
1274,10020,3191940,3181920,3896217.5,3014458.8,3977413.77539,3953794.77493
8526,2442780,2480580,37800,22968.3671875,48030.0,0.0,-1156269.26778
590,28800,6361440,6332640,2346214.75,2008030.8,1793013.63025,2488818.56715
8115,175620,493260,317640,262074.734375,300588.0,797667.755676,495368.804776
7476,1273260,1300440,27180,0.0,49356.0,0.0,-449817.223175
6839,2422560,3206820,784260,740164.125,756507.6,7594697126.55,983301.523646
3785,3217500,7406100,4188600,4187139.5,4186358.4,0.0,4309669.20886
6601,3043920,3643800,599880,595936.875,595252.8,308394.45343,691614.461331
1204,14280,1144740,1130460,1224187.25,1234123.2,1435280.61713,1871025.65752
7995,1390920,1443960,53040,100617.5,80187.6,100356.975769,-299484.142755
3928,1029180,1201080,171900,204253.265625,212143.2,885668.613953,513353.561559
1376,81540,3083940,3002400,3273775.75,3111450.0,4570126.1925,3246019.93207
118,57360,7552500,7495140,6678579.0,5845171.2,4662239.90295,4188569.49943
1676,926100,5649480,4723380,4661832.5,3494690.4,2888700.56189,2493728.12114
8465,4085160,4327560,242400,250368.25,256404.0,807978.408752,548968.145819
3546,1317000,1479360,162360,215280.90625,275840.4,273168.80542,67602.9623612
610,430620,1300140,869520,903189.75,1144184.4,1903234.77045,2245635.54006
1622,153300,3656580,3503280,3497650.75,3421477.2,2781606.43158,2680511.25301
6871,908520,2525940,1617420,1616595.25,1602391.2,0.0,1645420.53362
7607,6321780,7319880,998100,981634.875,957998.4,248540.790039,1145629.61449
1197,66000,3257040,3191040,3137274.0,3207878.4,1397323.16803,1949938.34313
6044,89340,2567700,2478360,2455044.0,2448340.8,3104359.07599,3185210.80019
1497,74400,78900,4500,25970.3789062,234366.0,393161.255615,618693.688393
3316,1815180,3083940,1268760,1258331.125,1269777.6,1189806.23291,1096761.46656
5971,290100,2756640,2466540,2428771.5,2465028.0,0.0,2620053.12107
7658,1745640,2714040,968400,975534.0625,975988.8,69216.2598267,576567.402946
1581,0,2742780,2742780,1659494.0,1561126.8,857474.18811,1989174.40475
8720,4243560,4327560,84000,82614.1953125,79657.2,128526.247925,-15603.5418573
3536,738960,1262880,523920,609807.125,608029.2,0.0,-281480.359534
163,193800,3974400,3780600,3791710.5,3782535.6,3896666.36725,3713962.35237
0,0,262800,262800,1526501.125,1080322.8,1018973.15186,1355930.98177
8416,1153980,1327560,173580,166144.640625,143827.2,0.0,121038.033508
6999,1024560,2567700,1543140,1499009.0,1552057.2,1428054.72668,1541340.38103
6213,1881720,3206820,1325100,1489192.375,1487570.4,0.0,1479943.98512
3850,975240,1201080,225840,244968.328125,225001.2,140033.971497,626387.844483
453,468120,7552500,7084380,7152387.0,7085840.4,5962699.19073,7368837.99373
4084,518400,786600,268200,279056.84375,263308.8,296889.693481,115094.280689
4508,412440,3206820,2794380,2827935.75,2817544.8,3265563.40527,3510767.7893
2569,78120,2044680,1966560,2087567.75,1970352.0,2113328.42938,2913919.56022
8883,934800,934800,0,16206.3730469,87483.6,839552.264771,404843.069093
1931,1143720,2385960,1242240,1294169.25,1337341.2,1504539.46674,1545974.17144
3107,572280,2044680,1472400,1389131.625,1452744.0,1719609.80737,1785680.97535
1176,1096260,1314480,218220,207774.96875,248725.2,241298.471191,-240385.96461
6398,94740,1779540,1684800,1665376.0,1606000.8,1131970.31232,1384759.27572
2023,1041180,3519180,2478000,2484081.25,2501817.6,2277658.36707,2278959.48666
3019,368880,2044680,1675800,1718406.625,1644985.2,1790677.06329,2378577.85211
6870,908400,2525940,1617540,1615872.875,1608774.0,750497.754517,1627180.03515
702,603000,754200,151200,201739.078125,235568.4,1061491.82208,754749.339657
5213,173160,3281700,3108540,2702030.5,2402862.0,2332136.84399,1748730.70438
8954,810360,810360,0,1162532.5,684480.0,2982435.2923,3293684.41322
8332,3416340,3766500,350160,356490.875,349816.8,0.0,211243.97193
5303,3206400,3656580,450180,445964.90625,393134.4,588541.175171,305148.347753
7193,486900,1822860,1335960,1307187.875,1329546.0,0.0,2450.83473308
6103,282360,2567700,2285340,2309088.75,2315923.2,3081022.24249,2957389.61383
3975,3462900,7401300,3938400,3632805.5,3539611.2,4609172.51514,3740559.34883
6196,5356800,7552500,2195700,2057158.0,2215100.4,0.0,2052480.87231
1384,6240,78900,72660,206288.78125,395714.4,797006.105225,1167573.84952
7522,395340,534900,139560,95630.390625,171480.0,0.0,194550.220621
1379,536400,3991980,3455580,2814676.75,2561211.6,3961462.65698,3188616.10739
796,99240,1807260,1708020,1726122.25,1696203.6,2073910.73218,1929598.22183
1395,19920,6181200,6161280,5627175.5,5741420.4,3948359.99884,3699109.86245
7689,2747400,3636240,888840,889640.0625,846320.4,27174621141.9,390955.431329
9075,470460,470460,0,0.0,188116.8,0.0,-329849.83323
1736,1559700,4151700,2592000,2601625.5,2598766.8,2823450.38696,2647055.28082
7826,5968500,6825900,857400,855604.6875,857454.0,1492596.76654,1055296.4037
1680,1482000,6670800,5188800,5197925.5,5115670.8,5866494.91046,5600386.84209
6517,261840,2036760,1774920,1756335.625,1791660.0,0.0,2121475.12445
6257,2820180,3643800,823620,860153.3125,732133.2,0.0,947612.980401
6834,1706220,2555640,849420,799414.0625,799998.0,0.0,-146529.004067
6890,3367320,3643800,276480,273149.96875,317392.8,0.0,308904.46365
4440,54060,438000,383940,376938.1875,624015.6,986830.156433,934286.841903
5301,3203400,3656580,453180,446396.4375,435004.8,225197.200989,306433.078307
1135,1087200,7552500,6465300,6468692.5,6470110.8,6968846.42358,6187242.31217
3050,14400,4648740,4634340,4826063.5,4559029.2,4075123.74268,3682028.03337
1518,154500,1658640,1504140,1550138.25,1484618.4,1626977.2179,1711661.90447
1462,0,1938900,1938900,1523076.5,1700301.6,1890546.44879,2366283.16242
8225,899400,1327560,428160,438941.71875,424029.6,0.0,-680127.421805
7874,188760,345960,157200,160911.25,167890.8,197938.422485,1222634.93522
1285,14220,3191940,3177720,3270191.0,3128264.4,3332817.07166,3449737.40282
5114,265440,2496960,2231520,1611297.75,1874742.0,1273413.8819,989001.973246
3034,210900,3215700,3004800,3003314.25,3080823.6,2895639.13513,2514889.30479
7923,686040,1091400,405360,373323.4375,319078.8,1696338.48407,1425669.999
5339,812460,3766500,2954040,2317939.75,1990882.8,2295593.10553,1690735.28355
1111,1034460,1090800,56340,56233.5898438,137342.4,261014.318115,21462.9510979
8415,2388840,2714040,325200,312448.90625,318889.2,497489.282043,128765.481219
3277,2442000,5649480,3207480,3102318.25,2915919.6,2888255.88147,2900093.70794
1845,590580,954000,363420,771752.4375,1088318.4,890545.271057,1442328.24473
5510,4538760,7299960,2761200,2678717.75,2662760.4,0.0,2724408.89088
7854,103680,953340,849660,455572.90625,605036.4,1676008.13055,1345423.67227
3837,1031820,1897500,865680,869070.8125,872886.0,152873.420898,983337.987694
5396,4500180,7319880,2819700,2836754.0,2826400.8,2907363.91119,2970044.8963
4654,3894960,7299960,3405000,3388721.0,3308925.6,4821093.77197,3448990.07762
5201,1215600,1713060,497460,393463.78125,498825.6,587256.143982,340445.691343
4134,1677660,1894920,217260,295492.3125,225057.6,253755.677185,103065.254855
4745,2315760,2639280,323520,336179.6875,313036.8,0.0,397407.8525
685,90000,1818000,1728000,2012094.625,1663556.4,3191785.7829,2598847.19402
7589,1073940,1951380,877440,866363.6875,888061.2,420676.179199,773790.502042
6714,5716800,6670800,954000,952827.375,919282.8,1325555.7558,991771.792426
5190,4212180,7319880,3107700,3207877.75,3115734.0,2961096.65717,2944038.16216
8743,1388280,1564260,175980,138571.546875,158188.8,309734.379456,214235.25415
3668,1398720,1479360,80640,23515.7070312,146956.8,0.0,-868615.514348
5789,3656580,3656580,0,309225.15625,535982.4,662098.701538,134843.034238
3159,1039140,2639280,1600140,1591471.5,1573861.2,1945646.98553,1434958.32837
6278,110040,1374660,1264620,1149258.5,1153588.8,1624335.47479,1527733.46692
2040,1213740,2385960,1172220,1075323.25,1125376.8,1107005.9248,1150251.04662
8697,6647340,6825900,178560,168983.4375,156742.8,6508517738.35,228656.809962
7308,242640,534900,292260,304464.59375,278240.4,0.0,78530.8656664
3891,384420,786600,402180,409967.0625,437913.6,792846.844055,266759.465501
1335,1244280,7552500,6308220,6360597.5,6300351.6,6689237.47467,6437867.40136
434,424200,1090800,666600,770153.3125,839833.2,1748097.23761,2333501.05095
1407,210840,3257040,3046200,2839658.75,3179793.6,3743377.15198,3756051.66601
232,168420,280800,112380,670428.9375,736058.4,323456.75061,1060350.49019
640,0,6135000,6135000,4777946.5,4063692.0,2673050.17749,2499100.19514
4001,2876400,3996240,1119840,1122377.5,1121529.6,861999.05896,971512.282452
5991,5036400,7552500,2516100,2518657.75,2514542.4,2505635.87335,2603818.89601
517,575520,3974400,3398880,3392382.25,3679884.0,3705282.95276,3601623.41038
2793,2419200,4151700,1732500,862186.9375,1442701.2,0.0,-64432.0365199
5639,4856400,6670800,1814400,1724265.5,1842370.8,2139269.1181,1891045.80006
2364,245340,2639280,2393940,2395334.25,2478642.0,2778692.00092,3258764.72669
4893,48960,2555640,2506680,2459975.0,2079211.2,1234617.46472,1127313.12792
1977,1003860,3519180,2515320,2526592.25,2488972.8,2337670.53503,2496245.39089
7051,2553180,3206820,653640,653459.4375,650349.6,0.0,511608.54603
8408,5922900,6181200,258300,260508.21875,278901.6,0.0,-36722.0390828
632,621180,626340,5160,16047.2929688,29263.2,0.0,-32820.3069604
8525,4590840,4648740,57900,146474.265625,113899.2,422427.010132,276101.330635
6570,42840,1620480,1577640,1612244.125,1604736.0,2630521.44525,2512381.67827
2478,2076360,7299960,5223600,5176132.0,5293747.2,0.0,4962681.18369
1452,1234800,4151700,2916900,2603468.0,2919070.8,2875027.62372,2601361.42603
3004,1463940,3191940,1728000,1738707.75,1720752.0,1632242.3725,1913963.56664
6392,176520,1374660,1198140,1208984.625,1220924.4,1433841.50092,1139786.02982
4305,42960,3797940,3754980,3481100.5,3670684.8,1933433.0072,1845291.10402
3476,643320,1897500,1254180,1308388.75,1250683.2,828595.879028,1676018.66524
4921,93420,1532940,1439520,1443237.125,1351087.2,1977581.19897,2004001.85286
8598,706800,953340,246540,269572.6875,231994.8,0.0,-382167.167697
3292,318240,4648740,4330500,4304357.0,4316288.4,3344550.25085,3578773.38881
8063,1510860,2036760,525900,554998.3125,540367.2,318888.534058,470945.138825
4168,1303020,4991760,3688740,3672442.0,3497876.4,3732135.54388,3372895.15228
3801,868740,3643800,2775060,2633413.0,2771602.8,2659049.32178,2013575.63522
7445,20400,626580,606180,755742.375,553870.8,1809264.78888,1871519.23895
7216,22740,1055580,1032840,1166675.0,999592.8,1098707.20258,1456010.39128
5284,3181860,3646740,464880,548256.0625,450913.2,409704.283997,834069.052061
4686,1539300,3643800,2104500,2117600.75,2093078.4,1712673.75287,1922915.58624
8356,398400,604800,206400,456469.875,285044.4,646289.568237,116458.308151
4797,358800,3636240,3277440,3390813.25,3287200.8,3984520.06067,3088182.83776
3989,3475200,7406100,3930900,3943617.25,3940173.6,3901536.26477,4242936.17434
2625,961380,3545820,2584440,2583966.5,2573380.8,2539334.91736,2639222.0374
8762,3644940,3797940,153000,163200.234375,205740.0,0.0,414663.693457
7331,4949520,6181200,1231680,1260714.0,1156873.2,1204651.09949,1556748.0578
